id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
2518,Beach Blonde,American Blonde Ale,12.0,0.05,,67,3 Daughters Brewing,Palisade,FL
2517,Rod Bender Red,American Amber / Red Ale,12.0,0.059,,67,3 Daughters Brewing,North Conway,FL
2545,Passion Fruit Prussia,Berliner Weissbier,12.0,0.035,11.0,60,4 Hands Brewing Company,Loveland,MO
2544,Send Help,American Blonde Ale,12.0,0.045,18.0,60,4 Hands Brewing Company,North Conway,MO
2324,Cast Iron Oatmeal Brown,American Brown Ale,12.0,0.055,,60,4 Hands Brewing Company,Nellysford,MO
2288,Reprise Centennial Red,American Amber / Red Ale,12.0,0.06,,60,4 Hands Brewing Company,Saint Louis,MO
2287,Alter Ego,American Black Ale,12.0,0.055,,60,4 Hands Brewing Company,North Conway,MO
2286,Divided Sky,American IPA,12.0,0.065,,60,4 Hands Brewing Company,Saint Louis,MO
2285,Resurrected,American IPA,12.0,0.065,,60,4 Hands Brewing Company,Minneapolis,MO
1870,Contact High,American Pale Wheat Ale,12.0,0.05,28.0,60,4 Hands Brewing Company,Milwaukee,MO
2603,Galaxyfest,American IPA,16.0,0.065,,27,450 North Brewing Company,Export,IN
2602,Citrafest,American IPA,16.0,0.05,45.0,27,450 North Brewing Company,Columbus,IN
2220,Barn Yeti,Belgian Strong Dark Ale,16.0,0.09,,27,450 North Brewing Company,Holland,IN
2219,Scarecrow,American IPA,16.0,0.069,65.0,27,450 North Brewing Company,Holland,IN
2218,Ironman,English Strong Ale,16.0,0.09,50.0,27,450 North Brewing Company,Frankenmuth,IN
2217,Honey Kolsch,Kölsch,16.0,0.046,15.0,27,450 North Brewing Company,Columbus,IN
2216,Copperhead Amber,Belgian Dark Ale,16.0,0.052,18.0,27,450 North Brewing Company,Columbus,IN
972,Rude Parrot IPA,American IPA,16.0,0.059,75.0,481,7 Seas Brewing Company,Leavenworth,WA
866,British Pale Ale (2010),English Pale Ale,16.0,0.054,30.0,481,7 Seas Brewing Company,Jackson,WA
48,British Pale Ale,English Pale Ale,16.0,0.054,30.0,481,7 Seas Brewing Company,Gig Harbor,WA
47,Ballz Deep Double IPA,American Double / Imperial IPA,16.0,0.084,82.0,481,7 Seas Brewing Company,Monroe,WA
1583,Wolfman's Berliner,Berliner Weissbier,12.0,0.038,,373,7venth Sun,Leavenworth,FL
1165,Colorado Native,American Amber / Red Lager,12.0,0.055,26.0,462,AC Golden Brewing Company,Juneau,CO
431,Colorado Native (2011),American Amber / Red Lager,12.0,0.055,26.0,462,AC Golden Brewing Company,Juneau,CO
516,Jockamo IPA,American IPA,12.0,0.065,52.0,533,Abita Brewing Company,Lewisburg,LA
515,Purple Haze,Fruit / Vegetable Beer,12.0,0.042,13.0,533,Abita Brewing Company,Abita Springs,LA
514,Abita Amber,American Amber / Red Lager,12.0,0.045,17.0,533,Abita Brewing Company,Mill Valley,LA
2540,Citra Ass Down,American IPA,16.0,0.082,68.0,62,Against The Grain Brewery,Indianapolis,KY
2539,The Brown Note,American Brown Ale,16.0,0.05,20.0,62,Against The Grain Brewery,Loveland,KY
2686,Citra Ass Down,American Double / Imperial IPA,16.0,0.08,68.0,1,Against the Grain Brewery,Houston,KY
2685,London Balling,English Barleywine,16.0,0.125,80.0,1,Against the Grain Brewery,Houston,KY
2684,35 K,Milk / Sweet Stout,16.0,0.077,25.0,1,Against the Grain Brewery,Louisville,KY
2683,A Beer,American Pale Ale (APA),16.0,0.042,42.0,1,Against the Grain Brewery,Louisville,KY
2682,Rules are Rules,German Pilsener,16.0,0.05,25.0,1,Against the Grain Brewery,Garrattsville,KY
2681,Flesh Gourd'n,Pumpkin Ale,16.0,0.066,21.0,1,Against the Grain Brewery,Houston,KY
2680,Sho'nuff,Belgian Pale Ale,16.0,0.04,13.0,1,Against the Grain Brewery,Louisville,KY
2679,Bloody Show,American Pilsner,16.0,0.055,17.0,1,Against the Grain Brewery,Jackson,KY
2678,Rico Sauvin,American Double / Imperial IPA,16.0,0.076,68.0,1,Against the Grain Brewery,Hooksett,KY
2677,Coq de la Marche,Saison / Farmhouse Ale,16.0,0.051,38.0,1,Against the Grain Brewery,Louisville,KY
2676,Kamen Knuddeln,American Wild Ale,16.0,0.065,,1,Against the Grain Brewery,Jackson,KY
2675,Pile of Face,American IPA,16.0,0.06,65.0,1,Against the Grain Brewery,Helena,KY
2674,The Brown Note,English Brown Ale,16.0,0.05,20.0,1,Against the Grain Brewery,Houston,KY
1594,Maylani's Coconut Stout,American Stout,16.0,0.053,35.0,367,Airways Brewing Company,Gig Harbor,WA
1162,Oatmeal PSA,American Pale Ale (APA),16.0,0.05,35.0,367,Airways Brewing Company,Gary,WA
1137,Pre Flight Pilsner,American Pilsner,16.0,0.052,33.0,367,Airways Brewing Company,Fort Wayne,WA
2403,P-Town Pilsner,American Pilsner,12.0,0.04,20.0,117,Alameda Brewing,Missoula,OR
2402,Klickitat Pale Ale,American Pale Ale (APA),12.0,0.053,36.0,117,Alameda Brewing,Portland,OR
2401,Yellow Wolf Imperial IPA,American Double / Imperial IPA,12.0,0.082,103.0,117,Alameda Brewing,Leavenworth,OR
1921,Freeride APA,American Pale Ale (APA),12.0,0.053,40.0,270,Alaskan Brewing Company,Gloucester,AK
1920,Alaskan Amber,Altbier,12.0,0.053,18.0,270,Alaskan Brewing Company,Juneau,AK
2501,Hopalicious,American Pale Ale (APA),12.0,0.057,,73,Ale Asylum,Missoula,WI
1535,Kentucky Kölsch,Kölsch,16.0,0.043,,388,Alltech's Lexington Brewing Company,Detroit,KY
1149,Kentucky IPA,American IPA,16.0,0.065,,388,Alltech's Lexington Brewing Company,Gary,KY
1474,Dusty Trail Pale Ale,American Pale Ale (APA),16.0,0.054,,401,Amnesia Brewing Company,Hershey,WA
1473,Damnesia,American IPA,16.0,0.062,,401,Amnesia Brewing Company,Holland,WA
837,Desolation IPA,American IPA,16.0,0.062,43.0,401,Amnesia Brewing Company,Greeley,WA
2592,Liberty Ale,American IPA,12.0,0.059,,35,Anchor Brewing Company,Louisville,CA
2578,IPA,American IPA,12.0,0.065,,35,Anchor Brewing Company,Louisville,CA
2577,Summer Wheat,American Pale Wheat Ale,12.0,0.045,,35,Anchor Brewing Company,Lahaina,CA
2103,California Lager,American Amber / Red Lager,12.0,0.049,,35,Anchor Brewing Company,Minnetonka,CA
2102,Brotherhood Steam,California Common / Steam Beer,12.0,0.056,,35,Anchor Brewing Company,Middleburg Heights,CA
2291,Blood Orange Gose,Gose,12.0,0.042,,171,Anderson Valley Brewing Company,Los Angeles,CA
1818,Keebarlin' Pale Ale,American Pale Ale (APA),12.0,0.042,,171,Anderson Valley Brewing Company,Mammoth Lakes,CA
1738,"the Kimmie, the Yink and the Holy Gose",Gose,12.0,0.048,,171,Anderson Valley Brewing Company,Jackson,CA
1563,Fall Hornin',Pumpkin Ale,12.0,0.06,,171,Anderson Valley Brewing Company,Manheim,CA
1520,Barney Flats Oatmeal Stout,Oatmeal Stout,12.0,0.057,13.0,171,Anderson Valley Brewing Company,Lake Geneva,CA
1350,Summer Solstice,Cream Ale,12.0,0.056,4.0,171,Anderson Valley Brewing Company,Kansas City,CA
1327,Hop Ottin' IPA,American IPA,12.0,0.07,80.0,171,Anderson Valley Brewing Company,Midvale,CA
1326,Boont Amber Ale,American Amber / Red Ale,12.0,0.058,15.0,171,Anderson Valley Brewing Company,Milwaukee,CA
1221,Barney Flats Oatmeal Stout,Oatmeal Stout,12.0,0.057,13.0,171,Anderson Valley Brewing Company,Lake Geneva,CA
1217,El Steinber Dark Lager,Vienna Lager,16.0,0.055,25.0,171,Anderson Valley Brewing Company,Lakeside,CA
811,Boont Amber Ale (2010),American Amber / Red Ale,12.0,0.058,15.0,171,Anderson Valley Brewing Company,Milwaukee,CA
753,Summer Solstice Cerveza Crema (2009),Cream Ale,12.0,0.056,4.0,171,Anderson Valley Brewing Company,Kansas City,CA
572,Barney Flats Oatmeal Stout (2012),Oatmeal Stout,12.0,0.057,13.0,171,Anderson Valley Brewing Company,Lake Geneva,CA
523,Winter Solstice,Winter Warmer,12.0,0.069,6.0,171,Anderson Valley Brewing Company,Lake Geneva,CA
367,Hop Ottin' IPA (2011),American IPA,12.0,0.07,80.0,171,Anderson Valley Brewing Company,Middleton,CA
78,Boont Amber Ale (2011),American Amber / Red Ale,12.0,0.058,15.0,171,Anderson Valley Brewing Company,Milwaukee,CA
77,Summer Solstice (2011),Cream Ale,12.0,0.056,4.0,171,Anderson Valley Brewing Company,Kansas City,CA
76,Poleeko Gold Pale Ale (2009),American Pale Ale (APA),12.0,0.055,28.0,171,Anderson Valley Brewing Company,Lewisburg,CA
2337,Charlie's Rye IPA,American IPA,16.0,0.06,,146,Angry Minnow,Leavenworth,WI
410,River Pig Pale Ale,American Pale Ale (APA),16.0,0.054,,542,Angry Minnow Brewing Company,Loveland,WI
409,Oaky's Oatmeal Stout,Oatmeal Stout,16.0,0.047,,542,Angry Minnow Brewing Company,Jackson,WI
1294,Angry Orchard Apple Ginger,Cider,16.0,0.05,,434,Angry Orchard Cider Company,Lahaina,OH
1293,Angry Orchard Crisp Apple,Cider,16.0,0.05,,434,Angry Orchard Cider Company,Lahaina,OH
1292,Angry Orchard Crisp Apple,Cider,12.0,0.05,,434,Angry Orchard Cider Company,Mammoth Lakes,OH
2207,Golden One,Belgian Pale Ale,12.0,0.068,,193,Anthem Brewing Company,Los Angeles,OK
2040,Arjuna,Witbier,12.0,0.06,,193,Anthem Brewing Company,Juneau,OK
2039,Uroboros,American Stout,12.0,0.085,,193,Anthem Brewing Company,Lewisburg,OK
2511,Long Leaf,American IPA,16.0,0.071,75.0,69,Appalachian Mountain Brewery,Lakeside,NC
2510,Honey Badger Blonde,American Blonde Ale,16.0,0.047,19.0,69,Appalachian Mountain Brewery,Monument,NC
2509,Porter (a/k/a Black Gold Porter),American Porter,16.0,0.06,23.0,69,Appalachian Mountain Brewery,Jackson,NC
413,Sky High Rye,American Pale Ale (APA),12.0,0.06,55.0,541,Arcadia Brewing Company,Grand Rapids,MI
390,Whitsun,American Pale Wheat Ale,12.0,0.062,17.0,541,Arcadia Brewing Company,Grand Rapids,MI
735,On-On Ale (2008),American Pale Ale (APA),12.0,0.052,,513,Arctic Craft Brewery,Colorado Springs,CO
1333,Quakertown Stout,American Double / Imperial Stout,12.0,0.092,50.0,426,Armadillo Ale Works,Estacada,TX
1332,Greenbelt Farmhouse Ale,Saison / Farmhouse Ale,12.0,0.051,20.0,426,Armadillo Ale Works,Fort Wayne,TX
1172,Mo's Gose,Gose,16.0,0.052,10.0,461,Armstrong Brewing Company,Durango,CA
1322,Green Bullet Organic India Pale Ale,American IPA,16.0,0.07,45.0,429,Asher Brewing Company,Fort Wayne,CO
550,Rocket Girl,Kölsch,12.0,0.032,27.0,528,Asheville Brewing Company,Kalamazoo,NC
429,Ninja Porter,American Porter,12.0,0.053,26.0,528,Asheville Brewing Company,Leavenworth,NC
428,Shiva IPA,American IPA,12.0,0.06,69.0,528,Asheville Brewing Company,Lake Geneva,NC
1640,Aslan Kölsch,Kölsch,16.0,0.048,,353,Aslan Brewing Company,Garden City,WA
1639,Aslan IPA,American IPA,16.0,0.077,,353,Aslan Brewing Company,Lyons,WA
1638,Aslan Amber,American Amber / Red Ale,16.0,0.077,,353,Aslan Brewing Company,Middleton,WA
597,This Season's Blonde,American Blonde Ale,12.0,0.056,27.0,523,Aspen Brewing Company,Mammoth Lakes,CO
596,Independence Pass Ale,American IPA,12.0,0.07,67.0,523,Aspen Brewing Company,Holland,CO
1580,Trolley Stop Stout,American Stout,12.0,0.057,40.0,374,Astoria Brewing Company,Leavenworth,OR
980,Bitter Bitch Imperial IPA,American Double / Imperial IPA,12.0,0.082,138.0,374,Astoria Brewing Company,Montauk,OR
979,Poop Deck Porter,American Porter,12.0,0.062,35.0,374,Astoria Brewing Company,Hershey,OR
978,Old Red Beard Amber Ale,American Amber / Red Ale,12.0,0.06,35.0,374,Astoria Brewing Company,Manheim,OR
2503,Hop A-Peel,American Double / Imperial IPA,16.0,0.075,115.0,72,Atwater Brewery,Houston,MI
2502,Vanilla Java Porter,American Porter,16.0,0.055,12.0,72,Atwater Brewery,Garrattsville,MI
2495,Michelada,Fruit / Vegetable Beer,16.0,0.052,,72,Atwater Brewery,Duluth,MI
534,Dirty Blonde Ale,American Blonde Ale,12.0,0.045,8.0,72,Atwater Brewery,Middleburg Heights,MI
528,Grand Circus IPA,American IPA,12.0,0.05,62.0,72,Atwater Brewery,Detroit,MI
527,Atwater's Lager,Munich Helles Lager,12.0,0.05,12.0,72,Atwater Brewery,Edwards,MI
1409,Heavy Machinery IPA Series #1: Heavy Fist,American Black Ale,16.0,0.07,,413,Austin Beerworks,Lahaina,TX
343,Fire Eagle IPA,American IPA,12.0,0.062,,413,Austin Beerworks,Lewiston,TX
342,Peacemaker,American Pale Ale (APA),12.0,0.051,,413,Austin Beerworks,Frederick,TX
341,Pearl-Snap,German Pilsener,12.0,0.053,,413,Austin Beerworks,Export,TX
340,Black Thunder,Schwarzbier,12.0,0.052,,413,Austin Beerworks,Houston,TX
2589,Raja,American Double / Imperial IPA,12.0,0.08,,37,Avery Brewing Company,Fort Wayne,CO
2546,Perzik Saison,Saison / Farmhouse Ale,12.0,0.064,,37,Avery Brewing Company,Boulder,CO
146,Avery Joe’s Premium American Pilsner,German Pilsener,12.0,0.047,42.0,37,Avery Brewing Company,Boulder,CO
108,White Rascal,Witbier,12.0,0.056,10.0,37,Avery Brewing Company,Export,CO
107,Avery India Pale Ale,American IPA,12.0,0.063,69.0,37,Avery Brewing Company,Los Angeles,CO
106,Ellie’s Brown Ale,American Brown Ale,12.0,0.055,17.0,37,Avery Brewing Company,Leavenworth,CO
1620,Pumpkin Beast,Pumpkin Ale,12.0,0.062,17.0,360,Aviator Brewing Company,Fort Wayne,NC
1579,OktoberBeast,Märzen / Oktoberfest,12.0,0.072,22.0,360,Aviator Brewing Company,Fuquay-Varina,NC
1228,Mad Beach,American Pale Wheat Ale,12.0,0.048,23.0,360,Aviator Brewing Company,Manhattan,NC
705,Hog Wild India Pale Ale,American IPA,12.0,0.067,,360,Aviator Brewing Company,Los Angeles,NC
704,Devils Tramping Ground Tripel,Tripel,12.0,0.092,5.0,360,Aviator Brewing Company,Fuquay-Varina,NC
702,Hot Rod Red,American Amber / Red Ale,12.0,0.061,41.0,360,Aviator Brewing Company,Medford,NC
2058,Palate Mallet,American Double / Imperial IPA,12.0,0.086,,235,Back East Brewing Company,Fuquay-Varina,CT
1483,Back East Porter,American Porter,12.0,0.06,,235,Back East Brewing Company,Louisville,CT
1426,Back East Golden Ale,American Blonde Ale,12.0,0.049,,235,Back East Brewing Company,North Conway,CT
1132,Misty Mountain IPA,American IPA,12.0,0.07,,235,Back East Brewing Company,Helena,CT
1131,Back East Ale,American Amber / Red Ale,12.0,0.05,,235,Back East Brewing Company,Montauk,CT
1876,Truck Stop Honey Brown Ale,English Brown Ale,12.0,0.06,,286,Back Forty Beer Company,Hilo,AL
1875,Naked Pig Pale Ale,American Pale Ale (APA),12.0,0.06,43.0,286,Back Forty Beer Company,Indianapolis,AL
966,Topcutter India Pale Ale,American IPA,12.0,0.068,70.0,483,Bale Breaker Brewing Company,Mammoth Lakes,WA
965,Field 41 Pale Ale,American Pale Ale (APA),12.0,0.044,38.0,483,Bale Breaker Brewing Company,Yakima,WA
2593,Grapefruit Sculpin,American IPA,12.0,0.07,,34,Ballast Point Brewing Company,Leavenworth,CA
2105,Even Keel,American IPA,12.0,0.038,40.0,34,Ballast Point Brewing Company,Loveland,CA
1401,Ballast Point Pale Ale,Kölsch,12.0,0.052,23.0,34,Ballast Point Brewing Company,Lakeside,CA
1400,Big Eye India Pale Ale,American IPA,12.0,0.07,75.0,34,Ballast Point Brewing Company,Morganton,CA
1019,Longfin Lager,Munich Helles Lager,12.0,0.046,,34,Ballast Point Brewing Company,Houston,CA
1018,Sculpin IPA,American IPA,12.0,0.07,70.0,34,Ballast Point Brewing Company,Lahaina,CA
1776,All Nighter Ale,Extra Special / Strong Bitter (ESB),12.0,0.045,,318,Banner Beer Company,Williamsburg,MA
1644,Banner American Rye,Rye Beer,12.0,0.045,20.0,318,Banner Beer Company,Gloucester,MA
1643,Banner American Ale,American Amber / Red Ale,12.0,0.035,45.0,318,Banner Beer Company,Williamsburg,MA
2618,Thai.p.a,American IPA,16.0,0.07,46.0,20,Bare Hands Brewery,Hilo,IN
2005,Barrio Blanco,American IPA,12.0,0.06,60.0,251,Barrio Brewing Company,Tucson,AZ
1343,Barrio Tucson Blonde,American Blonde Ale,12.0,0.045,,251,Barrio Brewing Company,Tucson,AZ
2404,Hop in the ‘Pool Helles,American Pilsner,12.0,0.049,22.0,116,Base Camp Brewing Co.,Nantucket,OR
2323,Ultra Gnar Gnar IPA,American IPA,12.0,0.067,60.0,116,Base Camp Brewing Co.,Los Angeles,OR
2189,In-Tents India Pale Lager,American Pale Lager,12.0,0.068,62.0,116,Base Camp Brewing Co.,Mishawaka,OR
2188,Lost Meridian Wit,Witbier,12.0,0.05,20.0,116,Base Camp Brewing Co.,Marietta,OR
2187,Celestial Meridian Cascadian Dark Lager,Euro Dark Lager,12.0,0.051,45.0,116,Base Camp Brewing Co.,Portland,OR
1966,Wagon Party,California Common / Steam Beer,12.0,0.054,55.0,258,Bauhaus Brew Labs,Holland,MN
1965,Sky-Five,American IPA,12.0,0.067,70.0,258,Bauhaus Brew Labs,Juneau,MN
1964,Stargrazer,Schwarzbier,12.0,0.05,28.0,258,Bauhaus Brew Labs,Gary,MN
1963,Wonderstuff,German Pilsener,12.0,0.054,48.0,258,Bauhaus Brew Labs,Fort Worth,MN
1855,Tarnation California-Style Lager,California Common / Steam Beer,12.0,0.053,,292,Baxter Brewing Company,Hattiesburg,ME
1778,On the Count of 3 (2015),Hefeweizen,16.0,0.07,42.0,292,Baxter Brewing Company,Gloucester,ME
1209,Summer Swelter,American Pale Wheat Ale,12.0,0.047,,292,Baxter Brewing Company,Holland,ME
954,Phantom Punch Winter Stout,Foreign / Export Stout,12.0,0.068,,292,Baxter Brewing Company,Greeley,ME
910,Hayride Autumn Ale,Rye Beer,12.0,0.066,,292,Baxter Brewing Company,Lewiston,ME
707,Celsius Summer Ale (2012),American Pale Wheat Ale,12.0,0.047,,292,Baxter Brewing Company,Lewiston,ME
533,Amber Road,American Amber / Red Ale,12.0,0.055,35.0,292,Baxter Brewing Company,Manheim,ME
183,Pamola Xtra Pale Ale,American Pale Ale (APA),12.0,0.049,28.0,292,Baxter Brewing Company,Hattiesburg,ME
182,Stowaway IPA,American IPA,12.0,0.069,69.0,292,Baxter Brewing Company,Juneau,ME
1806,Hoptopus Double IPA,American Double / Imperial IPA,16.0,0.088,108.0,306,Beach Brewing Company,Hattiesburg,VA
2435,Watermelon Ale,Fruit / Vegetable Beer,12.0,0.05,10.0,103,Beer Works Brewery,Farmers Branch,MA
2423,Fenway American Pale Ale,American Pale Ale (APA),12.0,0.058,45.0,103,Beer Works Brewery,Lewisburg,MA
2420,Back Bay IPA,American IPA,12.0,0.068,85.0,103,Beer Works Brewery,Midvale,MA
2419,Bunker Hill Blueberry Ale,Other,12.0,0.048,16.0,103,Beer Works Brewery,Fort Worth,MA
2494,Oberon,American Pale Wheat Ale,12.0,0.058,,76,Bell's Brewery,Hattiesburg,MI
2325,Smitten,Rye Beer,16.0,0.06,,76,Bell's Brewery,Garden City,MI
2022,Winter White,Witbier,16.0,0.05,,76,Bell's Brewery,Fort Wayne,MI
1989,Oberon,American Pale Wheat Ale,16.0,0.058,,76,Bell's Brewery,Kalamazoo,MI
1988,Two Hearted,American IPA,16.0,0.07,,76,Bell's Brewery,Gloucester,MI
1955,Best Brown,American Brown Ale,16.0,0.058,,76,Bell's Brewery,Lyons,MI
2558,Moar,English India Pale Ale (IPA),12.0,0.044,44.0,53,Bent Brewstillery,Roseville,MN
2557,Uber Lupin Schwarz IPA,American Double / Imperial IPA,16.0,0.083,,53,Bent Brewstillery,Lakeside,MN
2556,Nordic Blonde,American Blonde Ale,12.0,0.057,27.0,53,Bent Brewstillery,Manhattan,MN
2496,Cold Press,American Black Ale,12.0,0.06,,75,Bent Paddle Brewing Company,Midvale,MN
2410,Harness the Winter,American IPA,12.0,0.072,87.0,75,Bent Paddle Brewing Company,Juneau,MN
1902,14° ESB,Extra Special / Strong Bitter (ESB),12.0,0.056,32.0,75,Bent Paddle Brewing Company,Duluth,MN
1901,Bent Hop Golden IPA,American IPA,12.0,0.062,68.0,75,Bent Paddle Brewing Company,Loveland,MN
1261,Bent Paddle Black Ale,American Black Ale,12.0,0.06,34.0,75,Bent Paddle Brewing Company,Medford,MN
1253,Venture Pils,German Pilsener,12.0,0.05,38.0,75,Bent Paddle Brewing Company,Eagle,MN
1900,Lost Sailor IPA,English India Pale Ale (IPA),12.0,0.055,40.0,278,Berkshire Brewing Company,Garrattsville,MA
1317,Steel Rail Extra Pale Ale,American Pale Ale (APA),12.0,0.053,20.0,278,Berkshire Brewing Company,Gary,MA
1158,La Frontera Premium IPA,American IPA,12.0,0.078,,463,Big Bend Brewing Company,Lake Geneva,TX
1157,Tejas Lager,Czech Pilsener,12.0,0.047,,463,Big Bend Brewing Company,Indianapolis,TX
1156,Number 22 Porter,American Porter,12.0,0.064,,463,Big Bend Brewing Company,Hershey,TX
1155,Big Bend Hefeweizen,Hefeweizen,12.0,0.056,,463,Big Bend Brewing Company,Leavenworth,TX
1154,Terlingua Gold,American Blonde Ale,12.0,0.06,,463,Big Bend Brewing Company,Louisville,TX
2104,Aprè Shred,American Strong Ale,16.0,0.081,17.0,220,Big Choice Brewing,Gloucester,CO
1762,Hemlock Double IPA,American Double / Imperial IPA,12.0,0.095,104.0,220,Big Choice Brewing,Broomfield,CO
1422,West Portal Colorado Common Summer Ale,California Common / Steam Beer,16.0,0.041,,220,Big Choice Brewing,Evansville,CO
1067,Disconnected Red,American Amber / Red Ale,16.0,0.067,85.0,220,Big Choice Brewing,Broomfield,CO
1003,Big Elm IPA,American IPA,12.0,0.07,,477,Big Elm Brewing,Middleton,MA
1002,Gerry Dog Stout,American Stout,12.0,0.065,,477,Big Elm Brewing,Juneau,MA
1001,413 Farmhouse Ale,Saison / Farmhouse Ale,12.0,0.06,,477,Big Elm Brewing,Kalamazoo,MA
2639,Dark Star,American Stout,16.0,0.08,54.0,8,Big Lake Brewing,Holland,MI
2469,Ryecoe,American IPA,16.0,0.062,,8,Big Lake Brewing,Hershey,MI
2586,Blueberry Blonde,Fruit / Vegetable Beer,12.0,0.06,,40,Big Muddy Brewing,Helena,IL
2585,Galaxy IPA,American IPA,16.0,0.075,60.0,40,Big Muddy Brewing,Eugene,IL
643,Big River Pilsner,Czech Pilsener,12.0,0.05,32.0,519,Big River Brewing Company,Monroe,TN
632,House Brand IPA,American IPA,12.0,0.06,55.0,519,Big River Brewing Company,Manhattan,TN
1714,Big Sky IPA,American IPA,12.0,0.062,65.0,336,Big Sky Brewing Company,Louisville,MT
1713,Scape Goat Pale Ale,English Pale Ale,12.0,0.05,40.0,336,Big Sky Brewing Company,Lake Geneva,MT
1712,Montana Trout Slayer Ale,American Pale Wheat Ale,12.0,0.05,35.0,336,Big Sky Brewing Company,Jackson,MT
1711,Moose Drool Brown Ale,American Brown Ale,12.0,0.051,26.0,336,Big Sky Brewing Company,Medford,MT
