,V1,V2,V3,V4,V5,V6,V7
47,Y48,851.1362242975829,5910.0,5740.0,5620.0,5550.0,5580.0
48,Y49,2495.6,2458.7,2438.5,2433.5,2432.7,2441.1
49,Y50,12896.961065135236,18044.0,17971.0,18022.0,18115.0,18214.0
50,Y51,3000.6965424115488,7867.0,7733.0,7749.0,7800.0,7842.0
51,Y52,15873.939710087121,20472.0,22631.0,24642.0,26404.0,28928.0
52,Y53,13278.343976759894,17829.0,18727.0,18762.0,15267.0,13775.0
53,Y54,9071.0,9765.0,10836.0,12355.0,13979.0,15927.0
54,Y55,-2309.1639424035066,3116.18,3472.21,3803.11,4164.57,4687.12
55,Y56,13365.0,15405.0,17620.0,20153.0,23291.0,28244.0
56,Y57,-4646.569174635341,2199.6,2211.1,2283.7,2366.7,2477.4
57,Y58,5471.658220689404,11126.7,11241.9,11304.6,11564.1,11253.7
58,Y59,4746.565846678537,10355.7,10462.3,10518.9,10638.2,10674.7
59,Y60,5501.025362300156,10411.4,10601.4,10754.8,10941.7,10991.8
60,Y61,6223.8958569410715,11585.6,12141.4,12129.6,12427.8,12071.4
61,Y62,14025.73801615681,19998.5,19194.1,19298.3,16731.6,10097.0
62,Y63,5118.164326585815,12039.8,11941.5,12122.8,12091.7,11554.0
63,Y64,2944.920559956836,10000.0,11175.1,11355.5,11607.1,12471.4
64,Y65,3796.5315926522553,10091.5,9753.2,9170.3,8312.2,7702.7
65,Y66,4356.9140695757815,10810.8,11297.4,11698.9,12081.1,12792.3
66,Y67,10573.2,10926.4,10910.6,11052.3,11385.9,11727.0
67,Y68,4415.645927534797,10327.5,10441.1,10716.0,11208.9,11345.9
68,Y69,4778.761628096295,10624.7,11111.6,11113.8,11676.7,12467.4
69,Y70,6297.703553454392,11053.8,11672.6,12154.8,12726.6,13657.5
70,Y71,8714.5,9541.0,9797.1,10591.5,11418.0,12029.9
71,Y72,6201.566598615119,10184.0,10253.7,10101.8,10112.9,10359.1
72,Y73,6723.687971562236,10557.0,10271.2,9743.6,9543.9,9055.8
73,Y74,6756.304771190617,10683.9,10703.2,10589.9,10263.1,10462.2
74,Y75,5600.642528002261,9379.4,9084.8,9028.6,9158.4,9617.7
75,Y76,5370.205548266116,8804.3,8365.4,8158.1,8029.0,8272.4
76,Y77,9921.9,10233.8,10710.4,10730.0,10999.5,11401.0
77,Y78,10012.49,10425.61,10740.19,11156.42,11535.03,11810.02
78,Y79,4523.75,4518.98,5053.22,5712.02,6108.11,6880.9
79,Y80,2826.006807206043,5165.3,5396.7,4488.9,4349.7,4169.0
80,Y81,4591.3,4634.52,4594.0,4471.59,4544.02,4636.48
81,Y82,13134.010569593578,14452.06,15460.04,16994.23,18604.08,20098.51
82,Y83,8105.571484136236,9940.24,10169.12,10500.8,10756.51,10982.52
83,Y84,2449.312566285247,3717.0,3784.0,3852.0,3709.0,3761.0
84,Y85,196.81047978553022,1852.0,2155.0,2152.0,2534.0,2407.0
85,Y86,694.687659744751,2666.0,3113.0,2818.0,2690.0,2745.0
86,Y87,7134.159884682283,9445.0,9758.0,10945.0,12347.0,11728.0
87,Y88,9630.0,2950.0,8980.0,5700.0,5930.0,6760.0
88,Y89,591.0,749.0,3393.0,5532.0,7612.0,7419.0
89,Y90,4950.391180667192,6240.0,5220.0,5770.0,5760.0,5270.0
90,Y91,7005.929855161118,8100.0,8400.0,8800.0,8500.0,8800.0
91,Y92,-579.1776702425198,1309.25,1332.96,1671.22,1247.06,1126.32
92,Y93,5428.796656242425,7961.522124,7880.144762,7834.042281,7811.190179,7876.932044
93,Y94,5084.198200520299,6818.940605,6808.068775,6826.616113,7121.455572,7189.763667
94,Y95,4002.548479702387,6556.567073,6691.477647,6867.815696,7153.783337,7149.86989
95,Y96,7541.882668,7563.246815,8276.070465,8772.407446,7992.98888,8097.88432
96,Y97,4294.118982321553,6335.121402,6297.091716,6355.53714,6760.106504,6608.052647
97,Y98,6887.24852888109,9131.047774,9169.057104,9079.217031,9293.295217,9003.762213
98,Y99,5603.331089074398,8039.185746,7908.631386,7840.263257,7963.129617,7666.321479
99,Y100,6776.127541010066,8641.627995,8642.419661,8816.620618,8799.285497,8993.35407
100,Y101,1067.250861149965,2088.622714,2162.075003,2759.10773,2547.947426,2554.177494
101,Y102,7670.320165578758,8850.409191,8878.049529,8921.286405,9182.042189,9139.435762
102,Y103,4655.796605330811,5178.511666,5064.666563,5053.510339,5038.717206,5114.681166
103,Y104,1236.9917575227967,1665.908761,1706.114167,1579.553209,1831.244185,1843.999151
104,Y105,2301.457612,2409.515782,3214.755206,3327.150411,3047.057768,3232.444424
105,Y106,3275.744791153261,2139.809885,2160.610848,1701.391832,1364.414998,1608.955005
106,Y107,3642.6661803158286,2906.42791,2948.470926,2873.795766,2970.12402,3077.57496
107,Y108,2895.4525486310326,1214.567813,1358.956311,1777.893165,1563.522846,2150.383616
108,Y109,4952.704564597201,2967.97814,3420.707102,3611.647303,3713.924128,3596.41535
109,Y110,3933.9869193430222,2129.579591,2172.871402,2190.77729,1957.962517,1958.493502
110,Y111,3937.3814297169015,2428.779618,2279.587735,2089.704454,1688.400893,2109.358266
111,Y112,2994.20097120082,1206.310052,1249.502192,1393.841685,1509.945115,1534.155809
112,Y113,4301.86012507055,2008.837288,1614.103493,1528.104912,1622.819561,1370.568808
113,Y114,3867.499486241402,2018.081695,1900.163385,1988.911009,2026.481574,1989.877657
114,Y115,3759.0603867433347,1579.234943,1676.666953,1759.756835,1925.526403,1752.42188
115,Y116,3903.4418261204837,2159.828904,2169.486458,2121.616695,2115.133129,2043.513552
116,Y117,3828.062227044378,2562.470298,2632.314744,3138.023916,2102.306489,2651.733213
117,Y118,4270.828178094882,2100.36408,2208.149074,2350.692709,2131.580375,2331.172094
118,Y119,4076.9552701248535,2736.683628,2824.059366,2905.555888,2571.752743,2521.064767
119,Y120,3570.136965535921,1712.620388,1818.680464,1766.685248,1749.319654,1772.746154
120,Y121,5648.1946391990305,4079.093067,3673.89931,3386.583883,2138.256674,2856.367602
121,Y122,4228.1530679440075,3363.426434,3171.680237,3730.082271,3761.08586,4212.832161
122,Y123,2445.2341633498045,2273.218998,2337.299662,2253.819172,1879.810027,1982.44989
123,Y124,2077.8083545268305,1942.839885,2125.509973,2539.528574,2605.021933,2415.910498
124,Y125,7958.325009,7848.362683,7862.539318,8060.377528,7948.082543,7886.954514
125,Y126,2952.526199890394,3282.340483,4049.20914,3958.676768,4744.562947,3855.726837
126,Y127,6946.601143,6760.75175,6804.373299,6738.763463,6559.428975,6544.356018
127,Y128,8165.22108428215,9135.892148,9080.769287,9122.868227,9492.629762,8951.844856
128,Y129,3115.170123,3127.066984,3241.321208,2978.32969,3800.674376,3376.22116
129,Y130,5541.456128849943,6603.16904,6526.55611,6600.73861,6971.436963,6819.098406
130,Y131,8125.61545,8476.248204,8148.29506,8279.596991,7943.913344,7826.841103
131,Y132,5719.266033946215,7267.300458,7168.412744,7138.1777,6981.248688,6889.278953
132,Y133,3132.5322133810487,5453.331287,6079.931033,6700.138514,6614.091901,6545.287411
133,Y134,9022.157788831217,11837.31348,12678.95605,13362.68055,14271.79873,15363.34294
134,Y135,9196.636925,10427.53794,11586.61383,12751.73032,12599.42636,13149.32826
135,Y136,1176.5255607705571,3932.130881,4241.109363,4387.247213,4869.409243,5448.608093
136,Y137,1496.2766476696468,3708.520444,3862.304716,3983.965917,3731.803812,3877.463697
137,Y138,9798.725949695734,12366.77641,12646.53268,14041.36682,14836.59105,15168.36613
138,Y139,8000.799882316272,10421.26354,11075.15964,12018.37425,13214.65768,14193.27974
139,Y140,4172.583051746962,7232.138737,8101.997095,8603.162327,8597.5309,8706.518166
140,Y141,4210.958704,5187.120672,5912.309111,6184.649096,5739.21015,5751.195002
141,Y142,4964.204069,5790.763698,7170.188805,7410.932207,7995.936981,8832.103145
142,Y143,2140.3889305225016,5480.400619,5724.471736,6244.878512,5581.988922,5871.533061
143,Y144,5567.231465,6469.067704,7246.88041,7938.920505,7932.79418,8965.257815
144,Y145,12792.949732726047,14631.92824,16228.04484,17574.24566,18272.48787,19065.51043
145,Y146,7925.722138882485,9877.806764,10717.41977,11704.63016,12448.44078,13195.19889
146,Y147,-218.7944774171846,2491.964697,2779.996683,2953.481918,2771.233055,2776.878803
147,Y148,4671.5647164187085,7521.071829,8264.629925,9071.717619,9003.430959,9812.806854
148,Y149,525.3920939331335,3199.465271,3370.130501,3412.879785,3186.107485,3156.690887
149,Y150,8630.14338,8926.347114,9494.554839,10929.24655,10033.7571,9352.818303
150,Y151,2098.914769,2235.160265,2365.772041,2476.771424,2393.699194,2369.741848
151,Y152,6645.623077055203,8849.60595,9787.700658,10487.10515,10158.10369,11398.45008
152,Y153,9982.961364651093,12550.61601,14898.58786,17066.09813,15001.73267,16169.42961
153,Y154,3426.35114,4959.189839,3701.62091,4105.86627,4763.090882,5162.142513
154,Y155,10912.170597308765,13185.94138,17730.89734,18664.58025,18796.13847,21403.32131
155,Y156,1556.4142015805141,3579.948541,3810.776321,3906.993499,3897.807102,3975.947574
156,Y157,3037.972484,3442.732516,3753.857534,3837.621994,4343.844072,4451.325277
157,Y158,3467.74791,3706.092456,3862.263773,3986.951109,3732.404912,3874.650592
158,Y159,4207.928345893925,6628.838563,6840.604678,7319.22587,6437.790897,7220.849431
159,Y160,3137.976769,3280.190207,3441.006862,3464.016682,3319.289937,3465.503836
160,Y161,9398.249878,9573.109467,9710.769274,9740.721337,9665.730193,9769.271636
161,Y162,11023.900431547605,12914.78976,14456.31559,16259.85923,16288.22045,16756.78181
162,Y163,2998.459093,3287.778827,3468.756853,3708.311221,3966.162155,4133.720642
163,Y164,7175.019069,7502.274832,7599.401005,8156.789419,7729.911861,8156.960461
164,Y165,10482.19905,11471.60951,12388.53819,13724.60344,12862.4431,13992.5397
165,Y166,15107.4653,16835.79657,19164.69706,18102.80097,15411.33631,16295.02422
166,Y167,11554.717967239296,14428.02406,15239.19891,15280.99574,16042.44378,16577.29016
167,Y168,1161.3078446848062,3586.664218,3673.335557,3823.930043,3999.6657,4058.636446
168,Y169,7840.661497219068,9976.328717,10618.12563,11868.6105,12570.88515,13209.50164
169,Y170,6766.794533,7387.239332,8031.685955,8476.709088,8405.478165,8907.69685
170,Y171,800.269419774144,3317.907186,3504.703935,3438.419369,3857.273859,3874.607129
171,Y172,2074.695252,2344.62161,2476.097792,2295.105465,2279.948316,2489.740358
172,Y173,17401.784655375526,18694.31017,19604.47955,19945.78965,19021.83359,18892.06319
173,Y174,2090.1924656484443,3318.411665,3498.738068,3458.148479,3129.258292,3222.092546
174,Y175,2755.075663970328,3593.038277,3517.023861,3445.769738,3475.86873,3591.837458
175,Y176,57.70430170686791,1142.597094,1136.682987,1197.972249,1248.996326,1265.72584
176,Y177,2278.5659236665642,4080.758224,4132.336517,3845.281939,3497.174961,3407.88772
177,Y178,1510.74653,1633.93121,1798.01135,1637.754563,1375.819634,1444.389866
178,Y179,1020.0303336738658,2073.759214,2132.684102,2106.309957,2154.018865,2206.993745
179,Y180,4198.861672,4523.57699,4966.22173,4927.255501,4632.736538,5237.467052
180,Y181,9923.527922545247,9642.979973,9931.594842,10683.76269,11186.72037,11631.92807
181,Y182,2056.241830386465,2228.315309,2262.230794,2292.604509,2336.114399,2411.228316
182,Y183,11358.824996565741,11992.807,12263.596,12531.357,12799.293,13068.161
183,Y184,1413.5054976556362,2048.9472,2074.9625,2100.731,2126.2641,2151.5754
184,Y185,886.2136976244353,1324.333,1315.912,1307.605,1299.371,1291.17
185,Y186,1043.9872319121012,2050.554,2055.915,2061.315,2066.718,2072.086
186,Y187,4593.041,4610.82,4627.926,4644.457,4660.539,4676.305
187,Y188,2219.7164,2215.0478,2210.6151,2206.0808,2201.1818,2195.9278
188,Y189,10012.905,10111.973,10212.857,10315.836,10420.551,10525.041
189,Y190,8695.623324991235,9258.687052,9654.678183,10593.86382,11527.40638,9845.463544
190,Y191,4359.371109,4503.972708,5206.628677,5884.846988,5600.740345,5303.743881
191,Y192,4136.173909128951,5394.204953,5914.589934,6811.617413,6354.446181,6430.436797
192,Y193,10798.37527,10805.62621,11672.59071,12375.73982,11666.89969,11144.59336
193,Y194,8833.044807,8811.941572,9624.69472,10463.49423,10186.97434,9763.401764
194,Y195,9842.898173153071,12298.60571,13298.58031,13861.25665,12655.50173,11648.68875
195,Y196,7965.030039617415,10194.70909,11005.76594,11715.52084,11149.44387,10634.41345
196,Y197,1403.4944597475594,3146.203362,3651.136793,3621.937891,3368.223538,3933.157405
197,Y198,3404.663765848837,5591.015399,5669.595406,5210.244001,5549.271176,6617.037136
198,Y199,5064.946618690425,6788.636088,7279.984539,7890.479246,7545.409078,7189.111441
199,Y200,4646.232732,4656.435366,4996.664237,5254.701386,4349.853174,4644.38204
200,Y201,2973.4839877401078,5186.954931,5622.398247,5937.885274,5429.900899,6049.643963
201,Y202,6982.738694715976,7870.037679,8031.785753,7371.60647,7719.661266,9367.711619
202,Y203,3997.4170848184685,5712.542173,5602.899308,5515.892431,4119.676746,2113.037555
203,Y204,10739.48841,10759.88746,11598.74803,12473.38657,11649.21809,11325.03038
204,Y205,2749.986333903047,3831.501391,3656.672853,3285.049435,3157.789943,3342.886049
205,Y206,3596.273148582809,4939.193052,5412.870462,5992.07452,5777.739651,5610.850081
206,Y207,3362.431113,3587.468162,3769.743371,4510.698438,4331.979117,3667.699701
207,Y208,7453.012811165236,8867.166775,9676.244219,10521.69596,10230.50619,9849.003689
208,Y209,6541.166598475227,7233.282056,7900.437634,8785.425199,8287.475492,7919.35649
209,Y210,2032.4894726809373,3110.25013,3480.462341,3389.678247,3225.538433,3682.540446
210,Y211,4358.989730948479,5073.355292,5513.307113,6107.600017,5924.559244,5793.022381
211,Y212,3334.9429700909186,4655.02717,4978.669373,5236.512381,4346.164253,4621.322565
212,Y213,4252.876833906077,6152.612188,6060.411519,7858.525125,7366.140737,7918.528015
213,Y214,3107.354887,3208.201273,3667.513438,3566.537715,3654.125362,4187.689822
214,Y215,7595.336844,8731.935646,10137.63076,11157.12918,9592.277436,9907.480353
215,Y216,3561.4827273251713,4645.572968,4791.061177,6278.449366,5656.68886,5532.278931
216,Y217,3260.612583,3447.252953,3620.731479,3770.624561,3611.702789,4101.938742
217,Y218,9742.332936091649,11094.77414,13838.6429,15021.87879,20601.38289,16352.09276
218,Y219,-369.9350541339162,1446.023631,1529.614226,1630.564394,1548.444454,1486.334579
219,Y220,6308.75890445786,7935.198045,7732.579532,7903.275413,7708.033286,7525.364628
220,Y221,9726.154595683982,10953.04169,11354.47859,12782.81147,11601.75117,12470.00219
221,Y222,-337.7745747910319,1548.692111,1709.789955,1349.190232,1010.650417,1080.900065
222,Y223,9553.68231,9022.646895,9264.474532,8736.250524,9846.909114,11768.88419
223,Y224,6600.543633,6639.771107,7243.43813,7706.974397,7130.640965,7810.001465
224,Y225,7898.853497177376,9693.305749,11007.44152,10495.22075,9112.949958,10598.13302
225,Y226,429.8645778764999,1120.894714,1189.87173,1317.845403,1243.714325,1187.378376
226,Y227,8349.005174058575,9388.479829,10247.63695,10972.97902,10525.20201,10253.84079
227,Y228,4335.02557113165,4857.597704,4736.919247,4245.030206,4110.180089,4379.536408
228,Y229,4508.984408,5307.391015,5841.294051,6409.482324,6168.959689,6455.477083
229,Y230,3877.730044998595,5562.375656,6285.754485,6673.103287,6352.597385,7091.69138
230,Y231,-811.9171679857371,1110.650599,1239.774871,1334.396288,1225.213259,1165.252741
231,Y232,5185.141738,5254.596139,5961.162145,7122.222114,6317.930955,6447.656636
232,Y233,5076.137433796771,6054.276656,6095.322622,6173.163665,6475.905653,6594.858261
233,Y234,8667.19179704051,9789.343234,10725.93292,11440.98274,10721.52085,10292.02591
234,Y235,6351.030088083675,7037.794176,7467.027359,8038.989005,7383.282636,7480.8715
235,Y236,6312.129238771232,7275.629902,8056.045084,9026.451572,9109.065358,9338.107
236,Y237,7444.195082,7997.536829,8297.845377,8381.884111,6966.549008,7534.708907
237,Y238,4220.852821,4588.360281,4547.60289,4102.551952,4161.342314,4086.828335
238,Y239,245.56163151171603,3444.626148,3837.222101,3797.205743,3691.006804,4193.447921
239,Y240,909.7397570156836,3941.402464,3956.043499,3895.053002,3884.647401,4108.685528
240,Y241,7681.243535,8345.043624,9309.739029,9836.44313,10478.77204,10521.26914
241,Y242,2685.030019,2429.124159,2296.196476,2811.522623,2671.010931,2740.010632
242,Y243,3879.93858,3844.005127,3921.692682,3958.196567,3963.306881,3981.173547
243,Y244,16169.058091438306,20723.06376,21973.28344,22728.71332,22382.80085,22813.05409
244,Y245,12648.42333155254,16751.05152,18092.35622,18951.53079,17625.05329,17966.28678
245,Y246,5886.008211012833,10825.91105,11314.13205,12558.12662,14207.86018,15334.8666
246,Y247,8965.68024,9944.798435,10612.46908,11473.68364,12408.20731,13073.8952
247,Y248,6495.341144,7764.505089,9613.748704,10259.05241,11148.79007,12529.04638
248,Y249,14916.205575028935,20847.78736,24258.37192,27332.46717,25738.23934,25826.64845
249,Y250,-10.279787841178859,4775.844089,5281.884471,5045.410704,5590.669158,5715.989499
250,Y251,-842.3542695726936,3847.723733,4181.866277,4772.743568,5160.163814,5533.842651
251,Y252,9925.270757437174,13314.5,13961.9,14219.2,13863.6,14447.1
252,Y253,12067.35572,12507.09676,13800.07498,13803.89804,13725.2811,14030.16329
253,Y254,10159.19977,10071.34009,10044.62005,10026.53096,10034.37894,10028.86353
254,Y255,5622.154518856753,9552.066126,9553.948507,9581.283148,9561.213235,9565.627202
255,Y256,7073.129606546976,10047.49108,10134.58539,9982.780149,9584.036807,9388.523407
256,Y257,5364.763508292479,8014.640567,8290.053603,8002.028884,9426.435407,9191.489362
257,Y258,4611.902968,4856.267325,5030.844003,4978.898916,4546.333648,4586.649122
258,Y259,5362.008549274684,7432.303928,7790.824214,8087.780703,7976.793964,8324.386559
259,Y260,7504.394186559473,9806.151048,10493.55969,10856.78851,9279.921745,9675.351366
260,Y261,1380.8257289680512,3737.982782,3788.443127,3774.921194,3624.747232,3710.355928
261,Y262,2009.542884,2139.139857,2101.657531,2085.482004,2266.139576,2410.547437
262,Y263,7589.231549793621,8675.513546,9311.096432,9745.00615,9864.717821,10502.94265
263,Y264,3095.433330160524,3361.581957,3551.98873,3554.772284,3173.430786,3298.884535
264,Y265,4262.671918562618,4470.175067,4392.348204,4333.963441,4210.829649,4151.743822
265,Y266,1046.2564177790493,1135.143383,1124.243168,1201.192734,1258.487062,1271.46968
266,Y267,2950.573038758387,3439.779675,3613.058233,3699.27405,3553.521133,3579.585202
267,Y268,1808.3773201049398,2411.313932,2507.484327,2564.386069,2524.036201,2603.456006
268,Y269,11806.10478,12534.55251,13380.0676,13844.66846,13697.41203,13947.38264
269,Y270,7175.019069,7366.555264,7486.515473,7223.014069,7000.228678,7025.809122
270,Y271,2906.9597720558386,2881.097137,3158.27201,3424.885646,3287.753479,3522.954407
271,Y272,2031.379968,2071.961614,2149.383054,2219.836516,2145.986953,2185.039245
272,Y273,9857.687701966011,10937.16811,11434.19421,11692.39513,11150.61572,11956.05057
273,Y274,4349.372488017856,4752.189256,4635.113961,4941.169267,4670.587934,4810.407015
274,Y275,9809.731549,9997.643516,10227.26644,10740.47492,11100.01876,11452.3877
275,Y276,13249.96678,14064.44995,15003.52038,15781.90351,16088.95789,16705.1708
276,Y277,6721.275337965443,7576.283571,8119.498046,8608.188922,8398.247721,8594.189588
277,Y278,1832.723858,1935.51514,2004.913259,2053.508424,2214.193681,2288.22226
278,Y279,1504.9823816963858,2432.805161,2620.533427,2714.052186,2454.469525,2490.286703
279,Y280,9147.033175264229,9477.723062,9968.485452,10168.48917,9508.414015,9070.606092
280,Y281,4828.065757,5197.817222,5672.721205,6037.349397,5865.099498,5910.419778
281,Y282,3725.991953,3740.41337,3836.713549,3891.346821,3869.498224,3834.213778
282,Y283,2034.7357369117613,2178.426177,2306.972084,2381.368816,2264.82804,2336.291795
283,Y284,428.3911447065245,960.0369341,997.1546021,993.7908356,959.1970208,991.5121795
284,Y285,2605.365767,2543.95223,2471.365712,2417.77723,2354.020508,2301.458063
285,Y286,2171.0167509852836,2399.197004,2752.658921,3336.411931,3193.936167,3181.626417
286,Y287,6969.521088878227,7994.455125,8942.075646,8940.371751,10181.21511,10493.56133
287,Y288,4938.805347,5397.972202,5902.053388,6606.319782,6789.507472,6616.631137
288,Y289,8106.2397393820065,8765.366731,8840.313883,9112.645066,8965.5128,9296.884061
289,Y290,8903.995493,9503.388242,10164.05704,10779.62124,10399.02599,10588.96143
290,Y291,2047.2369013820899,3737.982782,3788.572327,3775.049118,3625.285317,3711.040315
291,Y292,10064.734803803867,11490.12961,11976.83832,12426.65368,11832.70017,12526.5642
292,Y293,4335.119467,4855.382711,5511.360984,6013.450555,6519.134412,7129.739238
293,Y294,1946.793806572605,3183.086709,3239.970616,3217.247621,3101.211345,3129.929977
294,Y295,7034.870942159834,7812.104673,8030.920853,8170.242791,8646.310287,7992.914468
295,Y296,3290.1430896646234,4210.807704,4242.515746,4467.636024,4349.551175,4469.070904
296,Y297,-83.9065096589863,1160.69523,1203.75258,1168.77791,1160.937103,1246.295644
297,Y298,10482.19905,10937.16811,11434.73033,11694.55608,11153.63567,11961.50452
298,Y299,9658.513353,9861.76413,10631.82444,10923.00027,10692.32535,10644.82946
299,Y300,7583.917986374007,7280.428155,7592.835705,7674.836811,7578.208304,8065.569861
300,Y301,9531.947552,10030.23211,10370.37604,10288.95934,9738.532074,10439.90933
301,Y302,8709.783638,9087.89263,9737.283411,10604.88009,10804.64253,11717.6287
302,Y303,705.5324453362992,1120.752944,1406.105623,1438.978732,1403.661891,1518.037707
303,Y304,4378.675970128479,4700.335037,5167.637161,5130.697943,4942.321825,4600.545736
304,Y305,1888.6749913634746,1737.420268,1812.903009,1945.605409,1992.671445,2086.302892
305,Y306,7796.051749092899,7862.881884,8354.923487,8598.464452,8672.534261,8903.980164
306,Y307,4076.759250031218,3433.69838,3601.910932,3777.748911,3748.889374,3655.214862
307,Y308,2506.84707,2527.094691,2556.022357,2674.304507,2553.396162,2414.892687
308,Y309,3871.094052984884,4046.537028,4314.814753,4479.656489,4460.774087,4508.012723
309,Y310,4240.202559,4521.577338,4821.782237,6279.717252,5166.396027,5200.912205
310,Y311,4527.878121652939,4657.592238,4730.865933,4789.607029,4886.774039,4823.555812
311,Y312,2258.1325320234305,1619.165629,1643.459252,1783.092602,1575.501203,1524.614865
312,Y313,2914.8416016459523,2247.862517,2400.339417,2611.144818,2677.913003,2708.401617
313,Y314,1702.835004,1735.026863,1813.798636,1950.674554,1999.419777,2094.694429
314,Y315,2116.825074,2118.221226,2113.675806,2146.261642,2164.983667,2078.878709
315,Y316,1772.571511,1728.80249,1709.281392,1740.712883,1751.098917,1688.363357
316,Y317,8695.137324,9442.051305,10280.75781,10452.21784,10966.0056,13196.18097
317,Y318,2780.177172966416,2823.541959,2869.198007,2952.789113,2814.343574,2883.92646
318,Y319,5050.029729711768,4661.740326,5776.4414,6419.680584,6660.142609,6574.10444
319,Y320,4394.502115403115,4190.232825,4277.348287,4405.472088,4451.77245,4539.501351
320,Y321,10224.00709125869,10330.29017,11053.99626,11534.09631,11640.30942,12355.77033
321,Y322,5234.117154,5269.281902,5169.562575,5093.622167,4940.797962,4862.36832
322,Y323,1654.8639656315383,1786.694364,1850.681359,1849.85992,1688.251972,1683.091163
323,Y324,1811.823886345227,1581.666212,1575.744025,1599.143763,1648.004179,1725.086337
324,Y325,1542.5069094175833,1471.812004,1527.87131,1484.995672,1476.103884,1585.04358
325,Y326,812.5887170135304,1145.187112,1211.504723,1290.600431,1375.297617,1438.587521
326,Y327,6302.47508,6777.102542,7448.142851,7924.62989,7655.489089,7937.875638
327,Y328,4054.956425,4434.26938,4827.42839,4770.974382,4752.080101,5939.831551
328,Y329,9596.938854692653,9891.002556,10474.823,10941.34731,11147.76359,11430.53273
329,Y330,6245.152227,6568.419001,7136.692724,7626.629102,8007.981911,8473.843021
330,Y331,12426.53936,12946.48895,13513.50064,13793.82013,13131.34862,14056.60908
331,Y332,5025.278957127064,7016.718075,7536.643243,8171.335786,8090.908224,8675.341591
