src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
orbitz,AA-643-MIA-ORD,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
panynj,AA-643-MIA-ORD,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
quicktrip,AA-643-MIA-ORD,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
wunderground,AA-643-MIA-ORD,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
aa,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
airtravelcenter,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
allegiantair,AA-616-DFW-DTW,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
boston,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
businesstravellogue,AA-616-DFW-DTW,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
flightaware,AA-616-DFW-DTW,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
flightexplorer,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
flights,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
flightstats,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
flightview,AA-616-DFW-DTW,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
flylouisville,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
flytecomm,AA-616-DFW-DTW,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
foxbusiness,AA-616-DFW-DTW,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
gofox,AA-616-DFW-DTW,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
helloflight,AA-616-DFW-DTW,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
mia,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
myrateplan,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
mytripandmore,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
orbitz,AA-643-MIA-ORD,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
panynj,AA-643-MIA-ORD,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
quicktrip,AA-643-MIA-ORD,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
travelocity,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
weather,AA-643-MIA-ORD,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
world-flight-tracker,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
wunderground,AA-643-MIA-ORD,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
aa,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
airtravelcenter,AA-643-MIA-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
allegiantair,AA-643-MIA-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
boston,AA-643-MIA-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
businesstravellogue,AA-643-MIA-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flightarrival,AA-643-MIA-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flightaware,AA-643-MIA-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flightexplorer,AA-643-MIA-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flights,AA-643-MIA-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flightstats,AA-616-DFW-DTW,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flightview,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flylouisville,AA-616-DFW-DTW,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flytecomm,AA-616-DFW-DTW,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
foxbusiness,AA-616-DFW-DTW,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
gofox,AA-616-DFW-DTW,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
helloflight,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
mco,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
myrateplan,AA-616-DFW-DTW,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
mytripandmore,AA-616-DFW-DTW,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
orbitz,AA-616-DFW-DTW,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
ord,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
panynj,AA-616-DFW-DTW,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
quicktrip,AA-616-DFW-DTW,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
travelocity,AA-616-DFW-DTW,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
usatoday,AA-616-DFW-DTW,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
weather,AA-616-DFW-DTW,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
world-flight-tracker,AA-616-DFW-DTW,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
wunderground,AA-616-DFW-DTW,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
aa,AA-59-JFK-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
airtravelcenter,AA-59-JFK-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
allegiantair,AA-59-JFK-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
boston,AA-59-JFK-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
businesstravellogue,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
dfw,AA-59-JFK-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flightarrival,AA-59-JFK-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flightaware,AA-59-JFK-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flightexplorer,AA-59-JFK-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flights,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flightstats,AA-59-JFK-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flightview,AA-59-JFK-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flylouisville,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flytecomm,AA-59-JFK-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
foxbusiness,AA-59-JFK-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
gofox,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
helloflight,AA-59-JFK-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
myrateplan,AA-59-JFK-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
orbitz,AA-59-JFK-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
panynj,AA-59-JFK-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
quicktrip,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
travelocity,AA-59-JFK-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
weather,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
world-flight-tracker,AA-59-JFK-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
wunderground,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
aa,AA-616-DFW-DTW,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
airtravelcenter,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
allegiantair,AA-616-DFW-DTW,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
boston,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
businesstravellogue,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flightaware,AA-616-DFW-DTW,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flightexplorer,AA-616-DFW-DTW,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flights,AA-616-DFW-DTW,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flightstats,AA-616-DFW-DTW,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flightview,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flightwise,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flylouisville,AA-616-DFW-DTW,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flytecomm,AA-616-DFW-DTW,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
foxbusiness,AA-616-DFW-DTW,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
gofox,AA-616-DFW-DTW,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
helloflight,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
ifly,AA-616-DFW-DTW,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
mco,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
myrateplan,AA-616-DFW-DTW,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
orbitz,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
panynj,AA-616-DFW-DTW,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
quicktrip,AA-643-MIA-ORD,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
travelocity,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
weather,AA-643-MIA-ORD,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
world-flight-tracker,AA-643-MIA-ORD,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
wunderground,AA-643-MIA-ORD,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
aa,AA-643-MIA-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
airtravelcenter,AA-643-MIA-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
allegiantair,AA-643-MIA-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
boston,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
businesstravellogue,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
flightexplorer,AA-643-MIA-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
flights,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
flightstats,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
flightview,AA-643-MIA-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
flylouisville,AA-643-MIA-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
flytecomm,AA-643-MIA-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
foxbusiness,AA-643-MIA-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
gofox,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
helloflight,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
myrateplan,AA-643-MIA-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
orbitz,AA-643-MIA-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
ord,AA-643-MIA-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
panynj,AA-643-MIA-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
quicktrip,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
travelocity,AA-643-MIA-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
usatoday,AA-643-MIA-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
weather,AA-643-MIA-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
world-flight-tracker,AA-643-MIA-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
aa,AA-643-MIA-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
airtravelcenter,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
allegiantair,AA-643-MIA-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
boston,AA-643-MIA-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
businesstravellogue,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
flightarrival,AA-643-MIA-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
flightexplorer,AA-643-MIA-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
flights,AA-643-MIA-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
flightview,AA-643-MIA-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
flylouisville,AA-643-MIA-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
flytecomm,AA-643-MIA-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
foxbusiness,AA-643-MIA-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
gofox,AA-643-MIA-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
helloflight,AA-643-MIA-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
myrateplan,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
mytripandmore,AA-643-MIA-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
orbitz,AA-643-MIA-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
ord,AA-643-MIA-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
panynj,AA-643-MIA-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
travelocity,AA-643-MIA-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
usatoday,AA-643-MIA-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
weather,AA-643-MIA-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
aa,AA-616-DFW-DTW,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
airtravelcenter,AA-616-DFW-DTW,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
allegiantair,AA-616-DFW-DTW,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
boston,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
businesstravellogue,AA-616-DFW-DTW,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
flightarrival,AA-616-DFW-DTW,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
flightaware,AA-616-DFW-DTW,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
flightexplorer,AA-616-DFW-DTW,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
flights,AA-616-DFW-DTW,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
flightstats,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
flightview,AA-616-DFW-DTW,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
flightwise,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
flylouisville,AA-616-DFW-DTW,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
flytecomm,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
foxbusiness,AA-616-DFW-DTW,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
gofox,AA-616-DFW-DTW,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
helloflight,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
mco,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
myrateplan,AA-616-DFW-DTW,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
mytripandmore,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
orbitz,AA-616-DFW-DTW,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
panynj,AA-616-DFW-DTW,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
quicktrip,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
travelocity,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
usatoday,AA-616-DFW-DTW,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
weather,AA-616-DFW-DTW,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
world-flight-tracker,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
wunderground,AA-616-DFW-DTW,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
aa,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
airtravelcenter,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
allegiantair,AA-59-JFK-SFO,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
boston,AA-59-JFK-SFO,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
businesstravellogue,AA-59-JFK-SFO,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
flightarrival,AA-59-JFK-SFO,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
flightaware,AA-59-JFK-SFO,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
flightexplorer,AA-59-JFK-SFO,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
flights,AA-59-JFK-SFO,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
flightstats,AA-59-JFK-SFO,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
flightview,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
flylouisville,AA-59-JFK-SFO,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
flytecomm,AA-59-JFK-SFO,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
foxbusiness,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
gofox,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
helloflight,AA-59-JFK-SFO,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
myrateplan,AA-59-JFK-SFO,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
mytripandmore,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
orbitz,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
panynj,AA-59-JFK-SFO,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
quicktrip,AA-59-JFK-SFO,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
travelocity,AA-616-DFW-DTW,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
usatoday,AA-616-DFW-DTW,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
weather,AA-616-DFW-DTW,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
world-flight-tracker,AA-616-DFW-DTW,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
wunderground,AA-616-DFW-DTW,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
aa,AA-616-DFW-DTW,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
airtravelcenter,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
allegiantair,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
boston,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
businesstravellogue,AA-616-DFW-DTW,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
flightaware,AA-616-DFW-DTW,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
flightexplorer,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
flights,AA-616-DFW-DTW,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
flightstats,AA-616-DFW-DTW,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
flightview,AA-616-DFW-DTW,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
flylouisville,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
flytecomm,AA-616-DFW-DTW,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
foxbusiness,AA-616-DFW-DTW,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
gofox,AA-616-DFW-DTW,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
helloflight,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
ifly,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
myrateplan,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
mytripandmore,AA-643-MIA-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
orbitz,AA-643-MIA-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
ord,AA-643-MIA-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
panynj,AA-643-MIA-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
quicktrip,AA-643-MIA-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
travelocity,AA-643-MIA-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
usatoday,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
weather,AA-643-MIA-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
world-flight-tracker,AA-643-MIA-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
wunderground,AA-643-MIA-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
aa,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
airtravelcenter,AA-616-DFW-DTW,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
allegiantair,AA-616-DFW-DTW,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
boston,AA-616-DFW-DTW,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
