File Name,MSE,MAE,PG(MSE),PG(MAE),,,,,,,,,
dirty-mean-80.csv,362.6899744,14.89486537,0.6078438,0.240638765,,,,,,,,,
dirty-mean-85.csv,396.3462524,15.54987418,0.757045713,0.295196447,,,,,,,,,
dirty-mean-90.csv,327.0434011,14.61007791,0.449818694,0.216917949,,,,,,,,,
dirty-mean-95.csv,337.285138,14.87975877,0.495221419,0.239380491,,,,,,,,,
dirty-median-5.csv,351.6574167,15.65978836,0.558935281,0.304351535,,,,,,,,,
dirty-median-10.csv,199.2645743,11.04275606,0,0,,,,,,,,,
dirty-median-15.csv,229.5361668,11.94005484,0.0175586,0,,,,,,,,,
dirty-median-20.csv,342.0558431,15.13835132,0.516370469,0.260919453,,,,,,,,,
dirty-median-25.csv,358.3168456,15.52513435,0.588457248,0.293135791,,,,,,,,,
dirty-median-30.csv,251.9276098,12.39903081,0.116822284,0.032753093,,,,,,,,,
dirty-median-35.csv,263.4257452,12.70197399,0.167794759,0.057986154,,,,,,,,,
dirty-median-40.csv,537.0668234,19.34754265,1.380875192,0.611515837,,,,,,,,,
dirty-median-45.csv,254.1357125,12.36966143,0.126611041,0.030306828,,,,,,,,,
dirty-median-50.csv,255.5830995,12.48306346,0.133027464,0.039752428,,,,,,,,,
dirty-median-55.csv,222.799411,11.93446294,0,0,,,,,,,,,
dirty-median-60.csv,520.8330251,18.35840667,1.308909012,0.529127684,,,,,,,,,
dirty-median-65.csv,357.6861507,14.67092031,0.58566131,0.221985698,,,,,,,,,
dirty-median-70.csv,608.4539601,20.03701818,1.697342073,0.668944356,,,,,,,,,
dirty-median-75.csv,734.0581759,22.50269822,2.254159118,0.874318367,,,,,,,,,
dirty-median-80.csv,404.4793885,15.65285878,0.793100783,0.303774349,,,,,,,,,
dirty-median-85.csv,519.11766,17.74021461,1.301304613,0.477636582,,,,,,,,,
dirty-median-90.csv,396.475999,15.57865845,0.757620894,0.297593977,,,,,,,,,
dirty-median-95.csv,481.2080341,17.05419776,1.13324715,0.420496146,,,,,,,,,
dirty-mode-5.csv,569.4726698,21.21423134,1.524533806,0.766998031,,,,,,,,,
dirty-mode-10.csv,273.3070376,13.33501754,0.211599594,0.110714282,,,,,,,,,
dirty-mode-15.csv,459.4350203,18.39343922,1.03672503,0.532045652,,,,,,,,,
dirty-mode-20.csv,253.2705466,12.56986461,0.122775668,0.046982361,,,,,,,,,
dirty-mode-25.csv,379.8888347,16.06988643,0.684088204,0.338509854,,,,,,,,,
dirty-mode-30.csv,473.1668996,18.0555318,1.097599933,0.503900312,,,,,,,,,
dirty-mode-35.csv,194.4867962,10.91170577,0,0,,,,,,,,,
dirty-mode-40.csv,584.4863857,20.54454572,1.591091229,0.711217873,,,,,,,,,
dirty-mode-45.csv,335.639818,14.3018624,0.487927538,0.191245739,,,,,,,,,
dirty-mode-50.csv,473.4988363,17.51285672,1.099071444,0.45869925,,,,,,,,,
dirty-mode-55.csv,386.8636168,15.47366081,0.715008166,0.288848403,,,,,,,,,
dirty-mode-60.csv,888.4913533,25.80048202,2.938778061,1.149000838,,,,,,,,,
dirty-mode-65.csv,978.9448266,27.12704825,3.33976807,1.259494585,,,,,,,,,
dirty-mode-70.csv,1063.182631,28.59698591,3.713203346,1.381930177,,,,,,,,,
dirty-mode-75.csv,2502.486821,47.31700122,10.09379416,2.941177347,,,,,,,,,
dirty-mode-80.csv,740.5498581,22.23037114,2.282937446,0.851635415,,,,,,,,,
dirty-mode-85.csv,773.8728467,22.49273479,2.430661851,0.873488483,,,,,,,,,
dirty-mode-90.csv,323.9318309,14.57955344,0.436024767,0.214375473,,,,,,,,,
dirty-mode-95.csv,952.3616405,25.81065384,3.221921937,1.14984808,,,,,,,,,
dirty-knn-5.csv,229.372015,12.13164379,0.016830898,0.010481613,,,,,,,,,
dirty-knn-10.csv,268.3237649,13.36620199,0.189508209,0.113311731,,,,,,,,,
dirty-knn-15.csv,178.5535744,10.45878026,0,0,,,,,,,,,
dirty-knn-20.csv,335.3473683,15.36094883,0.486631076,0.279460279,,,,,,,,,
dirty-knn-25.csv,334.528047,15.28933123,0.482998937,0.27349503,,,,,,,,,
dirty-knn-30.csv,283.5132402,13.80711534,0.256844792,0.150036748,,,,,,,,,
dirty-knn-35.csv,217.6287121,11.75024257,0,0,,,,,,,,,
dirty-knn-40.csv,268.9024794,13.34732209,0.192073713,0.111739166,,,,,,,,,
dirty-knn-45.csv,268.1324241,13.27852175,0.188659975,0.106008575,,,,,,,,,
dirty-knn-50.csv,189.7152267,10.81938324,0,0,,,,,,,,,
dirty-knn-55.csv,235.9273777,12.28839748,0.045891528,0.023538105,,,,,,,,,
dirty-knn-60.csv,339.0150477,15.45558671,0.502890295,0.287342956,,,,,,,,,
dirty-knn-65.csv,266.7082424,13.23746993,0.182346423,0.102589244,,,,,,,,,
dirty-knn-70.csv,203.8444631,11.26293883,0,0,,,,,,,,,
dirty-knn-75.csv,215.3360527,11.66460027,0,0,,,,,,,,,
dirty-knn-80.csv,211.8783676,11.51662773,0,0,,,,,,,,,
dirty-knn-85.csv,203.6768704,11.24724719,0,0,,,,,,,,,
dirty-knn-90.csv,243.5505509,12.50392397,0.079685877,0.041489964,,,,,,,,,
dirty-knn-95.csv,212.3549896,11.51492112,0,0,,,,,,,,,
dirty-hdi-5.csv,308.6710106,14.55618461,0.368371904,0.212429012,,,,,,,,,
dirty-hdi-10.csv,267.1556888,13.29008581,0.184330002,0.106971781,,,,,,,,,
dirty-hdi-15.csv,290.7470372,14.02464927,0.288912995,0.168155812,,,,,,,,,
dirty-hdi-20.csv,186.2885695,10.71012959,0,0,,,,,,,,,
dirty-hdi-25.csv,259.3940301,13.01823672,0.149921731,0.084328642,,,,,,,,,
dirty-hdi-30.csv,250.8835861,12.81945426,0.112194014,0.067771444,,,,,,,,,
dirty-hdi-35.csv,235.1070372,12.26528419,0.04225487,0.021612929,,,,,,,,,
dirty-hdi-40.csv,263.3593401,13.15487665,0.167500378,0.095709798,,,,,,,,,
dirty-hdi-45.csv,191.1191927,10.82725263,0,0,,,,,,,,,
dirty-hdi-50.csv,301.0449358,14.34923,0.334564691,0.195191131,,,,,,,,,
dirty-hdi-55.csv,180.5834996,10.48018763,0,0,,,,,,,,,
dirty-hdi-60.csv,490.5129352,19.38011534,1.174496781,0.614228915,,,,,,,,,
dirty-hdi-65.csv,276.8357598,13.58949526,0.227242801,0.131910507,,,,,,,,,
dirty-hdi-70.csv,203.0613757,11.20345817,0,0,,,,,,,,,
dirty-hdi-75.csv,378.519284,16.59771056,0.678016838,0.382473935,,,,,,,,,
dirty-hdi-80.csv,273.9627514,13.5019457,0.214506444,0.124618238,,,,,,,,,
dirty-hdi-85.csv,181.9121632,10.56760586,0,0,,,,,,,,,
dirty-hdi-90.csv,217.438163,11.66340824,0,0,,,,,,,,,
dirty-hdi-95.csv,246.7880018,12.52910238,0.094037847,0.043587151,,,,,,,,,
dirty-mice-5.csv,369.6771354,16.31450264,0.638818639,0.358884684,,,,,,,,,
dirty-mice-10.csv,278.467831,13.69352356,0.234477949,0.140575342,,,,,,,,,
dirty-mice-15.csv,185.7693747,10.68890326,0,0,,,,,,,,,
dirty-mice-20.csv,239.3661172,12.44790175,0.061135831,0.036823703,,,,,,,,,
dirty-mice-25.csv,388.4044283,16.81592912,0.72183875,0.400650025,,,,,,,,,
dirty-mice-30.csv,258.9030153,13.07981669,0.147745009,0.089457825,,,,,,,,,
dirty-mice-35.csv,268.3460569,13.34996603,0.189607032,0.111959388,,,,,,,,,
dirty-mice-40.csv,217.610675,11.74083568,0,0,,,,,,,,,
dirty-mice-45.csv,346.9649228,15.67980234,0.538132949,0.306018559,,,,,,,,,
dirty-mice-50.csv,264.5188188,13.23903035,0.172640472,0.102719216,,,,,,,,,
dirty-mice-55.csv,235.7527525,12.30300709,0.045117396,0.024754984,,,,,,,,,
dirty-mice-60.csv,296.0429204,14.21797385,0.312390217,0.184258406,,,,,,,,,
dirty-mice-65.csv,206.7592812,11.40046932,0,0,,,,,,,,,
dirty-mice-70.csv,295.9205358,14.17372126,0.311847673,0.180572473,,,,,,,,,
dirty-mice-75.csv,201.4696549,11.1928897,0,0,,,,,,,,,
dirty-mice-80.csv,171.1292792,10.19511055,0,0,,,,,,,,,
dirty-mice-85.csv,304.4342114,14.42634527,0.349589716,0.201614297,,,,,,,,,
dirty-mice-90.csv,170.8438797,10.22075382,0,0,,,,,,,,,
dirty-mice-95.csv,233.6201804,12.28602569,0.035663474,0.023340552,,,,,,,,,
dirty-iim-5.csv,229.5640358,12.12334492,0.017682147,0.009790374,,,,,,,,,
dirty-iim-10.csv,318.3855149,14.87495968,0.41143735,0.23898076,,,,,,,,,
dirty-iim-15.csv,226.9479304,12.04653076,0.006084669,0.003392289,,,,,,,,,
dirty-iim-20.csv,263.8429021,13.16522996,0.169644061,0.096572157,,,,,,,,,
dirty-iim-25.csv,236.0894906,12.33731446,0.046610192,0.02761255,,,,,,,,,
dirty-iim-30.csv,285.3660985,13.87426496,0.265058713,0.155629845,,,,,,,,,
dirty-iim-35.csv,210.7492994,11.48531568,0,0,,,,,,,,,
dirty-iim-40.csv,286.6582434,13.89202784,0.270786931,0.157109369,,,,,,,,,
dirty-iim-45.csv,300.7761189,14.31565394,0.333372997,0.192394479,,,,,,,,,
dirty-iim-50.csv,212.4046432,11.53860128,0,0,,,,,,,,,
dirty-iim-55.csv,215.4473392,11.62535041,0,0,,,,,,,,,
dirty-iim-60.csv,339.6460255,15.5218887,0.505687488,0.292865451,,,,,,,,,
dirty-iim-65.csv,288.673083,13.94373832,0.279718932,0.161416493,,,,,,,,,
dirty-iim-70.csv,190.6712554,10.83348699,0,0,,,,,,,,,
dirty-iim-75.csv,288.6250941,14.01371988,0.279506193,0.16724547,,,,,,,,,
dirty-iim-80.csv,179.5902656,10.44363427,0,0,,,,,,,,,
dirty-iim-85.csv,210.5662928,11.4793246,0,0,,,,,,,,,
dirty-iim-90.csv,243.5871868,12.51901916,0.079848289,0.042747288,,,,,,,,,
dirty-iim-95.csv,358.6969657,15.96755498,0.590142362,0.329986355,,,,,,,,,
dirty-si-5.csv,370.1529421,16.25148927,0.640927941,0.353636108,,,,,,,,,
dirty-si-10.csv,148.760609,9.419293767,0,0,,,,,,,,,
dirty-si-15.csv,198.2631613,10.97285538,0,0,,,,,,,,,
dirty-si-20.csv,293.0216233,13.78855604,0.298996481,0.148490888,,,,,,,,,
dirty-si-25.csv,6049.643484,74.8313197,25.81872248,5.232928851,,,,,,,,,
dirty-si-30.csv,16465.51313,127.1830322,71.99339674,9.593462653,,,,,,,,,
dirty-si-35.csv,20827.01585,143.296775,91.32840903,10.93562544,,,,,,,,,
dirty-si-40.csv,26718.18623,162.5106061,117.4446031,12.53600404,,,,,,,,,
dirty-si-45.csv,19799.87346,139.4609859,86.77497598,10.61613087,,,,,,,,,
dirty-si-50.csv,40968.98066,201.6550206,180.6199129,15.79646171,,,,,,,,,
dirty-si-55.csv,50560.08057,224.0466556,223.1382939,17.66152928,,,,,,,,,
dirty-si-60.csv,50995.3205,225.1307762,225.0677595,17.75182899,,,,,,,,,
dirty-si-65.csv,61094.89353,246.4797133,269.8402567,19.53004708,,,,,,,,,
dirty-si-70.csv,94061.55157,306.2435637,415.9850098,24.50796046,,,,,,,,,
dirty-si-75.csv,84149.92264,289.5830906,372.045689,23.12025883,,,,,,,,,
dirty-si-80.csv,72988.27613,269.6281558,322.5649054,21.45815145,,,,,,,,,
dirty-si-85.csv,85049.38314,291.0485273,376.0330945,23.24231953,,,,,,,,,
dirty-si-90.csv,111227.3371,333.0644374,492.0827896,26.74195283,,,,,,,,,
dirty-si-95.csv,133438.734,364.8886226,590.5483095,29.39268628,,,,,,,,,
dirty-mfi-5.csv,933.7747798,27.59830121,3.139524377,1.298746682,,,,,,,,,
dirty-mfi-10.csv,419.7214865,17.0341525,0.860670648,0.418826515,,,,,,,,,
dirty-mfi-15.csv,897.4877653,25.16750404,2.978660126,1.096278172,,,,,,,,,
dirty-mfi-20.csv,573.6146791,19.59374145,1.54289578,0.632022486,,,,,,,,,
dirty-mfi-25.csv,43057.17224,205.8893301,189.8770916,16.14915026,,,,,,,,,
dirty-mfi-30.csv,9006.831978,93.32518006,38.92825823,6.773338886,,,,,,,,,
dirty-mfi-35.csv,17786.2268,132.2257565,77.848263,10.01348654,,,,,,,,,
dirty-mfi-40.csv,426381.6337,651.7139334,1889.1958,53.28324122,,,,,,,,,
dirty-mfi-45.csv,49080.15793,220.7031621,216.5776371,17.38303951,,,,,,,,,
dirty-mfi-50.csv,36961.60376,191.4733686,162.8547786,14.94840086,,,,,,,,,
dirty-mfi-55.csv,2590456.208,1606.680795,11482.77195,132.8253438,,,,,,,,,
dirty-mfi-60.csv,108228.5046,328.4930129,478.7886416,26.36118494,,,,,,,,,
dirty-mfi-65.csv,353568.5144,594.1559733,1566.407384,48.48906317,,,,,,,,,
dirty-mfi-70.csv,124572.6867,351.9340782,551.2441648,28.31366276,,,,,,,,,
dirty-mfi-75.csv,541.9050401,18.48807492,1.402323528,0.539928148,,,,,,,,,
dirty-mfi-80.csv,75496.67924,274.2322488,333.6849271,21.8416404,,,,,,,,,
dirty-mfi-85.csv,1465926.02,1208.807122,6497.608257,99.68523203,,,,,,,,,
dirty-mfi-90.csv,3760470.437,1938.324145,16669.5713,160.4489299,,,,,,,,,
dirty-mfi-95.csv,8106649.917,2846.14303,35936.654,236.0639336,,,,,,,,,
dirty-missfi-5.csv,235.4446148,12.32992883,0.043751388,0.026997378,,,,,,,,,
dirty-missfi-10.csv,295.2276111,14.21081044,0.308775863,0.183661744,,,,,,,,,
dirty-missfi-15.csv,299.4780012,14.30266122,0.327618301,0.191312276,,,,,,,,,
dirty-missfi-20.csv,186.1345066,10.71853704,0,0,,,,,,,,,
dirty-missfi-25.csv,409.6565022,17.38564897,0.816051487,0.448103728,,,,,,,,,
dirty-missfi-30.csv,213.8297313,11.59645299,0,0,,,,,,,,,
dirty-missfi-35.csv,218.493692,11.75270657,0,0,,,,,,,,,
dirty-missfi-40.csv,182.0642074,10.54981544,0,0,,,,,,,,,
dirty-missfi-45.csv,216.8028357,11.65134147,0,0,,,,,,,,,
dirty-missfi-50.csv,266.493728,13.31920082,0.181395458,0.109396859,,,,,,,,,
dirty-missfi-55.csv,176.3088882,10.34243197,0,0,,,,,,,,,
dirty-missfi-60.csv,287.4399401,13.95188661,0.274252277,0.162095189,,,,,,,,,
dirty-missfi-65.csv,221.0847816,11.80941311,0,0,,,,,,,,,
dirty-missfi-70.csv,183.2080349,10.59228515,0,0,,,,,,,,,
dirty-missfi-75.csv,313.6899814,14.75120265,0.390621543,0.228672659,,,,,,,,,
dirty-missfi-80.csv,297.3837594,14.20264924,0.318334301,0.182981973,,,,,,,,,
dirty-missfi-85.csv,231.9438884,12.1774387,0.02823229,0.01429601,,,,,,,,,
dirty-missfi-90.csv,199.7672395,11.1265256,0,0,,,,,,,,,
dirty-missfi-95.csv,169.5707336,10.08494263,0,0,,,,,,,,,
dirty-xgbi-5.csv,233.2530872,12.25074841,0.03403611,0.0204022,,,,,,,,,
dirty-xgbi-10.csv,326.4469678,15.11464551,0.44717464,0.258944923,,,,,,,,,
dirty-xgbi-15.csv,215.7537244,11.66790231,0,0,,,,,,,,,
dirty-xgbi-20.csv,270.0237039,13.39316868,0.197044222,0.115557868,,,,,,,,,
dirty-xgbi-25.csv,274.0625805,13.51394756,0.214948998,0.12561791,,,,,,,,,
dirty-xgbi-30.csv,269.6293385,13.38946886,0.195295957,0.115249698,,,,,,,,,
dirty-xgbi-35.csv,320.756485,14.90684104,0.421948116,0.241636255,,,,,,,,,
dirty-xgbi-40.csv,221.3322586,11.84912341,0,0,,,,,,,,,
dirty-xgbi-45.csv,205.7559058,11.26341643,0,0,,,,,,,,,
dirty-xgbi-50.csv,247.408593,12.69920298,0.096788995,0.057755349,,,,,,,,,
dirty-xgbi-55.csv,158.484881,9.762612737,0,0,,,,,,,,,
dirty-xgbi-60.csv,341.1791781,15.51282517,0.512484119,0.292110522,,,,,,,,,
dirty-xgbi-65.csv,219.5559787,11.74984713,0,0,,,,,,,,,
dirty-xgbi-70.csv,220.0128028,11.78120447,0,0,,,,,,,,,
dirty-xgbi-75.csv,386.3322727,16.76161815,0.71265266,0.396126298,,,,,,,,,
dirty-xgbi-80.csv,289.656609,13.97799238,0.284079009,0.164269618,,,,,,,,,
dirty-xgbi-85.csv,185.7275561,10.69304464,0,0,,,,,,,,,
dirty-xgbi-90.csv,217.5149141,11.70609864,0,0,,,,,,,,,
dirty-xgbi-95.csv,176.5643703,10.36316029,0,0,,,,,,,,,
dirty-gain-5.csv,2582.485178,47.51421768,10.44843551,2.957604108,,,,,,,,,
dirty-gain-10.csv,3906.883167,60.47855122,16.31963474,4.037442989,,,,,,,,,
dirty-gain-15.csv,1502.753421,34.63250598,5.661868104,1.884647051,,,,,,,,,
dirty-gain-20.csv,8661.297175,91.59951161,37.39646516,6.629602698,,,,,,,,,
dirty-gain-25.csv,7756.480586,85.12407048,33.38531556,6.090243456,,,,,,,,,
dirty-gain-30.csv,25290.05862,158.0414552,111.1135593,12.16375483,,,,,,,,,
dirty-gain-35.csv,26687.34998,162.4850952,117.3079027,12.53387916,,,,,,,,,
dirty-gain-40.csv,32604.93521,179.7051932,143.5411967,13.96819363,,,,,,,,,
dirty-gain-45.csv,24976.99059,156.8897836,109.7256949,12.06782859,,,,,,,,,
dirty-gain-50.csv,49072.7796,220.7379474,216.5449282,17.38593689,,,,,,,,,
dirty-gain-55.csv,65756.7756,255.4757266,290.5068831,20.27935246,,,,,,,,,
dirty-gain-60.csv,65182.25198,254.6600458,287.9599579,20.21141192,,,,,,,,,
dirty-gain-65.csv,85193.0061,291.3149613,376.6697906,23.26451163,,,,,,,,,
dirty-gain-70.csv,120242.884,346.3432698,532.0496823,27.84798728,,,,,,,,,
dirty-gain-75.csv,108800.8749,329.3770081,481.3260207,26.43481559,,,,,,,,,
dirty-gain-80.csv,97946.51565,312.4851955,433.2074749,25.027845,,,,,,,,,
dirty-gain-85.csv,127153.0619,356.141227,562.6832463,28.66408902,,,,,,,,,
dirty-gain-90.csv,145526.5371,381.0422187,644.1348449,30.73816856,,,,,,,,,
dirty-gain-95.csv,174468.0099,417.3327472,772.4355175,33.76091737,,,,,,,,,
dirty-midae-5.csv,159.0553122,9.764436606,0,0,,,,,,,,,
dirty-midae-10.csv,188.5574318,10.74049604,0,0,,,,,,,,,
dirty-midae-15.csv,151.5860573,9.525320935,0,0,,,,,,,,,
dirty-midae-20.csv,288.0505444,13.62066726,0.276959152,0.134506918,,,,,,,,,
dirty-midae-25.csv,475.582486,18.58242,1.108308488,0.547786438,,,,,,,,,
dirty-midae-30.csv,205.1209387,11.11097321,0,0,,,,,,,,,
dirty-midae-35.csv,232.1589254,11.84874103,0.029185572,0,,,,,,,,,
dirty-midae-40.csv,368.0481965,15.15441261,0.631597377,0.262257247,,,,,,,,,
dirty-midae-45.csv,249.5829992,12.26868812,0.106428372,0.021896453,,,,,,,,,
dirty-midae-50.csv,435.8798811,16.75472084,0.932302556,0.3955518,,,,,,,,,
dirty-midae-55.csv,300.6305067,13.49347151,0.332727482,0.123912397,,,,,,,,,
dirty-midae-60.csv,412.005954,15.9076716,0.82646686,0.324998486,,,,,,,,,
dirty-midae-65.csv,337.9115208,14.27256631,0.497998241,0.188805579,,,,,,,,,
dirty-midae-70.csv,299.5928522,13.66858701,0.328127448,0.138498301,,,,,,,,,
dirty-midae-75.csv,727.0159774,22.31793909,2.222940292,0.858929216,,,,,,,,,
dirty-midae-80.csv,362.6899744,14.89486537,0.6078438,0.240638765,,,,,,,,,
dirty-midae-85.csv,396.3462524,15.54987418,0.757045713,0.295196447,,,,,,,,,
dirty-midae-90.csv,327.0434011,14.61007791,0.449818694,0.216917949,,,,,,,,,
dirty-midae-95.csv,337.285138,14.87975877,0.495221419,0.239380491,,,,,,,,,
