date,OT,WEIGHTED_ILI,UNWEIGHTED_ILI,AGE_0_TO_4,AGE_5_TO_24,ILITOTAL,NUM_OF_PROVIDERS
2005/8/30 0:00,514252.5353951253,0.93099,0.864643,572,561,1645,649
2005/9/6 0:00,532066.5862781332,0.857294,0.97032,754,626,2075,635
2005/9/13 0:00,568104.746833111,0.786294,0.84439,514,447,1430,615
2005/9/20 0:00,167770.0,0.719426,0.77487,463,409,1300,610
2005/9/27 0:00,498463.45327869034,0.718868,0.821372,466,390,1271,572
2005/10/4 0:00,510160.68818745896,0.774807,0.872745,437,402,1215,565
2005/10/11 0:00,561664.3864728087,0.76598,0.922635,549,511,1617,577
2005/10/18 0:00,548304.0445406351,0.642809,0.899487,541,440,1553,564
2005/10/25 0:00,519782.89110640984,0.622033,0.843082,502,403,1455,564
2005/11/1 0:00,517511.2817726692,0.616326,0.881824,508,430,1428,551
2005/11/8 0:00,569466.1509446789,0.685694,0.817145,473,435,1373,547
2005/11/15 0:00,589790.1472442579,0.622697,0.8715,510,466,1457,536
2005/11/22 0:00,154071.0,0.611817,0.738621,404,379,1138,503
2005/11/29 0:00,550056.4271512664,0.638831,0.797966,398,457,1224,488
2005/12/6 0:00,531543.9031796864,0.806627,1.01394,492,506,1463,491
2005/12/13 0:00,564056.6533269783,0.762448,0.880936,446,521,1406,487
2005/12/20 0:00,454101.3311102488,0.813406,0.943366,511,534,1487,455
2005/12/27 0:00,546890.7427402209,0.807934,0.891546,476,512,1433,469
2006/1/3 0:00,763843.1371368575,1.15384,1.20322,1434,1699,4513,1323
2006/1/10 0:00,711892.5631606012,1.14819,1.05788,1278,1602,4072,1361
2006/1/17 0:00,633133.803126828,1.22736,1.13054,1543,1830,4737,1425
2006/1/24 0:00,582356.4602931261,1.21744,1.12552,1582,1996,4888,1445
2006/1/31 0:00,589888.8585546099,1.32813,1.20808,1672,2270,5380,1473
2006/2/7 0:00,602068.457504443,1.47754,1.34952,2112,2393,6139,1497
2006/2/14 0:00,614152.616113051,1.5339,1.4689,2355,2681,6668,1474
2006/2/21 0:00,550653.6587163858,1.91269,1.82767,2188,2202,6156,1488
2006/2/28 0:00,671555.4717733494,1.838,1.6656,2573,2792,7530,1486
2006/3/7 0:00,641668.8440841755,1.95376,1.85968,2643,3244,8122,1493
2006/3/14 0:00,612583.9057064035,2.40407,2.38891,3270,4470,10396,1492
2006/3/21 0:00,545549.5547866786,2.87453,2.78978,3387,4065,10192,1435
2006/3/28 0:00,610224.5179864406,3.02597,3.11549,3243,2868,8913,1359
2006/4/4 0:00,564478.000710521,2.37817,2.26942,2927,2481,8386,1490
2006/4/11 0:00,604534.3882235562,2.09232,1.86355,2507,2756,7761,1467
2006/4/18 0:00,603788.8140912898,2.29396,1.99986,2548,3248,7909,1470
2006/4/25 0:00,595380.9707983232,2.74501,2.4406,3410,4684,10888,1495
2006/5/2 0:00,506595.0108667689,3.04434,2.83018,3456,5648,12120,1472
2006/5/9 0:00,485024.05331930687,3.49999,3.12343,3840,6995,14197,1484
2006/5/16 0:00,443034.8904913789,3.57851,3.27019,3879,6668,14031,1461
2006/5/23 0:00,526031.9906470577,3.28979,3.17757,3728,6537,14048,1460
2006/5/30 0:00,530837.9090097327,2.89149,2.72364,3016,5429,11801,1428
2006/6/6 0:00,513393.36060265306,2.62075,2.50201,2798,4937,10715,1408
2006/6/13 0:00,395394.0,2.53387,2.4272,2668,4031,9597,1361
2006/6/20 0:00,540034.3018810331,2.07251,1.96041,2049,3307,7562,1333
2006/6/27 0:00,549026.9828983705,1.87084,1.5914,1664,2508,6148,1303
2006/7/4 0:00,361955.0,1.40042,1.36978,1445,1803,4958,1284
2006/7/11 0:00,357183.0,1.46887,1.36317,1429,1821,4869,1240
2006/7/18 0:00,604818.0451431177,1.15514,1.1737,1257,1523,4179,1206
2006/7/25 0:00,570311.6802801766,1.07901,1.06358,1152,1386,3695,1152
2006/8/1 0:00,548304.3232229563,0.98492,0.969711,969,1143,3077,1119
2006/8/8 0:00,296262.0,1.03325,0.965362,917,1055,2860,1057
2006/8/15 0:00,561681.4050077776,0.926649,0.856749,815,861,2442,1025
2006/8/22 0:00,544302.5896567574,0.9201,0.863346,761,785,2243,925
2006/8/29 0:00,530118.0208292472,0.954094,0.93537,722,652,2058,831
2006/9/5 0:00,543523.9577953002,0.763278,0.745569,628,510,1679,796
2006/9/12 0:00,575349.1838800209,0.81722,0.740428,598,469,1614,771
2006/9/19 0:00,557832.5730063152,0.764586,0.672897,521,441,1456,749
2006/9/26 0:00,218376.0,0.793127,0.666282,514,408,1455,742
2006/10/3 0:00,524407.9801210209,0.66909,0.662747,394,360,1169,711
2006/10/10 0:00,565209.3983258456,0.62115,0.545619,366,372,1086,697
2006/10/17 0:00,547812.8392902244,0.603659,0.586231,446,345,1211,698
2006/10/24 0:00,510919.1693247523,0.649058,0.660687,477,392,1356,691
2006/10/31 0:00,194161.0,0.568338,0.534093,321,311,1037,677
2006/11/7 0:00,554296.4308419403,0.651546,0.585549,389,385,1172,667
2006/11/14 0:00,568913.52825101,0.652176,0.618075,439,411,1283,666
2006/11/21 0:00,548519.7907292901,0.803849,0.687465,495,457,1448,671
2006/11/28 0:00,526943.8001295509,0.787458,0.715696,502,500,1526,652
2006/12/5 0:00,503312.2283332633,0.943263,0.829313,519,545,1554,641
2006/12/12 0:00,211509.0,0.946932,0.800912,496,682,1694,638
2006/12/19 0:00,432282.1988998364,0.987146,0.918484,609,681,1913,632
2006/12/26 0:00,553272.7099797056,1.05206,0.814259,729,788,2228,703
2007/1/2 0:00,795061.2193115563,0.995184,1.07197,2187,1997,5641,1373
2007/1/9 0:00,742567.5454918512,1.22003,1.21786,2387,2433,6444,1429
2007/1/16 0:00,646808.2091875421,1.28548,1.24576,2583,2551,6941,1449
2007/1/23 0:00,546680.0,1.3775,1.35984,2871,2788,7434,1477
2007/1/30 0:00,586185.2895615235,1.46725,1.44671,3074,2998,7915,1485
2007/2/6 0:00,604755.7433124945,1.55841,1.53286,3398,3303,8687,1539
2007/2/13 0:00,607041.9688577874,1.61958,1.66653,3563,3290,9104,1516
2007/2/20 0:00,563186.1952722652,1.8112,1.97488,3651,2631,8570,1523
2007/2/27 0:00,689604.5030343984,1.61865,1.67305,3679,3158,9171,1513
2007/3/6 0:00,640648.8421267612,1.62124,1.63405,3365,2907,8436,1487
2007/3/13 0:00,626863.8110564629,1.67351,1.74595,3298,2694,8091,1453
2007/3/20 0:00,565385.7840167753,1.95096,1.93643,3580,2724,8750,1420
2007/3/27 0:00,561517.0274212742,2.50019,2.48905,3848,2348,8902,1426
2007/4/3 0:00,430603.0,2.43939,2.25405,3737,2568,9706,1486
2007/4/10 0:00,598816.1905089921,2.29319,2.09147,3393,3644,11115,1509
2007/4/17 0:00,555161.3255439897,2.62907,2.35934,3664,4900,12197,1511
2007/4/24 0:00,581705.3071019782,3.92966,3.32331,4289,7661,17171,1508
2007/5/1 0:00,560711.8314384953,4.99202,4.43381,5222,11974,24812,1514
2007/5/8 0:00,549414.5376385602,5.7776,5.34547,6059,15323,31896,1526
2007/5/15 0:00,583210.0,5.98318,5.42258,6244,14336,31625,1518
2007/5/22 0:00,553198.9976767327,5.61677,5.30303,5922,12783,30245,1497
2007/5/29 0:00,555371.4586707008,4.53234,4.24456,4978,9958,25027,1453
2007/6/5 0:00,556850.0708309436,3.83249,3.628,4420,7849,20254,1445
2007/6/12 0:00,463996.5691800311,3.21522,3.03463,3878,6112,16714,1412
2007/6/19 0:00,509717.79403334146,2.69245,2.53595,3153,4493,13040,1395
2007/6/26 0:00,573846.3633480272,2.03366,2.0573,2689,3395,10376,1379
2007/7/3 0:00,492850.0,1.65275,1.7415,2372,2697,8583,1327
2007/7/10 0:00,605274.6075871665,1.3113,1.40652,2045,2354,7045,1318
2007/7/17 0:00,642632.3293236472,1.1652,1.26861,1857,2013,6079,1288
2007/7/24 0:00,625227.7838311217,1.02035,1.07719,1572,1713,4953,1208
2007/7/31 0:00,711544.8415205844,0.877607,0.993445,1466,1416,4224,1147
2007/8/7 0:00,744348.8156241637,0.825107,0.911212,1356,1381,4011,1098
2007/8/14 0:00,592021.4592756581,0.787315,0.972109,1439,1274,3904,1074
2007/8/21 0:00,549155.3034703082,0.805439,0.993258,1393,1116,3646,945
2007/8/28 0:00,540781.4828211085,0.886061,1.09132,1473,1083,3803,869
2007/9/4 0:00,530033.5937626952,0.743743,0.888446,1159,906,2933,789
2007/9/11 0:00,569734.1227477515,0.706842,0.887691,1113,886,2906,764
2007/9/18 0:00,557972.7517864302,0.655943,0.883187,1115,855,2842,755
2007/9/25 0:00,497780.2494331844,0.633492,0.826756,937,810,2534,730
2007/10/2 0:00,523345.3343214787,0.571837,0.783201,913,762,2405,713
2007/10/9 0:00,559650.1845040643,0.558278,0.78061,881,749,2431,710
2007/10/16 0:00,301532.0,0.597893,0.769073,826,703,2319,696
2007/10/23 0:00,300292.0,0.577222,0.721298,779,704,2166,694
2007/10/30 0:00,484923.7510613593,0.596987,0.752527,788,763,2289,676
2007/11/6 0:00,531753.8674363695,0.564653,0.752721,679,706,2220,668
2007/11/13 0:00,542520.6124515688,0.585682,0.792766,789,745,2368,657
2007/11/20 0:00,541288.5731909396,0.503985,0.743896,730,754,2237,657
2007/11/27 0:00,523277.4164760996,0.468139,0.814166,794,892,2429,636
2007/12/4 0:00,516965.15093751455,0.576455,0.838401,774,880,2461,666
2007/12/11 0:00,541699.7201418784,0.681361,0.851124,859,994,2788,685
2007/12/18 0:00,336560.0,0.794764,1.10976,1062,1527,3735,679
2007/12/25 0:00,528529.3463723464,0.868116,1.03114,983,1306,3400,716
2008/1/1 0:00,715195.1138351598,1.06828,1.02284,1535,2352,5687,1435
2008/1/8 0:00,698700.2465900356,1.00756,1.03017,1861,2291,5959,1500
2008/1/15 0:00,599066.6592739457,0.979399,1.01245,1869,2219,5896,1525
2008/1/22 0:00,534861.5905380013,1.04943,1.08359,1976,2474,6485,1527
2008/1/29 0:00,536615.4936948307,1.13218,1.16578,2119,2547,6987,1545
2008/2/5 0:00,612526.0,1.13156,1.1913,2276,2668,7297,1555
2008/2/12 0:00,571708.1514471174,1.15469,1.28075,2512,2854,7667,1555
2008/2/19 0:00,596535.780138248,1.20448,1.27053,2600,2828,7733,1563
2008/2/26 0:00,598927.1495559893,1.36081,1.59578,3024,2412,7634,1523
2008/3/4 0:00,622755.6048365784,1.30322,1.4585,3114,2913,8708,1551
2008/3/11 0:00,638473.7735603132,1.30204,1.49921,3252,3024,8689,1543
2008/3/18 0:00,528411.0629337669,1.45109,1.62982,3137,2579,7812,1416
2008/3/25 0:00,563660.2785008173,1.79927,2.15561,3897,2367,8706,1484
2008/4/1 0:00,425780.0,2.12134,2.02053,3814,2042,8603,1490
2008/4/8 0:00,580453.8438247365,1.47138,1.54566,3245,2548,8956,1539
2008/4/15 0:00,568972.6116132406,1.61555,1.64224,3142,3345,9289,1512
2008/4/22 0:00,582932.0,1.95333,1.96524,3602,4597,11456,1566
2008/4/29 0:00,598699.7385099208,2.42907,2.34368,4039,6602,14324,1554
2008/5/6 0:00,637032.6281473266,2.96686,2.86057,4606,8882,18268,1580
2008/5/13 0:00,552972.4172740749,3.57354,3.3421,5064,11215,21667,1569
2008/5/20 0:00,658918.2778977924,3.36653,3.20566,4848,9851,20022,1543
2008/5/27 0:00,655598.6959231393,3.2962,3.10049,4694,10092,20450,1544
2008/6/3 0:00,626414.024335299,3.17227,2.95819,4420,9116,18441,1534
2008/6/10 0:00,583782.9157303297,2.5804,2.46381,4046,7446,15711,1524
2008/6/17 0:00,524215.22520637006,2.42922,2.19272,3657,6036,13277,1494
2008/6/24 0:00,548354.1962289823,1.99028,1.87395,3237,5052,11400,1470
2008/7/1 0:00,586651.0,1.72423,1.64817,2829,4283,9669,1440
2008/7/8 0:00,513623.3588915827,1.60355,1.49878,2577,3407,8460,1422
2008/7/15 0:00,557469.2192298337,1.28418,1.29233,2371,2761,7222,1415
2008/7/22 0:00,583963.3985046394,1.2932,1.27164,2353,2855,7348,1445
2008/7/29 0:00,676572.5814499016,2.74012,2.98159,4821,8043,18627,1405
2008/8/5 0:00,665813.1534599687,2.22391,2.43702,3920,6221,14578,1422
2008/8/12 0:00,582788.2914036226,1.76657,2.2813,3236,5888,12554,1372
2008/8/19 0:00,741149.9391547032,1.92171,3.81572,4188,12026,20774,1331
2008/8/26 0:00,766152.010573567,1.8611,4.21315,4496,12461,22394,1314
2008/9/2 0:00,780334.8093711094,1.68423,3.17832,3865,8615,17105,1305
2008/9/9 0:00,576113.7457103805,1.7393,2.50972,3072,5660,12392,1296
2008/9/16 0:00,581285.119137866,1.83001,2.06632,2623,4740,10780,1280
2008/9/23 0:00,521870.5529500403,1.58128,1.71805,2299,3700,8801,1279
2008/9/30 0:00,510788.00739837444,1.49172,1.55965,2145,2893,7422,1237
