V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15
D40,264.92192647789966,3802.0,3775.0,3778.0,3781.0,3784.0,3639.0,3683.0,3695.0,3588.0,3658.0,3700.0,3675.0,3929.0
D41,2509.2567967219734,6545.1,6695.5,6655.5,6659.3,6685.9,6676.5,6651.9,6650.7,6706.0,6694.7,6706.4,6706.4,6706.4
D42,2914.3357391862874,6901.1,6985.2,6957.0,6998.4,7017.7,7017.6,7036.8,7071.5,7040.4,7041.0,7034.1,7034.1,7034.1
D43,-3767.418820973815,1126.2,1120.6,1103.5,1100.3,1102.2,1117.8,1126.8,1126.5,1141.8,1152.0,1151.0,1157.0,1162.5
D44,3348.2245668044275,8558.0,8608.0,8588.0,8600.0,8580.0,8595.0,8623.0,8630.0,8690.0,8830.0,8785.0,8910.0,8933.0
D45,-5070.4580447616745,1095.7,1083.8,1092.0,1092.0,1086.0,1079.5,1071.7,1069.1,1083.6,1076.0,1084.6,1104.0,1110.6
D46,4864.983845105399,10034.0,9904.0,10034.0,10015.0,9899.0,9820.0,9823.0,9847.0,9933.0,9932.0,9932.0,9785.0,9465.0
D47,-3848.8035714122334,1029.4,1040.3,1046.3,1046.0,1060.0,1065.0,1065.9,1068.0,1073.7,1067.6,1072.0,1075.7,1071.9
D48,5716.101372284006,10409.0,10406.0,10286.0,10268.0,10279.0,10435.0,10501.0,10518.0,10650.0,10709.0,10689.0,10750.0,10779.0
D49,5970.175951999652,11036.0,11008.0,10860.0,10835.0,10850.0,11008.0,11088.0,11095.0,11241.0,11322.0,11306.0,11370.0,11411.0
D50,5288.779400300725,9828.0,9725.0,9848.0,9955.0,9744.0,9748.0,9731.0,9739.0,9798.0,9779.0,9779.0,9526.0,9402.0
D51,-3797.285756276431,1011.7,999.9,1012.8,1012.2,1000.6,996.8,996.1,997.7,1004.9,1004.0,1004.0,975.2,961.1
D52,-1680.5634002560937,2862.5,2852.9,2766.5,2834.0,2822.8,2900.0,2918.4,2876.2,2935.2,2908.0,2927.0,2954.1,2896.9
D53,1090.4,1083.8,1074.0,1081.0,1081.0,1075.3,1069.8,1059.7,1058.0,1071.5,1064.0,1072.5,1091.0,1096.9
D54,-1575.4096896559583,2804.6,2801.6,2825.0,2825.0,2825.0,2793.7,2786.3,2789.1,2805.6,2799.5,2842.0,2838.8,2845.0
D55,-2863.6802723570686,1082.1875,1083.4375,1080.625,1078.75,1071.25,1071.5625,1067.8125,1073.125,1074.6875,1075.0,1077.5,1075.625,1074.6875
D56,7393.057379241094,10318.0,10244.0,10300.0,10300.0,10247.0,10204.0,10086.0,10077.0,10198.0,10120.0,10208.0,10378.0,10428.0
D57,-1495.293492931803,1717.4,1706.6,1667.6,1680.5,1677.2,1698.0,1720.5,1723.5,1742.4,1742.4,1752.8,1761.0,1764.1
D58,-657.4245083874445,1677.4,1678.1,1654.7,1661.0,1668.3,1689.0,1702.3,1704.1,1717.2,1729.1,1738.5,1743.0,1751.8
D59,2505.0019166073407,4757.5,4880.0,4917.5,4980.0,5000.0,5010.0,5030.0,5012.5,5055.0,5027.5,5070.0,5095.0,5184.7
D60,1142.9257697817227,4050.0,4075.0,4090.0,4075.0,4050.0,4030.0,4082.5,4092.5,4075.0,4085.0,4095.0,4060.0,4096.6
D61,64.11911789433744,3640.0,3630.0,3630.0,3590.0,3580.0,3575.0,3620.0,3675.0,3665.0,3595.0,3610.0,3600.0,3594.5
D62,5565.5,5455.0,5450.0,5467.0,5454.5,5455.0,5495.0,5505.0,5470.0,5250.0,5220.0,5217.5,5242.5,5106.8
D63,1933.722118860725,4750.0,4780.0,4770.0,4755.0,4795.0,4865.0,4870.0,4830.0,4815.0,4894.0,4867.5,4865.0,4908.7
D64,-2009.8453860344234,1010.0,1025.0,1010.0,995.5,1026.0,1069.0,1093.0,1108.5,1150.0,1193.0,1192.5,1179.0,1099.5
D65,145.25604384969571,3475.0,3485.0,3490.0,3500.0,3525.0,3545.0,3667.5,3690.0,3720.0,3815.0,3705.0,3685.0,3729.0
D66,-1396.8643187536875,1394.5,1430.0,1425.0,1411.5,1411.5,1390.5,1388.5,1416.0,1419.0,1432.5,1467.5,1407.0,1435.0
D67,2476.5001703191897,5335.0,5340.0,5240.0,5135.0,5115.0,5195.0,5210.0,5265.0,5340.5,5307.0,5420.0,5390.0,5378.1
D68,3096.4071816524975,5477.5,5380.0,5442.5,5480.0,5432.5,5402.5,5490.0,5620.0,5562.5,5557.5,5700.0,5695.0,5719.0
D69,993.7514131408618,3962.5,3942.5,3941.5,3955.0,3975.0,3877.5,3840.0,3800.0,3802.5,3790.0,3810.0,3780.0,3866.3
D70,2162.659471088882,4075.0,4031.5,4031.5,4070.0,4040.0,4087.5,4025.0,3980.0,3930.0,3947.5,3955.0,3902.5,3918.0
D71,2545.8,2572.5,2577.6,2579.4,2608.0,2624.5,2631.7,2626.0,2629.3,2638.7,2652.3,2686.9,2687.9,2690.58
D72,-194.80398070660067,1920.6,1907.8,1864.8,1874.7,1870.1,1892.1,1912.9,1915.2,1937.7,1935.8,1945.0,1957.1,1956.6
D73,-1700.1950888907531,1034.2,1041.7,1046.8,1045.0,1058.0,1063.0,1062.4,1065.0,1071.5,1066.5,1071.3,1077.4,1074.5
D74,-519.1952545558688,1670.4,1670.4,1670.4,1670.4,1670.4,1670.4,1670.4,1670.4,1670.4,1670.4,1670.4,1670.4,1563.46
D75,-398.60447836435117,1657.1,1668.9,1679.7,1692.0,1690.6,1697.9,1681.7,1680.5,1694.8,1701.8,1699.0,1717.7,1698.19
D76,-99.09882205311453,1773.9,1789.5,1809.8,1810.5,1791.8,1779.1,1805.4,1793.5,1793.5,1793.5,1793.5,1793.5,1764.27
D77,-371.1026006560112,1928.7,1915.0,1940.0,1940.0,1937.0,1913.4,1905.3,1904.6,1917.5,1911.0,1944.4,1943.0,1945.62
D78,3159.3,3155.2,3164.4,3197.7,3223.6,3229.6,3157.7,3155.6,3159.3,3173.2,3170.9,3181.1,3189.6,3160.71
D79,7843.351019182419,10008.0,10047.0,10088.0,10060.0,10190.0,10210.0,10198.0,10230.0,10299.0,10260.0,10311.0,10394.0,10375.0
D80,202.03509023114162,2444.6,2465.9,2500.6,2498.1,2472.4,2447.9,2484.0,2472.5,2472.5,2472.5,2472.5,2472.5,2429.33
D81,1566.2,1581.5,1583.6,1584.0,1600.0,1611.8,1617.0,1611.6,1615.8,1624.4,1631.9,1651.6,1649.9,1650.32
D82,-696.0857080624208,1103.6,1100.8,1086.0,1083.5,1085.0,1100.8,1108.8,1109.5,1124.1,1132.2,1130.6,1137.0,1141.1
D83,1057.7372511420397,2892.5,2882.9,2796.5,2864.0,2852.8,2930.0,2948.4,2906.2,2965.2,2938.0,2957.0,2984.1,2926.9
D84,-504.6830283576394,1703.6,1696.3,1706.7,1711.5,1717.6,1696.6,1684.9,1694.0,1702.3,1698.9,1707.3,1716.9,1719.93
D85,3869.1460987500136,6218.0,6308.0,6303.8,6287.0,6272.9,6283.3,6295.4,6284.5,6279.3,6269.9,6266.6,6266.6,6266.6
D86,6979.3,6971.3,7030.5,7056.9,7071.1,7067.2,7046.4,7049.1,7099.0,7088.4,7076.1,7074.8,7074.8,7074.8
D87,508.3870693857265,2108.0,2178.0,2138.0,2133.0,2096.0,2114.0,2157.0,2137.0,2169.0,2181.0,2196.0,2181.0,2155.0
D88,409.1743924079266,2176.0,2259.0,2219.0,2209.0,2168.0,2182.0,2228.0,2206.0,2246.0,2265.0,2275.0,2250.0,2215.0
D89,2017.0,2017.0,2067.0,2043.0,2026.0,2004.0,2029.0,2065.0,2050.0,2083.0,2098.0,2125.0,2115.0,2117.0
D90,168.12115930574654,2030.0,2073.0,2050.0,2029.0,2009.0,2037.0,2072.0,2060.0,2094.0,2110.0,2140.0,2128.0,2129.0
D91,162.92007180015503,2021.0,2085.0,2054.0,2045.0,2018.0,2035.0,2072.0,2053.0,2086.0,2096.0,2121.0,2109.0,2107.0
D92,619.9780816407293,2050.0,2087.0,2063.0,2040.0,2018.0,2048.0,2081.0,2070.0,2102.0,2119.0,2150.0,2138.0,2140.0
D93,-85.65166474774679,2223.0,2320.0,2280.0,2266.0,2215.0,2225.0,2271.0,2251.0,2298.0,2320.0,2324.0,2295.0,2257.0
D94,435.5574091188578,2129.0,2149.0,2126.0,2096.0,2075.0,2112.0,2139.0,2129.0,2155.0,2175.0,2210.0,2197.0,2200.0
D95,-117.55783804063869,2104.0,2128.0,2105.0,2078.0,2056.0,2091.0,2119.0,2108.0,2134.0,2153.0,2188.0,2175.0,2177.0
D96,-1010.0153093502056,2014.0,2071.0,2045.0,2032.0,2007.0,2028.0,2065.0,2047.0,2081.0,2094.0,2121.0,2109.0,2110.0
D97,-1685.7914607937566,2076.0,2108.0,2084.0,2058.0,2036.0,2070.0,2099.0,2089.0,2118.0,2136.0,2169.0,2157.0,2158.0
D98,-1830.1178862975119,1792.1,1873.8,1819.8,1785.7,1744.1,1790.2,1830.8,1812.5,1858.6,1865.4,1868.7,1828.8,1790.9
D99,5823.740596413102,9931.2,9935.6,9988.8,10210.8,10227.1,10284.2,10326.3,10333.4,10178.7,10365.5,10347.6,10320.0,10330.6
D100,-3882.3590768012787,919.06,921.1,920.03,911.36,918.53,913.48,927.02,926.92,930.38,935.27,928.65,918.45,911.93
D101,7169.5076926127995,12082.2,12330.2,12334.6,12283.6,12338.6,12581.7,12897.0,12736.4,12740.9,12669.3,12378.4,12466.6,12633.5
D102,-3087.5276953059974,1634.73,1668.28,1668.88,1661.97,1669.42,1702.31,1744.97,1723.24,1723.85,1714.17,1674.8,1686.27,1708.85
D103,2525.0392521938975,7311.2,7350.9,7339.5,7408.1,7412.0,7417.6,7406.6,7390.4,7304.8,7340.5,7300.8,7340.0,7318.5
D104,4476.337972986508,9201.8,9022.2,8946.1,8922.6,8967.1,8979.2,9071.3,8983.4,8959.8,8950.2,8967.4,8929.7,8926.2
D105,6056.237143569879,10920.5,10862.1,10853.2,10855.8,10923.7,10954.1,10945.9,10912.6,10924.8,10878.9,10874.4,10904.4,10936.6
D106,-3258.5732368535905,957.95,957.95,958.46,967.87,967.87,967.87,967.87,954.33,955.74,957.32,970.71,970.71,987.8
D107,-3427.052836496673,950.5,950.5,951.0,960.34,960.34,960.34,960.34,946.9,948.3,949.87,963.16,963.16,980.11
D108,-3426.1317446910543,1319.99,1319.99,1319.99,1325.67,1333.21,1333.21,1333.21,1333.21,1345.46,1335.41,1336.23,1336.82,1336.82
D109,-4217.899839504277,1266.88,1266.88,1266.88,1272.33,1279.57,1279.57,1279.57,1279.57,1291.33,1281.68,1282.47,1283.03,1283.03
D110,-3431.2145874814773,1338.16,1338.16,1338.16,1343.92,1351.57,1351.57,1351.57,1351.57,1363.99,1353.79,1354.63,1355.22,1355.22
D111,4962.607372694337,9333.8,9365.2,9356.6,9476.4,9436.1,9491.5,9527.5,9557.3,9463.7,9432.9,9442.4,9458.7,9447.7
D112,2650.717459120292,7051.1,7076.0,7069.5,7161.9,7131.5,7173.4,7200.6,7223.1,7152.4,7129.1,7137.5,7149.8,7141.5
D113,2060.8599619807196,7561.7,7588.0,7581.1,7679.7,7647.1,7691.9,7721.1,7745.2,7669.4,7644.5,7653.1,7666.3,7657.4
D114,783.9779480286879,6143.0,6195.5,6558.6,6561.9,6646.0,6452.9,6447.1,6488.3,6754.9,6742.1,6733.3,6929.2,6942.5
D115,1684.6732226221006,8161.3,7861.1,8052.7,7899.1,8121.6,8132.7,8011.9,8106.5,7896.3,7914.7,7617.9,7681.8,7941.0
D116,1058.4982093542064,7053.4,7113.8,7530.7,7534.5,7631.0,7409.3,7402.7,7449.9,7756.1,7741.4,7731.2,7956.2,7971.5
D117,-5843.340688725657,1337.1,1337.1,1316.05,1315.63,1303.83,1299.17,1299.17,1271.57,1255.7,1266.81,1241.03,1241.03,1277.38
D118,3025.1495314933522,9059.8,9150.6,9060.0,9049.3,9313.4,9430.4,9236.2,9010.0,8767.5,8792.5,8691.7,8850.6,8739.3
D119,3431.7814431999523,9002.2,9092.4,9002.4,8991.7,9254.2,9370.4,9177.5,8952.7,8711.8,8736.5,8636.4,8794.3,8683.7
D120,-45.92643360123766,5277.5,5310.9,5314.6,5354.0,5346.2,5370.4,5342.6,5333.2,5232.9,5285.6,5267.4,5299.3,5289.4
D121,1278.3162650560232,6962.1,7005.3,7005.6,7051.0,7040.6,7072.5,7034.9,7022.5,6890.5,6958.6,6933.8,6975.7,6962.7
D122,769.9620054825823,5655.6,5691.3,5694.3,5735.2,5726.8,5752.7,5722.8,5712.7,5605.3,5661.5,5641.8,5675.9,5665.4
D123,4431.98948815153,9528.2,9532.5,9583.6,9796.5,9812.1,9867.0,9907.3,9914.1,9765.7,9944.9,9927.8,9901.3,9911.4
D124,-4566.473274379423,1117.81,1118.31,1124.3,1149.29,1151.12,1157.55,1162.28,1163.08,1145.67,1166.69,1164.69,1161.58,1162.77
D125,-5455.69211563383,623.3,634.31,645.17,645.05,649.36,647.77,647.59,645.47,645.29,645.19,651.87,651.23,647.68
D126,-5126.022231577039,956.46,964.56,966.13,958.21,949.52,949.52,949.74,947.85,949.39,982.37,982.37,962.7,960.64
D127,4437.514666456862,10750.3,10805.4,10819.6,10817.8,10841.3,10836.4,10933.5,10848.8,10972.3,10953.5,10964.6,11086.4,11087.2
D128,-3962.423215179547,1890.0,2050.0,2080.0,2100.0,2160.0,2170.0,2190.0,2200.0,2110.0,2090.0,2080.0,2080.0,2100.0
D129,6519.521608656069,11700.0,14200.0,14200.0,13800.0,14400.0,13200.0,13000.0,12900.0,11700.0,11200.0,10600.0,10400.0,10100.0
D130,194.5974822897808,5724.9035,5447.6307,5359.9761,5343.6734,5597.2838,5559.4892,5468.7955,5343.6223,5509.8684,5520.309,5572.1625,5612.5263,5355.5576
D131,5635.944982363341,11000.0,11000.0,11000.0,12000.0,12000.0,12000.0,10000.0,10000.0,10000.0,11000.0,11000.0,11000.0,11000.0
D132,5030.913480078944,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0,10000.0,10000.0,11000.0,11500.0,11500.0,11500.0
D133,1507.3432496389275,8000.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,8500.0,8500.0,9500.0,9500.0,9500.0
D134,-4613.011760478923,800.0,800.0,800.0,800.0,800.0,800.0,600.0,600.0,600.0,600.0,600.0,600.0,5400.0
D135,2140.0764650836354,8000.0,8000.0,8000.0,8000.0,8000.0,7000.0,7000.0,7000.0,7000.0,7000.0,5500.0,8000.0,8000.0
D136,-2196.389973870294,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,2500.0,2500.0,2500.0,2500.0,2500.0,1500.0,2000.0
D137,-2721.51150017177,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,5400.0
D138,266.80222310201225,3000.0,3000.0,3000.0,3000.0,3000.0,4000.0,4000.0,4000.0,4500.0,4500.0,4500.0,4500.0,4500.0
D139,3249.379685173068,7000.0,7000.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,5000.0,5000.0,7000.0,7000.0
D140,851.3129825251426,4500.0,4500.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,2500.0,3000.0,3000.0,3000.0
D141,-1871.9672553570615,1153.64,1161.51,1165.57,1164.17,1167.82,1179.56,1182.69,1182.88,1178.99,1175.02,1176.9,1178.84,1173.23
D142,-436.719255359929,1258.51,1267.17,1271.67,1270.26,1274.74,1288.89,1292.31,1292.51,1288.26,1285.11,1287.82,1290.28,1284.66
D143,-768.3549767529255,1235.26,1243.74,1248.14,1246.72,1251.04,1264.53,1267.88,1268.08,1263.91,1260.58,1263.1,1265.42,1259.7
D144,6395.0,6377.2,6426.8,6441.5,6438.1,6541.5,6466.8,6503.2,6457.2,6548.8,6575.8,6559.7,6585.6,6553.3
D145,5163.012492145532,7995.7,8059.6,8080.8,8076.6,8206.5,8115.0,8160.7,8103.0,8218.0,8251.9,8231.6,8264.2,8223.6
D146,-2087.1580724846453,375.28,373.0,380.15,366.91,366.17,358.24,360.89,360.52,356.75,349.22,358.27,360.52,356.73
D147,-2623.359811814691,566.55,574.9,569.76,569.43,552.85,549.01,525.12,525.06,534.48,521.86,516.01,529.71,532.09
D148,12438.0,12474.9,12507.4,12632.9,12665.1,12198.7,12057.6,12040.5,11993.9,11987.8,11896.5,12121.3,12120.6,12190.7
D149,4281.0244121343785,9790.7,9632.8,9435.7,9579.8,9350.1,9387.3,9435.0,9695.1,9735.8,9612.5,9715.4,9717.5,9871.0
D150,-4792.550402838772,1516.7,1519.6,1526.2,1518.9,1521.4,1526.1,1523.1,1522.7,1509.4,1500.0,1516.6,1513.5,1507.1
D151,-1576.5149347080333,6374.100748,6386.281861,6414.04862,6384.171532,6392.321187,6412.969304,6400.170588,6398.587309,6342.787691,6303.154564,6372.782224,6360.744119,6333.904565
D152,-1147.044324632757,7275.9,7190.8,7215.8,7180.8,7160.7,7165.7,7230.8,7316.0,7260.9,7130.7,7195.8,7200.8,7185.8
D153,1177.9419611162725,10364.3,10243.0,10278.7,10228.7,10200.2,10207.3,10300.1,10421.3,10342.9,10157.4,10250.1,10257.3,10235.9
D154,2148.993324633833,9913.6,10031.7,10237.6,10787.6,10632.6,10698.0,10662.1,10704.5,10703.6,10911.6,10869.1,10903.4,10995.5
D155,4122.845501484155,13374.4,13499.5,13313.4,13267.6,13299.3,13288.7,13277.1,13223.9,13091.0,13038.4,13178.8,13267.4,13232.7
D156,8805.080941826698,19977.5,19618.3,19815.9,19856.3,20085.3,19654.2,19860.8,19375.8,19313.0,18926.8,19681.2,19209.7,19034.6
D157,12292.809080969757,25120.5,25045.9,25063.1,24839.6,25103.3,25430.0,25424.3,25447.2,25395.6,25137.7,25103.3,25137.7,25281.0
D158,-11161.190820972553,1236.78,1233.2,1242.12,1251.36,1273.3,1280.98,1286.25,1281.91,1250.7,1246.16,1259.34,1259.19,1240.06
D159,-5712.5303475714145,7191.6,7090.2,7141.6,7036.0,6998.4,6937.9,6989.7,7108.9,7100.4,6963.7,6811.0,6683.6,6626.2
D160,13685.6,13741.3,13741.3,13685.6,13615.0,13670.8,13670.8,13615.0,13733.6,13677.8,1816.7,1816.7,1821.9,1821.9
D161,9520.778911791691,22230.5,22264.9,22355.6,22264.9,22355.6,22355.6,22264.9,22150.1,22240.8,22240.8,22150.1,22342.9,22252.3
D162,9416.143112816784,20557.1,20634.1,20764.2,20746.5,20722.5,21106.5,21212.6,21242.9,21236.6,21501.9,21424.8,21572.6,21561.2
D163,7908.860113388955,17547.7,17615.5,17656.2,17747.2,17751.1,17615.5,17683.3,17769.5,17742.4,17823.8,17701.7,17842.2,17805.4
D164,1202.6940507328713,9853.2,9853.2,9771.5,9771.5,9853.2,9771.5,9771.5,9771.5,9771.5,9689.8,9689.8,9771.5,9689.8
D165,983.9620936019421,10520.9,10520.9,10433.7,10433.7,10520.9,10433.7,10433.7,10433.7,10433.7,10346.4,10346.4,10433.7,10346.4
D166,-4403.52876471694,3629.0,3699.0,3699.0,4399.0,4399.0,4399.0,4525.0,4525.0,4525.0,4525.0,4525.0,4525.0,4525.0
D167,319.6105303953864,7164.0,7631.0,8031.0,8131.0,8281.0,8281.0,8906.0,9256.0,9256.0,9256.0,9256.0,9256.0,9256.0
D168,-6017.214592085071,1152.1875,1142.5,1148.4375,1145.625,1152.1875,1163.5938,1144.0625,1132.5,1142.8125,1136.5625,1149.0625,1154.6875,1152.5
D169,-5027.002156999743,1152.1875,1163.5938,1144.0625,1132.5,1142.8125,1136.5625,1149.0625,1154.6875,1140.4688,1137.0312,1122.5,1122.5,1122.5
D170,4016.856462402994,8728.12,8837.5,8818.75,8768.75,8862.5,8831.25,8834.38,8865.62,9037.5,9000.0,8865.62,8756.25,8756.25
D171,3905.5603265251266,8812.5,8837.5,8818.75,8871.88,8862.5,8878.12,8887.5,9068.75,9050.0,9000.0,8868.75,8778.12,8809.38
D172,8712.5,8718.75,8768.75,8756.25,8759.38,8815.62,8825.0,8834.38,8853.12,8996.88,8862.5,8728.12,8712.5,8718.75
D173,3838.0418112756865,8809.38,8818.75,8768.75,8862.5,8828.12,8840.62,8859.38,9050.0,9003.12,8875.0,8759.38,8771.88,8721.88
D174,-3739.4141051713664,1040.62,1029.38,1029.38,1031.56,1023.44,1010.94,1003.44,1003.44,1001.25,999.688,990.0,998.125,1003.44
D175,-4308.652579302992,1030.0,1029.06,1030.94,1025.31,1008.75,1000.62,1000.31,1000.62,1003.44,989.688,997.812,1002.81,1002.5
D176,4730.018305059315,9965.62,9959.38,9828.12,9765.62,9790.62,9787.5,9684.38,9687.5,9584.38,9600.0,9653.12,9684.38,9446.88
D177,4557.800697006295,9821.88,9840.62,9715.62,9650.0,9718.75,9731.25,9506.25,9418.75,9521.88,9484.38,9584.38,9459.38,9300.0
D178,10021.9,9890.62,9896.88,9737.5,9675.0,9756.25,9765.62,9546.88,9468.75,9565.62,9571.88,9634.38,9468.75,9375.0
D179,1323.2176196799448,6193.75,6159.38,6140.62,6140.62,6131.25,6153.12,6181.25,6131.25,6043.75,6075.0,6000.0,5984.38,5918.75
D180,571.1805989111904,6215.62,6159.38,6184.38,6165.62,6178.12,6165.62,6215.62,6137.5,6087.5,6081.25,6006.25,6000.0,5975.0
D181,-726.4747611309191,6131.25,6109.38,6096.88,6125.0,6112.5,6134.38,6181.25,6056.25,6043.75,6040.62,5953.12,5925.0,5903.12
D182,-370.9277419246102,6162.5,6128.12,6156.25,6131.25,6171.88,6137.5,6196.88,6062.5,6075.0,6053.12,5987.5,5931.25,5975.0
