file,RMSE,MSE,MAE
dirty-median-95.csv,2892712.5509432405,8367785902384.551,2440935.3756000004
dirty-mode-5.csv,1294351.3232888049,1675345348099.48,241285.33700000003
dirty-mode-10.csv,1737408.622971031,3018588723174.094,472118.4150999999
dirty-mode-15.csv,2240687.6548931138,5020681166790.401,768902.9933999997
dirty-mode-20.csv,2692677.821938826,7250513852761.22,1055753.6302999994
dirty-mode-25.csv,2862011.770430404,8191111374082.176,1222274.7327000005
dirty-mode-30.csv,2986708.2793445783,8920426345905.451,1395220.5614999998
dirty-mode-35.csv,3494699.097983109,12212921785443.955,1791854.2488999995
dirty-mode-40.csv,3606236.448022562,13004941319046.385,1948055.7856999994
dirty-mode-45.csv,3913707.6583409407,15317107634956.53,2245673.5371000003
dirty-mode-50.csv,4093879.7771683633,16759851629908.088,2501178.3996
dirty-mode-55.csv,4260001.4532161625,18147612381403.812,2724333.8796
dirty-mode-60.csv,4506495.990021221,20308506108077.344,3038173.7995000044
dirty-mode-65.csv,4691120.376712476,22006610388807.004,3291363.168600002
dirty-mode-70.csv,4805480.598620693,23092643783719.9,3469566.578100005
dirty-mode-75.csv,5022497.106839205,25225477188208.184,3776781.618099996
dirty-mode-80.csv,5163627.114665773,26663044979311.574,4003417.411999998
dirty-mode-85.csv,5359728.257238188,28726686991437.5,4295015.180200008
dirty-mode-90.csv,5466484.9032222405,29882457197156.67,4482594.068299993
dirty-mode-95.csv,5527730.470745246,30555804157205.457,4623718.945999992
dirty-knn-5.csv,30019.19836802533,901152270.6588545,5215.311160000005
dirty-knn-10.csv,39477.45039937289,1558469090.0349467,9874.864539999999
dirty-knn-15.csv,55015.18579132933,3026670667.6544843,16912.869480000005
dirty-knn-20.csv,63983.60449388665,4093901644.030112,22404.45916000003
dirty-knn-25.csv,84317.41244085581,7109426040.721386,34113.236600000026
dirty-knn-30.csv,81082.89810847478,6574436365.669302,34675.18448000002
dirty-knn-35.csv,90348.94073399545,8162931091.755022,42491.643919999995
dirty-knn-40.csv,113003.73881178825,12769844985.442858,54607.50509999995
dirty-knn-45.csv,107957.05792682637,11654726356.216143,56938.996940000034
dirty-knn-50.csv,126041.82130215497,15886540717.164366,69839.71856000007
dirty-knn-55.csv,135566.74966951093,18378343615.955845,78585.27777999987
dirty-knn-60.csv,156171.05578828885,24389398666.028828,93746.45282
dirty-knn-65.csv,170537.1943120755,29082934643.834595,108359.09596000004
dirty-knn-70.csv,192789.61255914293,37167834710.704445,123872.26353999997
dirty-knn-75.csv,181751.46204584662,33033593955.80283,124233.20923999995
dirty-knn-80.csv,249585.50823569874,62292925921.27205,172367.33467999983
dirty-knn-85.csv,270681.9290567837,73268706717.90166,201350.0378200003
dirty-knn-90.csv,340528.36861508846,115959569831.65356,254209.3968199999
dirty-knn-95.csv,640012.0212703733,409615387370.58875,448954.3033800003
dirty-hdi-5.csv,47688.484231518705,2274191528.2998085,8742.161300000002
dirty-hdi-10.csv,68935.61082038892,4752118439.180122,17760.5626
dirty-hdi-15.csv,83263.02740782998,6932731733.117046,26709.67589999999
dirty-hdi-20.csv,107950.228606156,11653251856.12134,38662.298999999985
dirty-hdi-25.csv,118516.10378651819,14046066856.736752,48952.75690000001
dirty-hdi-30.csv,127506.10550927793,16257806942.143116,58776.683600000004
dirty-hdi-35.csv,144257.3579900555,20810185334.271023,70335.43959999993
dirty-hdi-40.csv,150664.21771063362,22699706498.357204,77975.97519999996
dirty-hdi-45.csv,164008.30444752896,26898723927.753345,89726.1353
dirty-hdi-50.csv,165524.60914293598,27398396231.921722,96174.19830000015
dirty-hdi-55.csv,197562.84277369265,39031076844.82281,119817.48450000008
dirty-hdi-60.csv,228512.55450110455,52217987564.62027,140483.65920000008
dirty-hdi-65.csv,231280.23572052582,53490547434.941986,150968.56020000007
dirty-hdi-70.csv,255924.0402948828,65497114400.8568,173891.25830000007
dirty-hdi-75.csv,273004.1099489265,74531244049.00555,191664.03500000006
dirty-hdi-80.csv,327212.06865439715,107067737873.0899,232255.98090000037
dirty-hdi-85.csv,371100.2812400738,137715418736.46188,275728.68080000003
dirty-hdi-90.csv,393246.6900881488,154642959265.28455,303896.06409999996
dirty-hdi-95.csv,617761.6525992772,381629459422.19,475187.00870000006
dirty-mice-5.csv,3633.3968678001693,13201572.79894008,636.9680139999973
dirty-mice-10.csv,6334.490172937446,40125765.75104108,1412.7478539999895
dirty-mice-15.csv,7999.668909311811,63994702.65861002,2487.0523239999943
dirty-mice-20.csv,9966.451069943103,99330146.92957002,3333.6586059999863
dirty-mice-25.csv,14917.625637925164,222535554.67328218,5207.848095999947
dirty-mice-30.csv,13728.236113970645,188464466.80092782,6031.714335999992
dirty-mice-35.csv,16124.562387899923,260001512.20127687,7459.060167999946
dirty-mice-40.csv,25807.705292404156,666037652.4595855,10336.601887999981
dirty-mice-45.csv,23966.038328744227,574370993.1748375,12651.56206800004
dirty-mice-50.csv,28059.947620797615,787360660.4819058,13704.742941999986
dirty-mice-55.csv,33950.50776107242,1152636977.2346385,17931.49847200007
dirty-mice-60.csv,38405.96124877239,1475017859.4422066,22132.48145200002
dirty-mice-65.csv,49236.533714655554,2424236252.234413,29084.249006000005
dirty-mice-70.csv,71760.4342953442,5149559930.256411,38537.48675799991
dirty-mice-75.csv,64800.587325668275,4199116117.7515597,41191.35917799997
dirty-mice-80.csv,103839.94819519122,10782734841.179996,63737.63328599997
dirty-mice-85.csv,152650.70791501936,23302238626.95656,102210.28444399987
dirty-mice-90.csv,293429.2201161492,86100707217.97154,191738.49040600026
dirty-mice-95.csv,871434.2019790898,759397568378.9331,592067.7887979994
dirty-iim-5.csv,36013.47392039146,1296970303.8147156,6871.944114125013
dirty-iim-10.csv,45331.49920180599,2054944819.8833373,11894.139558578177
dirty-iim-15.csv,53063.92186460666,2815779803.6530805,16456.644563756745
dirty-iim-20.csv,71687.01196654123,5139027684.691027,26015.995999484025
dirty-iim-25.csv,77429.10533007907,5995266352.216477,32219.45459621583
dirty-iim-30.csv,80354.56095885563,6456855466.890446,36822.964538555105
dirty-iim-35.csv,84557.1400253241,7149909929.262266,41773.773421872815
dirty-iim-40.csv,112095.71492950722,12565449305.557348,52444.55820420641
dirty-iim-45.csv,108198.45991244313,11706906727.424562,59207.94795625609
dirty-iim-50.csv,102953.83938875262,10599493044.885069,59019.21601258871
dirty-iim-55.csv,109500.89520785073,11990446051.320705,65963.74611992361
dirty-iim-60.csv,115482.76696601193,13336269466.126215,72232.94064424433
dirty-iim-65.csv,117019.34332104454,13693526711.28849,77027.46367218616
dirty-iim-70.csv,129763.8251907669,16838650328.139912,88314.52918164023
dirty-iim-75.csv,119628.68429369913,14311022105.841537,86670.99647126386
dirty-iim-80.csv,112965.17895638826,12761131656.648825,83784.7797045913
dirty-iim-85.csv,113474.58867115206,12876482274.08715,87236.83202949475
dirty-iim-90.csv,122649.809560093,15042975785.12708,95572.23513341247
dirty-iim-95.csv,172248.88125825825,29669677094.72155,117137.89404560319
dirty-si-5.csv,414726.5202694833,171998086614.83417,83618.12070529183
dirty-si-10.csv,560848.9468311226,314551541161.57935,152895.85036569528
dirty-si-15.csv,715070.1856787519,511325370446.64465,236097.0662431172
dirty-si-20.csv,1054023.3864261364,1110965299133.2202,407132.3871041849
dirty-si-25.csv,1250942.8489649233,1564858011376.479,549866.0277487072
dirty-si-30.csv,1345169.5736836866,1809481181964.3513,650429.7361790249
dirty-si-35.csv,1568633.958739624,2460612496511.144,811401.313934042
dirty-si-40.csv,1668082.852450928,2782500402640.824,914627.5976561228
dirty-si-45.csv,1870969.5029691486,3500526881040.6226,1103347.8774437828
dirty-si-50.csv,1900933.6007523548,3613548554469.313,1173554.6413269031
dirty-si-55.csv,2001405.7506590616,4005624978771.1616,1290206.5073514548
dirty-si-60.csv,2106734.642772509,4438330855057.811,1413613.3679879531
dirty-si-65.csv,2205014.963273643,4862090988260.665,1535595.2988268663
dirty-si-70.csv,2329593.260077859,5427004757400.187,1703062.4915290086
dirty-si-75.csv,2431221.042161288,5910835755847.821,1833602.4455203838
dirty-si-80.csv,2552070.870120786,6513065726119.067,1981118.3252285377
dirty-si-85.csv,2618924.3624314694,6858764816137.078,2091429.2969862744
dirty-si-90.csv,2749139.7050853455,7557769118076.74,2269314.0939066955
dirty-si-95.csv,2814466.5874372977,7921222171800.948,2388750.4130049245
dirty-mfi-5.csv,767028.0044800675,588331959656.6746,149089.66992330173
dirty-mfi-10.csv,1725054.781985205,2975814000850.023,467790.7266510338
dirty-mfi-15.csv,1219926.154915879,1488219823447.841,383149.45123962767
dirty-mfi-20.csv,1645856.096564297,2708842290597.865,612519.0780065875
dirty-mfi-25.csv,1590277.3297950337,2528981985660.0225,674476.8982612392
dirty-mfi-30.csv,1785317.9284023414,3187360105474.8276,813985.8229487591
dirty-mfi-35.csv,3481529.385964837,12121046865336.695,1782887.528636537
dirty-mfi-40.csv,2022932.3041530915,4092255107186.1357,1072852.0458631255
dirty-mfi-45.csv,3854656.5278533753,14858376947722.64,2199937.838750054
dirty-mfi-50.csv,2240240.6636438356,5018678231043.372,1339505.1498228458
dirty-mfi-55.csv,2374264.1795040662,5637130394076.116,1486537.2816950867
dirty-mfi-60.csv,2478762.474291907,6144263403957.737,1619538.3026012483
dirty-mfi-65.csv,2524897.4324207027,6375107044244.656,1713210.9871845094
dirty-mfi-70.csv,4731035.44070385,22382696341195.87,3397978.5820894684
dirty-mfi-75.csv,4943521.012661087,24438400002621.703,3699639.243368434
dirty-mfi-80.csv,5156973.27304261,26594373338875.81,3996965.852495079
dirty-mfi-85.csv,5348301.411463765,28604327987865.305,4282944.601708429
dirty-mfi-90.csv,5432662.99752379,29513827244664.176,4445835.258334177
dirty-mfi-95.csv,5610484.511429363,31477536452988.78,4715883.139125767
dirty-missfi-5.csv,2899.413395068447,8406598.035502337,474.8846462555979
dirty-missfi-10.csv,4084.7307930772845,16685025.65191378,987.994122141991
dirty-missfi-15.csv,5254.409383903541,27608817.97365359,1521.9902231532196
dirty-missfi-20.csv,5474.30563489691,29968022.184264064,1961.0361454205417
dirty-missfi-25.csv,7510.128234702546,56402026.10167639,2786.2117168111895
dirty-missfi-30.csv,8919.938107296086,79565295.83799288,3755.8821032298715
dirty-missfi-35.csv,9194.753465809828,84543491.29702187,4183.254347643438
dirty-missfi-40.csv,10500.038386144766,110250806.11051358,5218.243905223711
dirty-missfi-45.csv,11617.49187155885,134966117.38573596,5873.253257887942
dirty-missfi-50.csv,14024.803262549165,196695106.5532097,7385.219824100962
dirty-missfi-55.csv,16597.075975002525,275462930.92000604,9393.952567884777
dirty-missfi-60.csv,19352.195767270085,374507481.0147462,11686.41647907367
dirty-missfi-65.csv,19273.94279619885,371484870.9111456,12061.21787645971
dirty-missfi-70.csv,25904.01413106122,671017948.1022193,16068.80684790321
dirty-missfi-75.csv,25751.395685197112,663134379.7355884,17223.13725073052
dirty-missfi-80.csv,32863.82797420162,1080031189.1179166,22676.856252634636
dirty-missfi-85.csv,46105.42938124746,2125710618.4291961,32107.167265556753
dirty-missfi-90.csv,82944.02455914493,6879711210.068037,58616.43282708984
dirty-missfi-95.csv,279181.8053388281,77942480432.24731,193164.4125990366
dirty-xgbi-5.csv,8159.254771286767,66573438.42276588,1427.6386749999983
dirty-xgbi-10.csv,10733.71752706511,115212691.95082474,2587.018805468752
dirty-xgbi-15.csv,15905.474011926495,252984103.5440691,4624.432112499994
dirty-xgbi-20.csv,18132.194885644654,328776491.37099814,5902.014609375001
dirty-xgbi-25.csv,23967.422735659064,574437352.589787,8580.0941234375
dirty-xgbi-30.csv,27542.43068643733,758585488.1172047,11120.603353906243
dirty-xgbi-35.csv,26850.517219857593,720950274.9738692,11936.825915625006
dirty-xgbi-40.csv,36538.18813165672,1335039191.9443402,17365.60151874999
dirty-xgbi-45.csv,34970.370955407554,1222926844.7588122,16466.490917968742
dirty-xgbi-50.csv,39720.361191514254,1577707093.1843514,20689.864004687523
dirty-xgbi-55.csv,45744.118231732864,2092524352.798755,25067.79219374998
dirty-xgbi-60.csv,52416.9783522764,2747539619.5830126,29592.223435937525
dirty-xgbi-65.csv,60642.124747958966,3677467293.9470177,35025.84475234371
dirty-xgbi-70.csv,74241.59387884606,5511814261.671513,43855.22473281248
dirty-xgbi-75.csv,89109.67336149667,7940533886.592628,54661.031743750005
dirty-xgbi-80.csv,91919.43531868252,8449182589.30546,59187.36956406251
dirty-xgbi-85.csv,118991.20005608526,14158905690.787304,79184.95608359379
dirty-xgbi-90.csv,136656.93667972364,18675118342.686,96064.4131882813
dirty-xgbi-95.csv,179544.0113173467,32236051999.92352,133191.54444687502
dirty-gain-5.csv,840478.2437704654,706403678251.4858,156419.75479999994
dirty-gain-10.csv,1097872.4959014058,1205324017256.7825,296404.94669999985
dirty-gain-15.csv,2163785.422184694,4681967353258.994,683948.2244000001
dirty-gain-20.csv,2084782.6478675136,4346318688849.481,765867.7019000003
dirty-gain-25.csv,1883895.2232763206,3549061212283.338,774287.4405000005
dirty-gain-30.csv,2147501.5198466736,4611762777743.773,976344.8050999999
dirty-gain-35.csv,1845553.932128281,3406069316394.16,927491.4826999996
dirty-gain-40.csv,3351694.5492911935,11233856351748.297,1714276.0337000012
dirty-gain-45.csv,2878368.579468243,8285005679270.03,1566090.397099999
dirty-gain-50.csv,3118880.7966027297,9727417423417.277,1699679.3276000011
dirty-gain-55.csv,3961423.449018067,15692875742430.2,2476901.077599999
dirty-gain-60.csv,2705304.698104497,7318673509586.264,1727913.8572999993
dirty-gain-65.csv,4782933.66190984,22876454414230.273,3288321.595999996
dirty-gain-70.csv,4030943.2534415093,16248503512465.62,2778920.1801
dirty-gain-75.csv,2807236.788067849,7880578384281.493,2011575.0059000019
dirty-gain-80.csv,3700524.219896559,13693879502041.04,2697585.1931999964
dirty-gain-85.csv,3038962.963371958,9235295892746.473,2356205.000400002
dirty-gain-90.csv,4059723.4790156917,16481354726071.27,3129963.4322999977
dirty-gain-95.csv,4758565.893515297,22643949362927.035,3829631.4771999917
dirty-midae-5.csv,715915.4373474424,512534913432.37964,144363.9124
dirty-midae-10.csv,893572.0158157932,798470947449.1002,243679.01267866665
dirty-midae-15.csv,1040629.1670202385,1082909063253.2355,343885.5647571764
dirty-midae-20.csv,1304931.5449984982,1702846337132.1677,503900.07459124975
dirty-midae-25.csv,1489851.92253936,2219658751094.227,655336.0259800003
dirty-midae-30.csv,1582277.495419127,2503602072509.825,765744.8834871425
dirty-midae-35.csv,1747146.4077872552,3052520570243.91,904218.4609209228
dirty-midae-40.csv,1880046.9710211752,3534576613245.895,1031146.1119743331
dirty-midae-45.csv,2027398.8572831652,4110346126513.084,1195677.0042589076
dirty-midae-50.csv,2062907.704147741,4255588195832.1035,1273588.6635183995
dirty-midae-55.csv,2157574.1273588873,4655126115048.465,1390781.608400001
dirty-midae-60.csv,2223223.2451689295,4942721597859.466,1491710.8782350007
dirty-midae-65.csv,2316541.84893938,5366366137887.481,1613160.9430628563
dirty-midae-70.csv,2430298.737972987,5906351955793.092,1776817.106426668
dirty-midae-75.csv,2497142.3976343046,6235720154062.803,1883361.2913344011
dirty-midae-80.csv,2582782.442371782,6670765144623.946,2004949.6174980004
dirty-midae-85.csv,2675298.028108511,7157219539201.287,2136594.8439520006
dirty-midae-90.csv,2749162.6596383117,7557895329149.595,2269332.957310001
dirty-midae-95.csv,2842764.717972584,8081311241749.746,2413016.464320001
