city,num
Flagstaff,4
Santee,4
Soldotna,4
Dayton,4
Corvallis,4
Eugene,4
Warrenville,4
Pawtucket,4
Talkeetna,4
Chatham,4
Odessa,4
Newburyport,4
Martinsville,4
Cold Spring,4
Washington,4
Torrance,4
Moab,4
Halethorpe,4
Avon,4
Papillion,4
Mammoth Lakes,4
Waterbury,4
Angola,4
Springdale,4
Biglerville,4
Mount Pleasant,4
Richmond,4
Marietta,4
Des Moines,4
Royal Oak,3
East Windsor,3
Elmira,3
Carlsbad,3
Midwest City,3
Tacoma,3
St Mary's,3
North Woodstock,3
Somerset Center,3
Petoskey,3
Hudsonville,3
Washougal,3
Half Moon Bay,3
Palisade,3
Boone,3
Meridian,3
Covington,3
Monument,3
Denton,3
South Burlington,3
Valparaiso,3
Norfolk,3
Duluth,3
Shelburne,3
Dripping Springs,3
Boynton Beach,3
Belmont,3
Shelbyville,3
Ipswich,3
Greeley,3
St Petersburg,3
St. John's,3
San Luis Obispo,3
Mooresville,3
Mt. Pleasant,3
Paw Paw,3
Westfield,3
Patchogue,3
Cleveland,3
Frederick,3
Green Bay,3
Hamilton,3
Stevensville,3
West Chester,3
Colorado Springs,3
Memphis,3
Cherry Hill,3
Kearney,3
Leavenworth,3
Evanston,3
Kent,3
Huntsville,3
Savannah,3
Abita Springs,3
Lake Geneva,3
Madison,3
Henderson,3
Telluride,3
Ponderay,3
Farmers Branch,3
Williams,3
Menominie,3
Sheridan,3
Lowell,3
Bronx,3
Athens,3
Pinedale,2
Glendale,2
Crozet,2
Juneau,2
Lockland,2
New York,2
Hayward,2
St. Paul,2
Hardy,2
Manheim,2
Everett,2
Plant City,2
Douglas,2
Minnetonka,2
Worcester,2
Mill Valley,2
Greenville,2
Canton,2
Leominster,2
White Salmon,2
Fargo,2
Lombard,2
Fort Wayne,2
Lemont,2
Troutville,2
South Bend,2
Roseville,2
Frankenmuth,2
Marlborough,2
Lewisburg,2
Redlands,2
Lakeside,2
Belt,2
Menominee,2
Wilson,2
Phoenixville,2
Knoxville,2
Virginia Beach,2
Ridgefield Park,2
Prescott,2
Plainfield,2
Tampa Bay,2
Chattanooga,2
Ukiah,2
Newport,2
Cambridge,2
Pittsboro,2
Pawcatuck,2
Port Clinton,2
Cheboygan,2
Sheffield,2
South Deerfield,2
Tucson,2
Windsor,2
Kansas City,2
Macon,2
Afton,2
Ashburn,2
Krebs,2
Stillwater,2
Eau Claire,2
Lancaster,2
Montauk,2
Kona,2
Kinston,2
Gadsden,2
Kalona,2
Croydon,2
Laurel,2
College Station,2
Myrtle Beach,2
Battle Creek,2
Lenoir,2
Pacific,1
Sisters,1
Yardley,1
Ada,1
Charlottesville,1
CO,1
Rogers,1
Vista,1
Lone Tree,1
Ann Arbor,1
Dunedin,1
WA,1
Wilmington,1
Nashville,1
Bargersville,1
Stamford,1
Whitefish,1
Pineland,1
Granger,1
Waynesville,1
Middleburg Heights,1
Conestoga,1
Cortland,1
Idaho Springs,1
Medford,1
Roanoke,1
