city,num
Nellysford,5
Houghton,5
St Paul,5
Kalona,5
Silverton,5
Lexington,5
Arvada,5
Henderson,5
Fuquay-Varina,5
Marlborough,5
Valparaiso,5
Bozeman,5
St. Paul,5
Carlsbad,5
Bloomfield,5
Alpine,5
Pawtucket,5
Dunedin,4
Mill Valley,4
Midvale,4
Halethorpe,4
South Lyon,4
CO,4
Shreveport,4
St Mary's,4
Evanston,4
Durham,4
Somerset Center,4
Eau Claire,4
Fort Wayne,4
Rogers,4
Shelburne,4
Estacada,4
Erie,4
Menominie,4
Helena,4
Airway Heights,4
Cold Spring,4
Cortland,4
Gary,4
South Austin,4
Telluride,4
Minnetonka,4
Chico,4
Sacramento,4
Petoskey,4
Laurel,4
York,4
Dripping Springs,4
Temecula,4
Worcester,4
Marquette,4
Belfast,4
Santee,4
Shelbyville,4
Williamsburg,4
Kalamazoo,4
Bellingham,4
Meadville,4
Lone Tree,4
Wilson,4
O'Fallon,4
Washougal,4
Madison,4
Pawcatuck,4
Nantucket,4
Pinedale,4
Mooresville,4
Lewisburg,4
Windsor,4
Prescott,4
Nashville,3
Elmira,3
Northamtpon,3
East Fairfield,3
Kinston,3
St. John's,3
Vadnais Heights,3
Memphis,3
Woodinville,3
Buena Vista,3
St Petersburg,3
Cheboygan,3
Ann Arbor,3
Huntsville,3
Stillwater,3
Savannah,3
Montauk,3
Portage,3
Ridgefield Park,3
Angola,3
Odessa,3
Wilkes-Barre,3
Lockland,3
Palisade,3
Biglerville,3
Royal Oak,3
Pittsboro,3
Roseville,3
South Deerfield,3
Redlands,3
Pineland,3
Bridgman,3
Broomfield,3
Plainfield,3
Cleveland,3
North Woodstock,3
Marietta,3
Glendale,3
Monument,3
Colorado Springs,3
Lewiston,3
Middlebury,3
Midwest City,3
Soldotna,3
Fredericksburg,3
Golden,3
Lake Geneva,3
Kearney,3
Black Mountain,3
Westfield,3
Hudsonville,3
Idaho Springs,3
Stamford,3
New York,3
Menominee,3
Cambridge,3
Hays,3
White Salmon,3
Tucson,3
Douglas,3
Wolcott,3
Cherry Hill,3
Asheville,3
Kansas City,3
College Station,3
Frederick,3
Belt,3
Pittsburgh,3
Des Moines,3
Lemont,2
Tulsa,2
Latrobe,2
Holland,2
Chattanooga,2
Plant City,2
Murphysboro,2
Myrtle Beach,2
Abita Springs,2
Aspen,2
Southampton,2
Frankenmuth,2
Phoenixville,2
Paw Paw,2
Burlington,2
Gainesville,2
Jacksonville Beach,2
Lakeside,2
Leominster,2
Meridian,2
East Windsor,2
Wilmington,2
Covington,2
Bronx,2
Denton,2
Lombard,2
South San Francisco,2
Bargersville,2
South Bend,2
Juneau,2
Yardley,2
Ashburn,2
Libertyville,2
Patchogue,2
Afton,2
Ipswich,2
Yakima,2
Half Moon Bay,2
Vista,2
Avon,2
Buellton,2
Loveland,2
Hardy,2
Corvallis,2
Croydon,2
Whitefish,2
Claremont,2
Norfolk,2
Canton,2
Everett,2
Tampa Bay,1
Arrington,1
Knoxville,1
Lenoir,1
Troutville,1
Manheim,1
Diamond Springs,1
Macon,1
Abingdon,1
Ada,1
