id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
633,725,15,16.0,0.066,72.0,10,81,62,5
2062,1394,22,16.0,0.071,16.0,148,82,215,3
1830,1614,85,12.0,0.045,8.0,225,83,Battle Creek,19
1629,1674,15,16.0,0.065,45.0,225,83,30,19
1601,475,100,12.0,0.055,,225,83,Austin,19
1427,1765,35,12.0,0.056,,225,83,Brooklyn,19
1349,332,97,16.0,0.049,30.0,225,83,Aspen,19
1310,332,97,12.0,0.049,30.0,225,83,30,19
1281,1763,79,12.0,0.053,15.0,225,83,Baltimore,19
1144,1764,20,12.0,0.053,7.0,225,83,30,19
1143,332,97,12.0,0.049,30.0,225,83,Austin,19
1395,926,18,12.0,0.049,35.0,354,84,Boston,5
808,980,18,12.0,0.057,35.0,354,84,31,5
81,927,18,12.0,0.049,35.0,354,84,Austin,5
2596,935,15,12.0,0.062,80.0,235,85,101,24
2300,15,18,12.0,0.065,,76,86,Avon,38
2299,1267,15,12.0,0.058,,76,86,Baton Rouge,38
2298,1530,49,12.0,0.047,,76,86,Atlanta,38
2107,1589,22,12.0,0.06,52.0,134,87,Bend,26
1573,1589,22,12.0,0.057,52.0,134,87,Boonville,26
1289,346,15,12.0,0.07,80.0,134,87,Bucryus,26
1288,345,65,12.0,0.06,25.0,134,87,Boonville,26
470,347,5,12.0,0.055,,134,87,Athens,26
2167,677,5,12.0,0.052,40.0,121,88,Baton Rouge,43
2204,1619,71,16.0,0.05,,107,89,Baltimore,37
1522,91,20,12.0,0.042,9.0,325,90,Bellingham,5
397,1944,20,12.0,0.045,15.0,325,90,Atlantic Highlands,5
193,1243,15,12.0,0.062,68.0,325,90,Battle Creek,5
83,160,5,12.0,0.054,19.0,325,90,Bend,5
1802,2295,61,12.0,0.05,,233,91,Chandler,9
1801,1165,15,12.0,0.072,60.0,233,91,Bloomfield,9
1800,1727,68,12.0,0.05,21.0,233,91,Boulder,9
1799,136,20,12.0,0.055,28.0,233,91,210,9
2619,1075,18,16.0,0.058,,101,92,Cold Spring,15
2468,1269,5,16.0,0.053,,542,93,Boonville,22
2637,218,90,16.0,0.067,,2,94,81,22
2636,1904,30,16.0,0.06,,2,94,81,22
2598,1997,14,16.0,0.098,,2,94,Centralia,22
2597,1200,15,16.0,0.06,,2,94,81,22
2548,212,86,16.0,0.07,,2,94,Cold Spring,22
2542,2154,34,16.0,0.077,,2,94,Blanco,22
2541,197,29,16.0,0.065,,2,94,Brooklyn Center,22
2504,443,42,16.0,0.065,,2,94,Baton Rouge,22
2500,2099,90,16.0,0.065,,2,94,Aspen,22
2499,209,100,16.0,0.065,,2,94,Austin,22
2498,1414,29,16.0,0.05,,2,94,Chico,22
2481,1528,90,16.0,0.09,,2,94,Corvallis,22
2476,2030,29,16.0,0.055,,2,94,Atlantic Highlands,22
2467,87,90,16.0,0.059,,2,94,Bloomfield,22
2466,1728,89,16.0,0.066,,2,94,Avon,22
2465,1296,45,16.0,0.041,,2,94,81,22
2433,1885,32,16.0,0.082,,2,94,Broomfield,22
2418,629,44,16.0,0.065,,2,94,Birmingham,22
2416,1634,28,16.0,0.062,,2,94,Aurora,22
2382,704,28,16.0,,,2,94,Baltimore,22
2381,638,30,16.0,,,2,94,Buena Vista,22
2290,1845,100,16.0,0.061,,2,94,Belt,22
2241,2162,80,16.0,0.063,,2,94,Bucryus,22
2240,1747,22,16.0,0.056,,2,94,Boise,22
2137,2263,84,16.0,0.099,,2,94,81,22
2101,1861,86,16.0,0.051,,2,94,Chico,22
2092,169,29,16.0,0.062,,2,94,Boise,22
2091,1285,28,16.0,0.062,,2,94,Broomfield,22
2086,2173,29,16.0,0.053,,2,94,Chicago,22
2023,1549,89,16.0,0.063,,2,94,81,22
2006,1314,23,16.0,0.064,,2,94,Boonville,22
1997,1646,61,16.0,0.07,,2,94,Birmingham,22
1977,2127,28,16.0,0.067,,2,94,Battle Creek,22
1976,2128,28,16.0,0.067,,2,94,Brooklyn Center,22
1974,491,30,16.0,0.05,,2,94,Boonville,22
1973,1405,34,16.0,0.06,,2,94,Blanco,22
1959,92,28,16.0,0.065,,2,94,Aurora,22
1958,220,100,16.0,0.045,,2,94,81,22
1949,1620,23,16.0,0.063,,2,94,Brooklyn Center,22
1947,2085,29,16.0,0.093,,2,94,Boonville,22
1785,1172,26,16.0,0.073,,2,94,Boonville,22
1651,1261,61,16.0,0.056,,2,94,Austin,22
1443,2083,12,16.0,0.093,,2,94,Boonville,22
1352,487,34,16.0,0.065,,2,94,Birmingham,22
1267,277,8,16.0,0.05,,2,94,81,22
1266,2297,90,16.0,0.09,,2,94,Cheboygan,22
1178,2166,96,16.0,0.082,,2,94,Boone,22
1136,1998,28,16.0,0.098,,2,94,Brooklyn Center,22
1044,245,5,16.0,0.06,,2,94,Buena Vista,22
1033,1039,84,16.0,0.099,,2,94,Birmingham,22
1031,1586,14,16.0,0.095,,2,94,81,22
909,671,26,16.0,0.092,,2,94,Austin,22
873,488,34,16.0,0.065,,2,94,Astoria,22
860,2165,88,16.0,0.099,,2,94,Bellingham,22
677,246,5,16.0,0.062,,2,94,Atlanta,22
671,2298,90,16.0,0.09,,2,94,Belt,22
670,2167,96,16.0,0.092,,2,94,Boulder,22
669,2084,29,16.0,0.097,,2,94,Astoria,22
627,1140,31,16.0,0.085,,2,94,Blanco,22
387,692,90,16.0,0.055,,2,94,Athens,22
385,1882,30,16.0,0.06,,2,94,Battle Creek,22
384,2091,29,16.0,0.065,,2,94,Belt,22
1096,1994,18,12.0,,,409,95,Baltimore,9
1095,1475,20,12.0,,,409,95,Birmingham,9
2456,360,5,16.0,0.061,,546,96,Carlsbad,6
921,1408,5,12.0,0.05,15.0,438,97,Carlsbad,0
920,1605,18,12.0,0.052,17.0,438,97,Baltimore,0
919,451,40,12.0,0.048,,438,97,Bend,0
648,688,15,12.0,0.061,64.0,438,97,Boonville,0
1279,639,50,16.0,0.068,47.0,376,98,Carlsbad,34
756,368,52,12.0,0.045,,376,98,Boston,34
566,639,50,12.0,0.068,47.0,376,98,Bloomfield,34
328,369,52,12.0,0.045,,376,98,Bend,34
66,367,6,16.0,0.052,,376,98,Cincinnati,34
65,366,6,12.0,0.052,,376,98,Bend,34
538,2071,29,16.0,0.08,,480,99,Battle Creek,33
504,1724,74,16.0,,,480,99,Belt,33
383,265,8,16.0,0.073,85.0,480,99,Bucryus,33
29,2158,91,16.0,0.099,,480,99,Atlanta,33
28,2106,5,16.0,0.062,42.0,480,99,Centralia,33
27,1480,66,16.0,0.058,35.0,480,99,171,33
26,276,91,16.0,0.052,40.0,480,99,Blanco,33
1627,466,78,16.0,0.053,,287,100,Bloomfield,35
2552,1514,18,12.0,0.045,,510,101,Belt,14
2125,21,9,12.0,0.06,40.0,129,102,Chandler,43
2124,1943,100,12.0,0.06,20.0,129,102,Boise,43
2123,1339,12,16.0,0.09,118.0,129,102,Baton Rouge,43
2608,2281,10,16.0,0.065,,157,103,130,15
2607,268,8,16.0,0.068,,157,103,130,15
2606,1356,61,24.0,0.078,,157,103,130,15
2478,1518,18,12.0,0.055,40.0,157,103,Birmingham,15
2471,1012,12,12.0,0.099,115.0,157,103,130,15
2470,1146,40,12.0,0.06,,157,103,130,15
2464,468,20,16.0,0.065,,157,103,Conroe,15
2160,1103,20,16.0,0.068,16.0,157,103,Brooklyn Center,15
2158,43,15,16.0,0.072,86.0,157,103,Boulder,15
2072,1248,15,16.0,0.068,,157,103,Boston,15
2054,1518,18,16.0,0.055,40.0,157,103,Baltimore,15
2196,499,19,12.0,0.05,14.0,109,104,Battle Creek,37
668,1357,18,12.0,0.056,36.0,465,105,Aurora,4
