src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
wunderground,AA-415-BOS-ORD,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
aa,AA-3842-MSP-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
airtravelcenter,AA-3786-IAH-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
allegiantair,AA-400-DFW-JFK,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
boston,AA-400-DFW-JFK,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
businesstravellogue,AA-3842-MSP-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flightarrival,AA-431-MIA-SFO,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flightaware,AA-400-DFW-JFK,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flightexplorer,AA-415-BOS-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flights,AA-3842-MSP-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flightstats,AA-3786-IAH-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flightview,AA-415-BOS-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flylouisville,AA-3786-IAH-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flytecomm,AA-3786-IAH-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
foxbusiness,AA-3842-MSP-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
gofox,AA-415-BOS-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
helloflight,AA-3786-IAH-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
mco,AA-3786-IAH-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
myrateplan,AA-3842-MSP-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
mytripandmore,AA-400-DFW-JFK,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
orbitz,AA-3842-MSP-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
ord,AA-3786-IAH-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
panynj,AA-3842-MSP-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
quicktrip,AA-415-BOS-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
travelocity,AA-3842-MSP-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
usatoday,AA-415-BOS-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
weather,AA-3786-IAH-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
world-flight-tracker,AA-400-DFW-JFK,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
wunderground,AA-3786-IAH-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
aa,AA-3786-IAH-ORD,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
airtravelcenter,AA-431-MIA-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
allegiantair,AA-3842-MSP-ORD,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
boston,AA-3842-MSP-ORD,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
businesstravellogue,AA-400-DFW-JFK,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
dfw,AA-3842-MSP-ORD,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flightarrival,AA-431-MIA-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flightaware,AA-3786-IAH-ORD,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flightexplorer,AA-3842-MSP-ORD,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flights,AA-431-MIA-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flightstats,AA-431-MIA-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flightview,AA-415-BOS-ORD,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flylouisville,AA-431-MIA-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flytecomm,AA-415-BOS-ORD,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
foxbusiness,AA-400-DFW-JFK,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
gofox,AA-3786-IAH-ORD,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
helloflight,AA-400-DFW-JFK,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
myrateplan,AA-431-MIA-SFO,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
orbitz,AA-3842-MSP-ORD,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
panynj,AA-415-BOS-ORD,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
quicktrip,AA-3842-MSP-ORD,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
travelocity,AA-400-DFW-JFK,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
weather,AA-400-DFW-JFK,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
world-flight-tracker,AA-400-DFW-JFK,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
wunderground,AA-415-BOS-ORD,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
aa,AA-3786-IAH-ORD,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
airtravelcenter,AA-3842-MSP-ORD,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
allegiantair,AA-415-BOS-ORD,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
boston,AA-400-DFW-JFK,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
businesstravellogue,AA-3786-IAH-ORD,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flightaware,AA-3842-MSP-ORD,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flightexplorer,AA-3842-MSP-ORD,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flights,AA-466-IAH-MIA,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flightstats,AA-400-DFW-JFK,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flightview,AA-415-BOS-ORD,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flightwise,AA-400-DFW-JFK,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flylouisville,AA-400-DFW-JFK,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flytecomm,AA-415-BOS-ORD,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
foxbusiness,AA-4344-ORD-DTW,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
gofox,AA-4344-ORD-DTW,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
helloflight,AA-400-DFW-JFK,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
ifly,AA-3842-MSP-ORD,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
mco,AA-3786-IAH-ORD,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
myrateplan,AA-3786-IAH-ORD,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
orbitz,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
panynj,AA-3786-IAH-ORD,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
quicktrip,AA-3063-SLC-LAX,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
travelocity,AA-3842-MSP-ORD,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
weather,AA-466-IAH-MIA,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
world-flight-tracker,AA-3842-MSP-ORD,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
wunderground,AA-3842-MSP-ORD,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
aa,AA-3842-MSP-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
airtravelcenter,AA-400-DFW-JFK,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
allegiantair,AA-400-DFW-JFK,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
boston,AA-3842-MSP-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
businesstravellogue,AA-3842-MSP-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
flightexplorer,AA-3786-IAH-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
flights,AA-3786-IAH-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
flightstats,AA-3786-IAH-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
flightview,AA-3063-SLC-LAX,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
flylouisville,AA-3786-IAH-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
flytecomm,AA-3842-MSP-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
foxbusiness,AA-415-BOS-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
gofox,AA-431-MIA-SFO,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
helloflight,AA-3786-IAH-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
myrateplan,AA-3842-MSP-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
orbitz,AA-4344-ORD-DTW,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
ord,AA-415-BOS-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
panynj,AA-3842-MSP-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
quicktrip,AA-415-BOS-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
travelocity,AA-400-DFW-JFK,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
usatoday,AA-400-DFW-JFK,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
weather,AA-3842-MSP-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
world-flight-tracker,AA-3786-IAH-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
aa,AA-415-BOS-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
airtravelcenter,AA-3786-IAH-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
allegiantair,AA-400-DFW-JFK,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
boston,AA-400-DFW-JFK,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
businesstravellogue,AA-400-DFW-JFK,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
flightarrival,AA-3786-IAH-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
flightexplorer,AA-4344-ORD-DTW,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
flights,AA-400-DFW-JFK,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
flightview,AA-400-DFW-JFK,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
flylouisville,AA-400-DFW-JFK,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
flytecomm,AA-3842-MSP-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
foxbusiness,AA-415-BOS-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
gofox,AA-3842-MSP-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
helloflight,AA-400-DFW-JFK,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
myrateplan,AA-3842-MSP-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
mytripandmore,AA-4344-ORD-DTW,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
orbitz,AA-400-DFW-JFK,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
ord,AA-400-DFW-JFK,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
panynj,AA-3842-MSP-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
travelocity,AA-415-BOS-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
usatoday,AA-431-MIA-SFO,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
weather,AA-3842-MSP-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
aa,AA-415-BOS-ORD,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
airtravelcenter,AA-3842-MSP-ORD,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
allegiantair,AA-415-BOS-ORD,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
boston,AA-3842-MSP-ORD,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
businesstravellogue,AA-3842-MSP-ORD,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
flightarrival,AA-3842-MSP-ORD,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
flightaware,AA-3842-MSP-ORD,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
flightexplorer,AA-3842-MSP-ORD,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
flights,AA-415-BOS-ORD,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
flightstats,AA-431-MIA-SFO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
flightview,AA-4344-ORD-DTW,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
flightwise,AA-415-BOS-ORD,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
flylouisville,AA-3842-MSP-ORD,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
flytecomm,AA-400-DFW-JFK,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
foxbusiness,AA-3063-SLC-LAX,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
gofox,AA-400-DFW-JFK,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
helloflight,AA-400-DFW-JFK,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
mco,AA-3842-MSP-ORD,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
myrateplan,AA-400-DFW-JFK,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
mytripandmore,AA-3842-MSP-ORD,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
orbitz,AA-415-BOS-ORD,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
panynj,AA-400-DFW-JFK,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
quicktrip,AA-3842-MSP-ORD,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
travelocity,AA-431-MIA-SFO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
usatoday,AA-431-MIA-SFO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
weather,AA-3842-MSP-ORD,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
world-flight-tracker,AA-415-BOS-ORD,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
wunderground,AA-400-DFW-JFK,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
aa,AA-431-MIA-SFO,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
airtravelcenter,AA-400-DFW-JFK,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
allegiantair,AA-400-DFW-JFK,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
boston,AA-400-DFW-JFK,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
businesstravellogue,AA-3842-MSP-ORD,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
flightarrival,AA-400-DFW-JFK,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
flightaware,AA-415-BOS-ORD,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
flightexplorer,AA-3842-MSP-ORD,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
flights,AA-415-BOS-ORD,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
flightstats,AA-400-DFW-JFK,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
flightview,AA-3842-MSP-ORD,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
flylouisville,AA-431-MIA-SFO,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
flytecomm,AA-415-BOS-ORD,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
foxbusiness,AA-3842-MSP-ORD,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
gofox,AA-466-IAH-MIA,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
helloflight,AA-3842-MSP-ORD,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
myrateplan,AA-431-MIA-SFO,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
mytripandmore,AA-400-DFW-JFK,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
orbitz,AA-415-BOS-ORD,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
panynj,AA-400-DFW-JFK,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
quicktrip,AA-415-BOS-ORD,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
travelocity,AA-415-BOS-ORD,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
usatoday,AA-3842-MSP-ORD,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
weather,AA-415-BOS-ORD,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
world-flight-tracker,AA-3786-IAH-ORD,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
wunderground,AA-3786-IAH-ORD,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
aa,AA-3842-MSP-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
airtravelcenter,AA-3786-IAH-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
allegiantair,AA-431-MIA-SFO,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
boston,AA-400-DFW-JFK,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
businesstravellogue,AA-3842-MSP-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
flightaware,AA-400-DFW-JFK,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
flightexplorer,AA-3842-MSP-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
flights,AA-400-DFW-JFK,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
flightstats,AA-4344-ORD-DTW,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
flightview,AA-431-MIA-SFO,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
flylouisville,AA-431-MIA-SFO,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
flytecomm,AA-415-BOS-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
foxbusiness,AA-415-BOS-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
gofox,AA-400-DFW-JFK,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
helloflight,AA-415-BOS-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
ifly,AA-431-MIA-SFO,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
myrateplan,AA-3786-IAH-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
mytripandmore,AA-3786-IAH-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
orbitz,AA-3842-MSP-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
ord,AA-3786-IAH-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
panynj,AA-415-BOS-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
quicktrip,AA-3786-IAH-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
travelocity,AA-400-DFW-JFK,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
usatoday,AA-415-BOS-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
weather,AA-400-DFW-JFK,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
world-flight-tracker,AA-3842-MSP-ORD,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
wunderground,AA-466-IAH-MIA,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
aa,AA-3842-MSP-ORD,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
airtravelcenter,AA-415-BOS-ORD,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
allegiantair,AA-400-DFW-JFK,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
