city,num
Monument,6
Pottstown,6
Soldotna,6
Kalona,6
Evanston,6
Durango,6
Carlsbad,6
Conroe,6
Minneapolis,6
WA,6
Dolores,6
Davenport,6
Black Mountain,5
Seven Points,5
Garden City,5
Evansville,5
Wilson,5
Des Moines,5
Shelbyville,5
New Orleans,5
St. Paul,5
Corvallis,5
Petoskey,5
Lexington,5
Diamond Springs,5
Mooresville,5
Moab,5
Springdale,5
Milwaukee,5
Fargo,5
Mustang,5
Spirit Lake,5
Vadnais Heights,5
Colorado Springs,5
East Fairfield,5
Pinedale,5
Eau Claire,5
Lake Barrington,5
Lake Havasu City,5
Middleton,5
Pittsburgh,5
Woodinville,5
Cleveland,5
Bloomington,5
Kona,5
Mammoth Lakes,5
Dunedin,5
Atlantic Highlands,5
Missoula,5
Canton,5
Talkeetna,5
Columbus,5
Leominster,5
Midvale,5
Madison,5
Bridgewater Corners,5
Spring Lake,5
Bozeman,5
Providence,5
Seattle,5
Los Angeles,5
Sheridan,5
Williamsburg,5
Holland,5
Palisade,4
Hays,4
Murphysboro,4
St. John's,4
Temecula,4
Norfolk,4
Rochester,4
Pacific,4
Lewisburg,4
Stratford,4
Arvada,4
Danville,4
Bronx,4
Sisters,4
Tulsa,4
Midwest City,4
Boone,4
Springfield,4
Lone Tree,4
Athens,4
Dayton,4
Pittsboro,4
Kansas City,4
Ashburn,4
Conestoga,4
Fort Worth,4
Gig Harbor,4
Richmond,4
Dallas,4
Newport,4
Virginia Beach,4
Phoenixville,4
Miami,4
Cortland,4
Jacksonville,4
Durham,4
Torrance,4
Reno,4
Louisville,4
Rogers,4
Kent,4
Meridian,4
Centralia,4
Claremont,4
Patchogue,4
Lombard,4
Angola,4
West Chester,4
Broomfield,4
Lockland,4
Hyannis,4
Everett,4
Chatham,4
Utica,4
Tampa Bay,4
Erie,4
Lowell,4
Mt. Airy,4
Paonia,4
Henderson,4
Gainesville,4
Pawtucket,4
Papillion,4
Port Clinton,4
Fredericksburg,4
Garrattsville,4
Mt. Pleasant,4
Abita Springs,3
Aspen,3
Lake Geneva,3
White Salmon,3
Greenville,3
Marietta,3
Menominee,3
Westminster,3
Brooklyn Center,3
Knoxville,3
Verona,3
Belfast,3
Loveland,3
Lakeside,3
Bridgman,3
Martinsville,3
Nashville,3
College Station,3
Charlottesville,3
Avon,3
Lahaina,3
Woodbridge,3
Vista,3
Glendale,3
Frankenmuth,3
Mill Valley,3
Cheboygan,3
Ann Arbor,3
Charlotte,3
East Windsor,3
Westfield,3
Juneau,3
Stillwater,3
Ipswich,3
Plainfield,3
Detroit,3
Shreveport,3
Silverton,3
Pawcatuck,3
Flagstaff,3
Hardy,3
Albuquerque,3
Yakima,3
Blanco,3
Latrobe,3
Libertyville,3
Marlborough,3
Cherry Hill,3
Memphis,3
Shelburne,3
Menominie,3
Tucson,3
North Woodstock,3
Ponderay,3
Abingdon,3
Huntsville,2
Cambridge,2
Eugene,2
Krebs,2
Williams,2
Roseville,2
Washington,2
Hamilton,2
Medford,2
Douglas,2
St Petersburg,2
O'Fallon,2
Wilkes-Barre,2
Plant City,2
Granger,2
Waterbury,2
Tempe,2
Green Bay,2
San Luis Obispo,2
Ridgefield Park,2
Macon,2
Paso Robles,2
Westerly,2
Chattanooga,2
Roanoke,2
Kirkwood,2
Wolcott,2
Royal Oak,2
Afton,2
Arrington,2
Cold Spring,2
Baltimore,2
Brevard,2
Lemont,2
Odessa,2
Buellton,2
Stamford,1
Smithton,1
Kearney,1
South Austin,1
Myrtle Beach,1
Duluth,1
Phoenix,1
Santee,1
Denton,1
Lenoir,1
Jacksonville Beach,1
Half Moon Bay,1
Hayward,1
Savannah,1
