city,num
Cleveland,5
Bellingham,5
St Paul,5
Dunedin,4
Boynton Beach,4
Wilkes-Barre,4
Hattiesburg,4
Wilmington,4
Huntsville,4
Golden,4
Afton,4
Krebs,4
Canton,4
Santee,4
Telluride,4
Mount Pleasant,4
Tucson,4
Mt. Pleasant,4
Leominster,4
Avon,4
Flagstaff,4
College Station,4
Lafayette,4
Half Moon Bay,4
Tampa Bay,4
Granger,4
Nashville,4
Lewiston,4
Kona,4
Oklahoma City,4
Atlantic Highlands,4
Savannah,4
Knoxville,4
Lakeside,4
Libertyville,4
Broomfield,4
Nantucket,4
Manheim,4
Lombard,4
East Fairfield,4
Virginia Beach,4
Gary,4
Bargersville,4
Paonia,4
Fuquay-Varina,4
St Mary's,4
Phoenix,4
Springdale,4
Hayward,4
Newport,4
Blanco,4
Des Moines,4
Valparaiso,4
Colorado Springs,4
Menominie,4
Sisters,4
Louisville,4
Kent,4
Bridgman,4
Dolores,4
Mammoth Lakes,4
Lone Tree,4
Northamtpon,4
Eugene,4
Holland,4
Duluth,4
Pineland,4
Centralia,4
Tacoma,4
Sheridan,4
Sacramento,4
Morganton,4
Hamilton,4
Stamford,4
Erie,3
Black Mountain,3
Glendale,3
Laurel,3
Jacksonville Beach,3
Roanoke,3
Portage,3
Arrington,3
South Austin,3
Fort Wayne,3
Idaho Springs,3
Bloomfield,3
Asheville,3
Chattanooga,3
Lemont,3
Eau Claire,3
Washougal,3
Stillwater,3
Baltimore,3
Minnetonka,3
Westfield,3
Monument,3
Pacific,3
Springfield,3
Wilson,3
San Luis Obispo,3
Missoula,3
Douglas,3
Kalona,3
North Woodstock,3
Roseville,3
Conestoga,3
Loveland,3
Odessa,3
Boonville,3
Paso Robles,3
South Burlington,3
Lancaster,3
Charlotte,3
Memphis,3
Spearfish,3
Fargo,3
Lewisburg,3
Lake Geneva,3
Royal Oak,3
Belmont,3
South San Francisco,3
South Deerfield,3
Tulsa,3
Cherry Hill,3
Moab,3
Macon,2
Southampton,2
Marietta,2
Greenville,2
Covington,2
Wolcott,2
Ada,2
Danville,2
Medford,2
Buena Vista,2
Aspen,2
Lenoir,2
Brevard,2
Smithton,2
Pittsboro,2
Myrtle Beach,2
White Salmon,2
Shelbyville,2
Marlborough,2
Raleigh,2
Paw Paw,2
Midvale,2
Greeley,2
WA,2
Prescott,2
East Windsor,2
Alpine,1
Boone,1
