city,num
Cherry Hill,2
Yakima,2
Tucson,2
Macon,2
Covington,2
Stillwater,2
Roseville,2
Croydon,2
Port Clinton,2
Nashville,2
Kinston,2
South Deerfield,2
Hyannis,2
Montauk,2
Hayward,2
Battle Creek,2
Atlantic Highlands,2
Chatham,2
Denton,2
Palisade,2
Granger,1
Abingdon,1
Worcester,1
Ann Arbor,1
Newburgh,1
Plant City,1
Knoxville,1
Northamtpon,1
Smithton,1
Pineland,1
Latrobe,1
Waynesville,1
Canton,1
Lombard,1
Frederick,1
Savannah,1
South Bend,1
Lemont,1
Rogers,1
Kalona,1
Jacksonville Beach,1
Idaho Springs,1
South San Francisco,1
Phoenixville,1
Lone Tree,1
Cortland,1
Pawcatuck,1
Conestoga,1
Murphysboro,1
Colorado Springs,1
St Paul,1
Ada,1
Laurel,1
Manheim,1
Douglas,1
Madison,1
Wilmington,1
Claremont,1
Vista,1
WA,1
Wilkes-Barre,1
East Windsor,1
Menominee,1
Boynton Beach,1
