concrete_compressive_strength,cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age
40.93,318.8,212.5,0.0,155.7,14.3,852.1,880.4,56
64.9,401.8,94.7,0.0,147.4,11.4,946.8,852.1,56
77.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56
49.8,323.7,282.8,0.0,183.8,10.3,942.7,659.9,56
47.1,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56
77.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56
72.99,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56
77.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56
71.7,439.0,177.0,0.0,186.0,11.1,884.9,707.9,56
77.3,389.9,189.0,0.0,145.9,22.0,944.7,755.8,56
77.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56
77.3,337.9,189.0,0.0,174.9,9.5,944.7,755.8,56
79.3,374.0,189.2,0.0,170.1,10.1,926.1,756.7,91
66.6,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91
65.2,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91
64.9,425.0,106.3,0.0,151.4,18.6,936.0,803.7,91
60.2,375.0,93.8,0.0,126.6,23.4,852.1,992.6,91
68.3,475.0,118.8,0.0,181.1,8.9,852.1,781.5,91
70.7,469.0,117.2,0.0,137.8,32.2,852.1,840.5,91
65.2,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91
65.2,388.6,97.1,0.0,157.9,12.1,852.1,925.7,91
60.28,531.3,0.0,0.0,141.8,28.2,852.1,893.7,91
65.2,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91
40.93,318.8,212.5,0.0,155.7,14.3,852.1,880.4,91
64.9,401.8,94.7,0.0,147.4,11.4,946.8,852.1,91
79.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91
47.1,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91
79.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91
72.99,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91
79.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91
71.7,439.0,177.0,0.0,186.0,11.1,884.9,707.9,91
79.3,389.9,189.0,0.0,145.9,22.0,944.7,755.8,91
79.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91
79.3,337.9,189.0,0.0,174.9,9.5,944.7,755.8,91
10.38,222.4,0.0,96.7,189.3,4.5,967.1,870.3,3
10.38,222.4,0.0,96.7,189.3,4.5,967.1,870.3,14
27.22,222.4,0.0,96.7,189.3,4.5,967.1,870.3,28
27.22,222.4,0.0,96.7,189.3,4.5,967.1,870.3,56
43.39,222.4,0.0,96.7,189.3,4.5,967.1,870.3,100
10.38,233.8,0.0,94.6,197.9,4.6,947.0,852.2,3
10.38,233.8,0.0,94.6,197.9,4.6,947.0,852.2,14
27.22,233.8,0.0,94.6,197.9,4.6,947.0,852.2,28
27.22,233.8,0.0,94.6,197.9,4.6,947.0,852.2,56
27.22,233.8,0.0,94.6,197.9,4.6,947.0,852.2,100
12.18,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,3
24.99,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,14
24.99,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,28
43.39,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56
43.39,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,100
9.45,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,3
9.45,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14
26.4,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,28
38.56,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,56
38.56,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,100
20.08,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,3
20.08,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,14
20.08,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28
37.27,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56
39.61,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,100
20.08,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,3
20.08,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14
20.08,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,28
20.08,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56
40.15,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100
9.45,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3
9.45,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14
28.47,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,28
38.56,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56
38.56,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100
10.76,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3
10.76,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,14
21.54,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,28
35.57,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56
35.57,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100
10.76,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,3
10.76,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14
21.54,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,28
39.23,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,56
39.23,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,100
17.6,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3
17.6,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,14
17.6,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28
17.6,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56
66.95,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100
17.6,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3
17.6,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14
17.6,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,28
17.6,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56
66.95,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,100
20.08,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,3
20.08,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14
20.08,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28
20.08,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,56
40.15,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100
10.38,238.1,0.0,94.1,186.7,7.0,949.9,847.0,3
10.38,238.1,0.0,94.1,186.7,7.0,949.9,847.0,14
27.22,238.1,0.0,94.1,186.7,7.0,949.9,847.0,28
27.22,238.1,0.0,94.1,186.7,7.0,949.9,847.0,56
27.22,238.1,0.0,94.1,186.7,7.0,949.9,847.0,100
10.38,250.0,0.0,95.7,187.4,5.5,956.9,861.2,3
27.22,250.0,0.0,95.7,187.4,5.5,956.9,861.2,14
27.22,250.0,0.0,95.7,187.4,5.5,956.9,861.2,28
27.22,250.0,0.0,95.7,187.4,5.5,956.9,861.2,56
27.22,250.0,0.0,95.7,187.4,5.5,956.9,861.2,100
24.99,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3
24.99,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14
24.99,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28
43.39,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56
43.39,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100
12.18,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3
24.99,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14
24.99,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,28
43.39,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56
43.39,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100
9.45,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3
9.45,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14
28.47,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28
37.27,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56
39.61,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100
20.08,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3
20.08,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,14
20.08,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28
37.27,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56
39.61,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100
24.43,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3
24.43,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14
24.43,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,28
24.43,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56
40.15,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100
24.43,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3
24.43,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14
24.43,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28
24.43,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,56
40.15,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100
10.76,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3
10.76,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14
21.54,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28
35.57,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56
35.57,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100
35.96,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3
35.96,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,14
35.96,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28
38.56,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56
39.61,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100
9.45,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3
9.45,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14
28.47,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28
38.56,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56
39.23,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100
22.95,290.4,0.0,96.2,168.1,9.4,961.2,865.0,3
34.67,290.4,0.0,96.2,168.1,9.4,961.2,865.0,14
39.94,290.4,0.0,96.2,168.1,9.4,961.2,865.0,28
39.94,290.4,0.0,96.2,168.1,9.4,961.2,865.0,56
39.94,290.4,0.0,96.2,168.1,9.4,961.2,865.0,100
23.14,277.1,0.0,97.4,160.6,11.8,973.9,875.6,3
23.14,277.1,0.0,97.4,160.6,11.8,973.9,875.6,14
23.14,277.1,0.0,97.4,160.6,11.8,973.9,875.6,28
39.94,277.1,0.0,97.4,160.6,11.8,973.9,875.6,56
39.94,277.1,0.0,97.4,160.6,11.8,973.9,875.6,100
22.95,295.7,0.0,95.6,171.5,8.9,955.1,859.2,3
34.67,295.7,0.0,95.6,171.5,8.9,955.1,859.2,14
39.94,295.7,0.0,95.6,171.5,8.9,955.1,859.2,28
39.94,295.7,0.0,95.6,171.5,8.9,955.1,859.2,56
39.94,295.7,0.0,95.6,171.5,8.9,955.1,859.2,100
21.02,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3
21.02,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14
21.02,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28
42.29,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56
43.39,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100
42.29,249.1,0.0,98.8,158.1,12.8,987.8,889.0,3
42.29,249.1,0.0,98.8,158.1,12.8,987.8,889.0,14
42.29,249.1,0.0,98.8,158.1,12.8,987.8,889.0,28
42.29,249.1,0.0,98.8,158.1,12.8,987.8,889.0,56
43.39,249.1,0.0,98.8,158.1,12.8,987.8,889.0,100
42.29,252.3,0.0,98.8,146.3,14.2,987.8,889.0,3
42.29,252.3,0.0,98.8,146.3,14.2,987.8,889.0,14
42.29,252.3,0.0,98.8,146.3,14.2,987.8,889.0,28
42.29,252.3,0.0,98.8,146.3,14.2,987.8,889.0,56
43.39,252.3,0.0,98.8,146.3,14.2,987.8,889.0,100
52.5,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3
52.5,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14
52.5,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28
52.5,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56
37.27,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100
23.8,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3
23.8,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14
23.8,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28
23.8,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56
40.15,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100
21.91,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3
21.91,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,14
21.91,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28
21.91,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56
40.15,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100
10.76,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3
10.76,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14
35.57,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,28
35.57,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,56
35.57,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100
10.76,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3
10.76,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14
35.57,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,28
35.57,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56
35.57,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100
66.82,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3
66.82,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14
66.82,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28
66.82,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56
66.95,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100
35.96,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3
35.96,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14
35.96,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28
35.96,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56
39.23,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100
35.96,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3
35.96,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14
35.96,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28
53.46,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56
56.81,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100
9.45,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3
9.45,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14
37.27,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28
37.27,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56
39.61,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100
22.53,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3
22.53,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14
22.53,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28
29.98,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56
29.98,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100
67.57,500.0,0.0,0.0,140.0,4.0,966.0,853.0,28
36.94,475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28
66.82,315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28
61.89,505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28
78.8,451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28
60.28,516.0,0.0,0.0,162.0,8.2,801.0,802.0,28
60.28,520.0,0.0,0.0,170.0,5.2,855.0,855.0,28
24.4,528.0,0.0,0.0,185.0,6.9,920.0,720.0,28
60.28,520.0,0.0,0.0,175.0,5.2,870.0,805.0,28
59.49,385.0,0.0,136.0,158.0,20.0,903.0,768.0,28
36.94,500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28
36.94,450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28
44.33,397.0,17.2,158.0,167.0,20.8,967.0,633.0,28
44.33,333.0,17.5,163.0,167.0,17.9,996.0,652.0,28
44.33,334.0,17.6,158.0,189.0,15.3,967.0,633.0,28
37.42,405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28
49.25,200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28
60.28,516.0,0.0,0.0,162.0,8.3,801.0,802.0,28
19.99,145.0,116.0,119.0,184.0,5.7,833.0,880.0,28
19.99,160.0,128.0,122.0,182.0,6.4,824.0,879.0,28
47.78,234.0,156.0,0.0,189.0,5.9,981.0,760.0,28
67.87,250.0,180.0,95.0,159.0,9.5,860.0,800.0,28
61.89,475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28
