concrete_compressive_strength,cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age
55.9,337.9,189.0,0.0,174.9,9.5,944.7,755.8,28
77.3,374.0,189.2,0.0,170.1,10.1,926.1,756.7,56
59.8,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56
64.3,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56
61.8,425.0,106.3,0.0,151.4,18.6,936.0,803.7,56
45.7,375.0,93.8,0.0,126.6,23.4,852.1,992.6,56
72.3,475.0,118.8,0.0,181.1,8.9,852.1,781.5,56
69.3,469.0,117.2,0.0,137.8,32.2,852.1,840.5,56
64.3,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56
57.6,388.6,97.1,0.0,157.9,12.1,852.1,925.7,56
58.8,531.3,0.0,0.0,141.8,28.2,852.1,893.7,56
64.3,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56
44.39,318.8,212.5,0.0,155.7,14.3,852.1,880.4,56
68.5,401.8,94.7,0.0,147.4,11.4,946.8,852.1,56
77.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56
38.7,323.7,282.8,0.0,183.8,10.3,942.7,659.9,56
59.0,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56
77.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56
44.52,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56
77.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56
71.7,439.0,177.0,0.0,186.0,11.1,884.9,707.9,56
79.4,389.9,189.0,0.0,145.9,22.0,944.7,755.8,56
77.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56
77.3,337.9,189.0,0.0,174.9,9.5,944.7,755.8,56
79.3,374.0,189.2,0.0,170.1,10.1,926.1,756.7,91
66.6,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91
64.3,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91
66.7,425.0,106.3,0.0,151.4,18.6,936.0,803.7,91
57.6,375.0,93.8,0.0,126.6,23.4,852.1,992.6,91
72.3,475.0,118.8,0.0,181.1,8.9,852.1,781.5,91
69.3,469.0,117.2,0.0,137.8,32.2,852.1,840.5,91
64.3,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91
57.6,388.6,97.1,0.0,157.9,12.1,852.1,925.7,91
58.8,531.3,0.0,0.0,141.8,28.2,852.1,893.7,91
64.3,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91
44.39,318.8,212.5,0.0,155.7,14.3,852.1,880.4,91
66.7,401.8,94.7,0.0,147.4,11.4,946.8,852.1,91
79.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91
59.0,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91
79.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91
44.52,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91
79.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91
73.3,439.0,177.0,0.0,186.0,11.1,884.9,707.9,91
79.3,389.9,189.0,0.0,145.9,22.0,944.7,755.8,91
79.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91
79.3,337.9,189.0,0.0,174.9,9.5,944.7,755.8,91
10.38,222.4,0.0,96.7,189.3,4.5,967.1,870.3,3
24.92,222.4,0.0,96.7,189.3,4.5,967.1,870.3,14
24.92,222.4,0.0,96.7,189.3,4.5,967.1,870.3,28
40.71,222.4,0.0,96.7,189.3,4.5,967.1,870.3,56
40.71,222.4,0.0,96.7,189.3,4.5,967.1,870.3,100
10.38,233.8,0.0,94.6,197.9,4.6,947.0,852.2,3
10.38,233.8,0.0,94.6,197.9,4.6,947.0,852.2,14
25.69,233.8,0.0,94.6,197.9,4.6,947.0,852.2,28
25.69,233.8,0.0,94.6,197.9,4.6,947.0,852.2,56
44.3,233.8,0.0,94.6,197.9,4.6,947.0,852.2,100
25.72,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,3
25.72,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,14
25.72,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,28
42.55,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56
37.34,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,100
21.06,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,3
21.06,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14
24.85,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,28
35.34,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,56
46.23,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,100
33.73,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,3
33.73,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,14
33.73,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28
34.2,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56
39.61,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,100
13.36,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,3
13.36,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14
13.36,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,28
36.97,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56
43.58,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100
21.06,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3
21.06,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14
24.85,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,28
38.56,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56
46.23,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100
25.48,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3
25.48,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,14
25.48,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,28
28.63,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56
45.37,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100
7.4,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,3
7.4,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14
31.12,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,28
31.12,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,56
48.15,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,100
13.18,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3
13.18,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,14
13.18,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28
47.13,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56
49.97,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100
13.18,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3
13.18,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14
13.18,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,28
47.13,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56
49.97,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,100
13.36,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,3
13.36,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14
13.36,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28
36.97,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,56
43.58,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100
25.69,238.1,0.0,94.1,186.7,7.0,949.9,847.0,3
25.69,238.1,0.0,94.1,186.7,7.0,949.9,847.0,14
25.69,238.1,0.0,94.1,186.7,7.0,949.9,847.0,28
25.69,238.1,0.0,94.1,186.7,7.0,949.9,847.0,56
44.3,238.1,0.0,94.1,186.7,7.0,949.9,847.0,100
8.49,250.0,0.0,95.7,187.4,5.5,956.9,861.2,3
24.92,250.0,0.0,95.7,187.4,5.5,956.9,861.2,14
24.92,250.0,0.0,95.7,187.4,5.5,956.9,861.2,28
24.92,250.0,0.0,95.7,187.4,5.5,956.9,861.2,56
44.3,250.0,0.0,95.7,187.4,5.5,956.9,861.2,100
31.64,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3
31.64,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14
31.64,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28
42.55,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56
47.74,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100
31.64,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3
31.64,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14
31.64,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,28
42.55,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56
47.74,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100
21.06,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3
21.06,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14
24.85,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28
38.56,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56
46.23,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100
33.73,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3
33.73,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,14
33.73,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28
42.7,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56
45.84,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100
17.22,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3
17.22,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14
17.22,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,28
36.97,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56
43.58,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100
13.12,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3
13.12,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14
13.12,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28
36.97,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,56
43.58,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100
13.62,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3
13.62,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14
25.48,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28
28.63,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56
45.37,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100
21.5,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3
21.5,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,14
21.5,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28
21.5,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56
48.15,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100
7.4,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3
7.4,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14
31.12,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28
31.12,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56
48.15,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100
22.5,290.4,0.0,96.2,168.1,9.4,961.2,865.0,3
22.5,290.4,0.0,96.2,168.1,9.4,961.2,865.0,14
39.94,290.4,0.0,96.2,168.1,9.4,961.2,865.0,28
39.94,290.4,0.0,96.2,168.1,9.4,961.2,865.0,56
44.3,290.4,0.0,96.2,168.1,9.4,961.2,865.0,100
23.14,277.1,0.0,97.4,160.6,11.8,973.9,875.6,3
23.14,277.1,0.0,97.4,160.6,11.8,973.9,875.6,14
23.14,277.1,0.0,97.4,160.6,11.8,973.9,875.6,28
42.03,277.1,0.0,97.4,160.6,11.8,973.9,875.6,56
42.03,277.1,0.0,97.4,160.6,11.8,973.9,875.6,100
22.5,295.7,0.0,95.6,171.5,8.9,955.1,859.2,3
39.94,295.7,0.0,95.6,171.5,8.9,955.1,859.2,14
39.94,295.7,0.0,95.6,171.5,8.9,955.1,859.2,28
39.94,295.7,0.0,95.6,171.5,8.9,955.1,859.2,56
44.3,295.7,0.0,95.6,171.5,8.9,955.1,859.2,100
33.36,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3
33.36,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14
33.36,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28
42.03,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56
47.74,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100
42.29,249.1,0.0,98.8,158.1,12.8,987.8,889.0,3
42.29,249.1,0.0,98.8,158.1,12.8,987.8,889.0,14
42.29,249.1,0.0,98.8,158.1,12.8,987.8,889.0,28
42.03,249.1,0.0,98.8,158.1,12.8,987.8,889.0,56
47.74,249.1,0.0,98.8,158.1,12.8,987.8,889.0,100
42.29,252.3,0.0,98.8,146.3,14.2,987.8,889.0,3
42.29,252.3,0.0,98.8,146.3,14.2,987.8,889.0,14
42.29,252.3,0.0,98.8,146.3,14.2,987.8,889.0,28
42.03,252.3,0.0,98.8,146.3,14.2,987.8,889.0,56
42.03,252.3,0.0,98.8,146.3,14.2,987.8,889.0,100
42.22,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3
42.22,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14
42.22,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28
42.22,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56
46.23,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100
51.33,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3
51.33,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14
51.33,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28
56.85,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56
56.85,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100
47.4,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3
47.4,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,14
47.4,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28
47.4,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56
43.58,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100
17.37,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3
17.37,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14
44.64,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,28
44.64,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,56
50.08,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100
17.37,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3
17.37,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14
44.64,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,28
44.64,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56
50.08,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100
30.45,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3
47.71,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14
47.71,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28
47.71,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56
49.97,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100
27.42,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3
27.42,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14
55.51,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28
61.99,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56
61.99,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100
18.02,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3
38.6,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14
38.6,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28
38.6,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56
56.06,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100
21.06,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3
21.06,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14
24.85,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28
38.56,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56
46.23,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100
16.28,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3
16.28,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14
31.97,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28
31.97,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56
31.97,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100
67.57,500.0,0.0,0.0,140.0,4.0,966.0,853.0,28
58.52,475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28
47.71,315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28
58.52,505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28
43.7,451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28
51.02,516.0,0.0,0.0,162.0,8.2,801.0,802.0,28
51.02,520.0,0.0,0.0,170.0,5.2,855.0,855.0,28
56.83,528.0,0.0,0.0,185.0,6.9,920.0,720.0,28
51.02,520.0,0.0,0.0,175.0,5.2,870.0,805.0,28
59.49,385.0,0.0,136.0,158.0,20.0,903.0,768.0,28
33.21,500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28
33.21,450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28
44.33,397.0,17.2,158.0,167.0,20.8,967.0,633.0,28
44.33,333.0,17.5,163.0,167.0,17.9,996.0,652.0,28
44.33,334.0,17.6,158.0,189.0,15.3,967.0,633.0,28
52.3,405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28
18.29,200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28
51.02,516.0,0.0,0.0,162.0,8.3,801.0,802.0,28
26.23,145.0,116.0,119.0,184.0,5.7,833.0,880.0,28
26.23,160.0,128.0,122.0,182.0,6.4,824.0,879.0,28
39.3,234.0,156.0,0.0,189.0,5.9,981.0,760.0,28
44.28,250.0,180.0,95.0,159.0,9.5,860.0,800.0,28
58.52,475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28
