file,Consistent Count,Missing Total,Consistent Rate
dirty-missfi-20.csv,197,200,0.985
dirty-missfi-25.csv,248,250,0.992
dirty-missfi-30.csv,298,300,0.9933333333333333
dirty-missfi-35.csv,348,350,0.9942857142857143
dirty-missfi-40.csv,396,400,0.99
dirty-missfi-45.csv,446,450,0.9911111111111112
dirty-missfi-50.csv,495,500,0.99
dirty-missfi-55.csv,546,550,0.9927272727272727
dirty-missfi-60.csv,585,600,0.975
dirty-missfi-65.csv,604,650,0.9292307692307692
dirty-missfi-70.csv,635,700,0.9071428571428571
dirty-missfi-75.csv,623,750,0.8306666666666667
dirty-missfi-80.csv,564,800,0.705
dirty-missfi-85.csv,455,850,0.5352941176470588
dirty-missfi-90.csv,305,900,0.3388888888888889
dirty-missfi-95.csv,178,950,0.18736842105263157
dirty-xgbi-5.csv,2,50,0.04
dirty-xgbi-10.csv,2,100,0.02
dirty-xgbi-15.csv,2,150,0.013333333333333334
dirty-xgbi-20.csv,7,200,0.035
dirty-xgbi-25.csv,6,250,0.024
dirty-xgbi-30.csv,8,300,0.02666666666666667
dirty-xgbi-35.csv,5,350,0.014285714285714285
dirty-xgbi-40.csv,10,400,0.025
dirty-xgbi-45.csv,10,450,0.022222222222222223
dirty-xgbi-50.csv,15,500,0.03
dirty-xgbi-55.csv,13,550,0.023636363636363636
dirty-xgbi-60.csv,13,600,0.021666666666666667
dirty-xgbi-65.csv,9,650,0.013846153846153847
dirty-xgbi-70.csv,15,700,0.02142857142857143
dirty-xgbi-75.csv,21,750,0.028
dirty-xgbi-80.csv,19,800,0.02375
dirty-xgbi-85.csv,22,850,0.02588235294117647
dirty-xgbi-90.csv,16,900,0.017777777777777778
dirty-xgbi-95.csv,71,950,0.07473684210526316
dirty-gain-5.csv,2,50,0.04
dirty-gain-10.csv,2,100,0.02
dirty-gain-15.csv,2,150,0.013333333333333334
dirty-gain-20.csv,3,200,0.015
dirty-gain-25.csv,4,250,0.016
dirty-gain-30.csv,8,300,0.02666666666666667
dirty-gain-35.csv,7,350,0.02
dirty-gain-40.csv,10,400,0.025
dirty-gain-45.csv,10,450,0.022222222222222223
dirty-gain-50.csv,15,500,0.03
dirty-gain-55.csv,8,550,0.014545454545454545
dirty-gain-60.csv,13,600,0.021666666666666667
dirty-gain-65.csv,9,650,0.013846153846153847
dirty-gain-70.csv,15,700,0.02142857142857143
dirty-gain-75.csv,21,750,0.028
dirty-gain-80.csv,19,800,0.02375
dirty-gain-85.csv,22,850,0.02588235294117647
dirty-gain-90.csv,23,900,0.025555555555555557
dirty-gain-95.csv,68,950,0.07157894736842105
dirty-midae-5.csv,0,50,0.0
dirty-midae-10.csv,0,100,0.0
dirty-midae-15.csv,0,150,0.0
dirty-midae-20.csv,0,200,0.0
dirty-midae-25.csv,0,250,0.0
dirty-midae-30.csv,0,300,0.0
dirty-midae-35.csv,0,350,0.0
dirty-midae-40.csv,0,400,0.0
dirty-midae-45.csv,0,450,0.0
dirty-midae-50.csv,0,500,0.0
dirty-midae-55.csv,10,550,0.01818181818181818
dirty-midae-60.csv,1,600,0.0016666666666666668
dirty-midae-65.csv,7,650,0.010769230769230769
dirty-midae-70.csv,0,700,0.0
dirty-midae-75.csv,0,750,0.0
dirty-midae-80.csv,1,800,0.00125
dirty-midae-85.csv,0,850,0.0
dirty-midae-90.csv,40,900,0.044444444444444446
dirty-midae-95.csv,23,950,0.024210526315789474
